Zhong Shan, lat -69.4, lon 76.4, 2012.06.16 (168) 09:48:50, coord GM
The following filter has been applied:
ZenithMax: 40.0 deg
Only O-polarization

     F,kHz      R,km   Zen,deg    Az,deg    Dop,Hz     Error    Amp,dB
      4050     250.0       4.7      97.6   -0.1302      15.0      42.0
      4050     250.0       3.7       3.6    0.1302      13.0      43.5
      4050     250.0       8.4     328.2    0.2604       9.0      42.0
      4050     250.0       7.2      47.6    0.3906      13.0      45.0
      4050     250.0      10.8      55.1    0.5208      15.0      40.5
      4050     252.0       1.9     -17.3   -1.0417      10.0      22.5
      4050     252.0       2.2     157.0   -0.9115      11.0      25.5
      4050     252.0       9.1     -16.0   -0.6510      13.0      25.5
      4050     252.0       7.1     140.5   -0.5208      14.0      31.5
      4050     252.0       4.3     137.0   -0.3906      11.0      37.5
      4050     252.0       1.2     138.6   -0.2604       9.0      37.5
      4050     252.0       8.5     177.4   -0.1302       1.0      30.0
      4050     252.0      10.5      -9.7    0.1302      10.0      39.0
      4050     252.0      10.6      -7.7    0.2604      13.0      42.0
      4050     252.0       8.0      10.7    0.3906      15.0      39.0
      4050     252.0       7.1      51.9    0.5208      17.0      30.0
      4050     252.0       6.9     -16.8    0.6510      18.0      25.5
      4050     252.0       5.2      35.0    0.7813      21.0      27.0
      4050     255.0      13.6     166.5   -1.0417       5.0      13.5
      4050     255.0      19.0     194.0   -0.9115      15.0      16.5
      4050     255.0      16.6     164.1   -0.7812      18.0      16.5
      4050     255.0      12.4     157.9   -0.6510      14.0      27.0
      4050     255.0      12.7     209.1   -0.5208      13.0      28.5
      4050     255.0      14.5     267.3   -0.3906       2.0      24.0
      4050     255.0       6.4     235.4   -0.2604       6.0      24.0
      4050     255.0      13.1     215.3   -0.1302      16.0      19.5
      4050     255.0      34.2       6.1    0.2604       4.0      15.0
      4050     255.0      16.3     102.7    0.3906      11.0      15.0
      4050     257.0      10.2     161.2   -0.9115      17.0      15.0
      4050     257.0      13.2     143.2   -0.7812      17.0      16.5
      4050     257.0      15.2     163.3   -0.6510      18.0      19.5
      4050     257.0      16.3     126.0   -0.5208       5.0      21.0
      4050     257.0      21.8     129.1   -0.3906       5.0      24.0
      4100     245.0      11.2     196.0   -0.5208       9.0      15.0
      4100     245.0       8.8     202.9   -0.3906      11.0      19.5
      4100     245.0       7.3     202.0   -0.2604      13.0      18.0
      4100     247.0       3.1     177.6   -0.9115      10.0      16.5
      4100     247.0      11.0     228.3   -0.7812       7.0      18.0
      4100     247.0      10.8     212.5   -0.6510       9.0      27.0
      4100     247.0      12.8     184.7   -0.5208      11.0      27.0
      4100     247.0       8.0     206.7   -0.3906      12.0      31.5
      4100     247.0      14.1     228.6   -0.2604       9.0      25.5
      4100     247.0       4.2     141.8   -0.1302      13.0      31.5
      4100     247.0       4.0     143.6    0.1302      13.0      30.0
      4100     247.0       5.9      65.2    0.2604      10.0      24.0
      4100     247.0       9.2      85.8    0.3906      13.0      25.5
      4100     247.0      15.6      83.7    0.5208      15.0      18.0
      4100     247.0      15.6     106.2    0.6510      17.0      16.5
      4100     247.0      13.3     110.3    0.7813      14.0      15.0
      4100     250.0       2.7     204.7   -0.6510      12.0      34.5
      4100     250.0       3.6     191.5   -0.5208      11.0      33.0
      4100     250.0       5.9      67.0   -0.3906      13.0      36.0
      4100     250.0       2.1     126.0   -0.2604      12.0      45.0
      4100     250.0       1.3     148.9   -0.1302      12.0      48.0
      4100     250.0       4.6     249.3    0.1302      12.0      36.0
      4100     250.0       4.6     330.2    0.2604      11.0      43.5
      4100     250.0       8.1      65.7    0.3906      17.0      36.0
      4100     250.0       7.0      67.0    0.5208      11.0      33.0
      4100     250.0       7.1     100.3    0.6510      13.0      31.5
      4100     252.0       3.3     183.6   -0.6510      10.0      31.5
      4100     252.0       8.0     112.9   -0.5208       9.0      31.5
      4100     252.0       4.5     149.9   -0.3906      11.0      40.5
      4100     252.0       2.6     187.3   -0.2604      11.0      45.0
      4100     252.0       1.1     278.0   -0.1302      11.0      45.0
      4100     252.0       6.4     207.8    0.1302       6.0      34.5
      4100     252.0       3.0      -9.0    0.2604      12.0      42.0
      4100     252.0       8.2      12.8    0.3906      10.0      34.5
      4100     255.0      12.2     130.8   -0.6510      12.0      22.5
      4100     255.0       5.9     239.9   -0.5208      20.0      19.5
      4100     255.0      14.4     133.4   -0.3906      27.0      27.0
      4100     255.0      19.3     123.9   -0.2604      40.0      22.5
      4100     255.0      29.0      21.7   -0.1302      22.0      19.5
      4100     255.0      26.7      13.0    0.1302       1.0      27.0
      4100     255.0      21.5      21.7    0.2604       3.0      28.5
      4100     255.0      21.9      29.3    0.3906       6.0      24.0
      4100     255.0      25.7      33.8    0.5208       8.0      19.5
      4100     255.0      25.7      24.1    0.6510      34.0      15.0
      4100     257.0      13.5     217.3   -1.0417      22.0      13.5
      4100     257.0      14.0     227.6   -0.9115      19.0      15.0
      4100     257.0      16.8     142.2   -0.6510      13.0      18.0
      4100     257.0      25.8      99.6   -0.5208      31.0      12.0
      4100     257.0      20.5     181.5   -0.2604      17.0      25.5
      4100     257.0      22.0     180.3   -0.1302      24.0      22.5
      4100     257.0      10.7     172.0    0.1302      11.0      16.5
      4150     242.0       2.5     170.0   -0.2604       7.0      13.5
      4150     242.0       2.2     -23.0   -0.1302       6.0      13.5
      4150     247.0       7.3     216.5   -0.5208      14.0      21.0
      4150     247.0       8.1     231.1   -0.3906      15.0      21.0
      4150     247.0      15.3      51.4   -0.2604      12.0      13.5
      4150     247.0       3.3      63.8   -0.1302      12.0      16.5
      4150     247.0      10.4     320.5    0.1302       1.0      13.5
      4150     247.0       7.6      65.6    0.3906       5.0      16.5
      4150     247.0       6.7      86.4    0.5208       4.0      15.0
      4150     250.0       7.0     217.1   -0.7812       3.0      15.0
      4150     250.0       5.5     204.7   -0.6510      11.0      16.5
      4150     250.0       9.7     226.8   -0.5208       9.0      19.5
      4150     250.0      10.1     169.8   -0.3906       9.0      28.5
      4150     250.0       3.8     179.8   -0.2604      11.0      30.0
      4150     250.0      18.3     118.3   -0.1302      15.0      22.5
      4150     250.0       4.6      81.0    0.1302      10.0      34.5
      4150     250.0       6.7     293.1    0.2604       4.0      19.5
      4150     250.0       4.9      37.5    0.3906       7.0      28.5
      4150     250.0      15.8      96.0    0.5208       9.0      24.0
      4150     250.0      14.5      74.4    0.6510       6.0      22.5
      4150     252.0      11.4     204.0   -0.7812       9.0      22.5
      4150     252.0       7.8     218.6   -0.6510      16.0      25.5
      4150     252.0       6.0     213.3   -0.5208      14.0      25.5
      4150     252.0       6.4     170.2   -0.3906      13.0      31.5
      4150     252.0       1.3     247.0   -0.2604      13.0      36.0
      4150     252.0       1.4     180.2   -0.1302      15.0      36.0
      4150     252.0       7.0      80.7    0.1302      11.0      36.0
      4150     252.0       8.7       3.6    0.2604      13.0      34.5
      4150     252.0       7.2      11.5    0.3906      12.0      34.5
      4150     252.0      10.7     329.0    0.5208       6.0      24.0
      4150     252.0      11.2      78.5    0.6510      31.0      18.0
      4150     255.0      22.4     212.6   -0.6510      18.0      19.5
      4150     255.0      13.6     216.6   -0.5208      24.0      25.5
      4150     255.0      11.7     214.3   -0.3906      23.0      27.0
      4150     255.0       5.2     245.0   -0.2604       9.0      21.0
      4150     255.0      12.9     332.0   -0.1302      18.0      24.0
      4150     255.0      16.1      10.7    0.1302       3.0      33.0
      4150     255.0      12.3      12.1    0.2604      15.0      34.5
      4150     255.0       9.1      27.8    0.3906      25.0      30.0
      4150     255.0      10.6      71.0    0.5208      25.0      16.5
      4150     257.0      11.6     170.8   -0.6510       2.0      22.5
      4150     257.0      10.1     196.8   -0.5208      13.0      25.5
      4150     257.0       9.4     205.2   -0.3906      19.0      24.0
      4150     257.0      11.7     197.5   -0.2604      45.0      24.0
      4150     257.0      15.8     195.8   -0.1302      59.0      24.0
      4150     257.0      26.8      49.6    0.3906      36.0      13.5
      4150     257.0      39.0      30.3    0.5208      31.0      16.5
      4150     260.0      16.2     128.1   -0.6510       4.0      16.5
      4150     260.0      19.3     116.3   -0.5208       2.0      22.5
      4150     260.0      19.4     115.9   -0.3906       4.0      22.5
      4150     260.0      14.4     125.8   -0.2604       3.0      18.0
      4200     247.0       8.5     212.6   -0.6510      13.0      16.5
      4200     247.0      11.7     201.4   -0.5208      14.0      19.5
      4200     247.0      14.1     193.4   -0.3906      13.0      15.0
      4200     247.0       9.2     202.0   -0.2604       6.0      16.5
      4200     247.0       3.7     174.5   -0.1302       1.0      16.5
      4200     250.0       8.6     202.0   -0.7812      14.0      16.5
      4200     250.0       7.0     209.5   -0.6510      12.0      25.5
      4200     250.0       8.2     194.7   -0.5208      12.0      30.0
      4200     250.0       8.3     195.7   -0.3906      12.0      30.0
      4200     250.0      10.4     207.1   -0.2604       5.0      22.5
      4200     250.0       3.3      70.2   -0.1302      11.0      27.0
      4200     250.0       4.5     102.0    0.1302      14.0      28.5
      4200     250.0       4.9      29.7    0.2604      15.0      18.0
      4200     250.0       8.1      97.1    0.3906      16.0      25.5
      4200     250.0      21.4      96.5    0.5208      19.0      22.5
      4200     250.0      20.9      80.0    0.6510       4.0      15.0
      4200     250.0       5.3       6.3    0.7813       5.0      13.5
      4200     252.0       2.5     174.1   -1.1719      28.0      13.5
      4200     252.0       3.5     182.2   -1.0417      28.0      12.0
      4200     252.0       5.0     150.7   -0.9115      21.0      12.0
      4200     252.0       9.9     216.6   -0.7812      16.0      22.5
      4200     252.0      10.7     216.9   -0.6510      16.0      24.0
      4200     252.0       6.3     206.8   -0.5208      12.0      31.5
      4200     252.0       5.5     204.7   -0.3906      12.0      37.5
      4200     252.0       5.2     138.6   -0.2604      13.0      30.0
      4200     252.0       4.2     122.6   -0.1302      12.0      40.5
      4200     252.0       6.5     107.4    0.1302      12.0      37.5
      4200     252.0       5.7      12.8    0.2604      18.0      30.0
      4200     252.0       7.1      35.8    0.3906       8.0      33.0
      4200     252.0      14.5      69.9    0.5208       4.0      27.0
      4200     252.0      17.8     126.7    0.6510      21.0      16.5
      4200     252.0      11.2      79.4    0.7813      15.0      16.5
      4200     252.0      25.5      64.4    0.9115      10.0      15.0
      4200     255.0      18.3     229.1   -0.7812      39.0      15.0
      4200     255.0      11.5     219.2   -0.6510      24.0      21.0
      4200     255.0      32.1     308.9   -0.5208       2.0      19.5
      4200     255.0       5.7     176.0   -0.3906      24.0      31.5
      4200     255.0       5.2     196.3   -0.2604      28.0      28.5
      4200     255.0       9.0     122.0   -0.1302      25.0      31.5
      4200     255.0       5.4      15.1    0.1302      21.0      30.0
      4200     255.0      22.5     248.9    0.2604      37.0      22.5
      4200     255.0      16.2      49.6    0.3906       5.0      33.0
      4200     255.0      18.7      45.8    0.5208      16.0      30.0
      4200     257.0      15.9     161.0   -0.9115       7.0      15.0
      4200     257.0      16.2     155.0   -0.7812      13.0      16.5
      4200     257.0      12.3     190.9   -0.6510      19.0      21.0
      4200     257.0      14.9     193.9   -0.5208       5.0      22.5
      4200     257.0      19.6     193.4   -0.3906      23.0      21.0
      4200     257.0      34.6     281.9    0.1302      48.0      25.5
      4200     257.0      38.0     267.8    0.2604      61.0      24.0
      4200     260.0      14.2     190.3   -0.6510      23.0      15.0
      4200     260.0      13.0     147.1   -0.5208      20.0      22.5
      4200     260.0      12.1     129.7   -0.3906      13.0      24.0
      4200     260.0      14.6     132.1   -0.2604       1.0      21.0
      4250     250.0       6.9     212.9   -0.7812      14.0      21.0
      4250     250.0       8.9     213.0   -0.6510      16.0      21.0
      4250     250.0       8.5     212.6   -0.5208      12.0      25.5
      4250     250.0       7.8     212.6   -0.3906      10.0      28.5
      4250     250.0      10.0     192.2   -0.2604       5.0      19.5
      4250     250.0       2.7     289.3   -0.1302       6.0      18.0
      4250     250.0      13.6     250.1    0.1302      11.0      15.0
      4250     252.0       4.6     197.1   -1.4323      12.0      16.5
      4250     252.0       3.5     204.1   -1.3021       9.0      18.0
      4250     252.0       2.4     189.5   -1.0417       4.0      18.0
      4250     252.0       3.0     171.0   -0.9115       4.0      18.0
      4250     252.0       4.0     187.1   -0.7812       8.0      22.5
      4250     252.0       2.7     199.3   -0.6510      12.0      24.0
      4250     252.0       6.8     202.0   -0.5208      13.0      33.0
      4250     252.0       6.9     200.9   -0.3906      14.0      33.0
      4250     252.0       9.5     243.6   -0.2604       4.0      21.0
      4250     252.0       6.3     128.9   -0.1302      22.0      27.0
      4250     252.0       5.8     306.4    0.2604       9.0      24.0
      4250     252.0      17.6      89.5    0.3906      15.0      27.0
      4250     252.0      14.7      59.0    0.5208       2.0      25.5
      4250     252.0       1.8     292.0    0.7813       2.0      18.0
      4250     252.0       6.1     252.2    0.9115       4.0      18.0
      4250     252.0       6.0     230.8    1.0417      10.0      18.0
      4250     252.0       3.0     160.6    1.1719       4.0      16.5
      4250     255.0       5.9      54.3   -1.5625       0.0      15.0
      4250     255.0       6.9      60.8   -1.4323       1.0      16.5
      4250     255.0      16.4     235.8   -0.6510      27.0      22.5
      4250     255.0      16.9     251.5   -0.5208      31.0      27.0
      4250     255.0      28.8     140.7   -0.2604      20.0      22.5
      4250     255.0       6.1     333.5   -0.1302      29.0      28.5
      4250     255.0      14.4      47.4    0.1302      24.0      28.5
      4250     255.0      11.5      44.2    0.2604      31.0      30.0
      4250     255.0      10.2      42.3    0.3906       3.0      34.5
      4250     255.0      14.3      34.8    0.5208       8.0      31.5
      4250     255.0      29.1      39.4    0.6510      22.0      21.0
      4250     255.0       8.9      33.0    0.9115       2.0      19.5
      4250     255.0       9.5      40.4    1.0417       2.0      16.5
      4250     255.0      11.1      57.4    1.1719       3.0      15.0
      4250     255.0       8.0      45.2    1.3021       3.0      19.5
      4250     255.0       8.3      39.3    1.5625       1.0      16.5
      4250     255.0       8.4      59.4    1.6927       4.0      16.5
      4250     255.0       8.0      48.2    1.8229      10.0      16.5
      4250     257.0      27.3     223.9   -0.9115      21.0      16.5
      4250     257.0      17.9     226.9   -0.7812      22.0      19.5
      4250     257.0      20.3     221.2   -0.6510      10.0      24.0
      4250     257.0      15.0     225.2   -0.5208      15.0      27.0
      4250     257.0      17.9     137.4   -0.3906      20.0      22.5
      4250     257.0      21.3      11.5    0.2604     107.0      22.5
      4250     257.0      25.1      -5.4    0.3906      64.0      22.5
      4250     260.0      27.6     106.1   -0.9115       2.0      15.0
      4250     260.0      19.9     117.0   -0.7812       5.0      16.5
      4250     260.0      15.5     194.7   -0.6510       6.0      15.0
      4250     260.0      13.6     137.1   -0.5208      17.0      19.5
      4250     260.0      17.1     107.1   -0.3906      10.0      25.5
      4250     260.0      21.2      89.5   -0.2604      14.0      22.5
      4000     237.0       4.5     168.8   -0.7812       7.0      12.0
      4000     237.0       9.5     194.1   -0.6510       8.0      13.5
      4000     237.0       9.9     148.4   -0.5208       8.0      13.5
      4000     237.0       7.0     318.6    0.1302      13.0      19.5
      4000     237.0       5.0     -18.8    0.2604      14.0      16.5
      4000     237.0       7.2      69.9    0.3906      18.0      13.5
      4000     240.0       7.3     129.8   -0.6510       9.0      13.5
      4000     240.0       4.3     149.6   -0.5208      13.0      16.5
      4000     240.0       1.7     206.4   -0.3906      26.0      12.0
      4000     240.0       3.9      75.1   -0.2604       6.0      13.5
      4000     240.0       1.1     278.0   -0.1302      13.0      19.5
      4000     240.0       3.8     320.3    0.1302       9.0      22.5
      4000     240.0       7.7      -3.2    0.2604       9.0      21.0
      4000     240.0       9.3      35.8    0.3906      12.0      16.5
      4000     242.0       7.4     224.9   -0.7812       6.0      13.5
      4000     242.0       7.6     202.0   -0.6510       9.0      22.5
      4000     242.0       7.0     189.0   -0.5208       8.0      22.5
      4000     242.0       3.2     147.0   -0.3906       2.0      13.5
      4000     242.0       9.6     119.0   -0.2604       8.0      15.0
      4000     242.0      10.8     153.1   -0.1302       8.0      15.0
      4000     242.0       8.7     333.4    0.1302      13.0      18.0
      4000     242.0       5.5     -19.2    0.2604       8.0      16.5
      4000     242.0       8.4      93.0    0.3906      18.0      16.5
      4000     242.0      10.4      95.9    0.5208      14.0      13.5
      4000     245.0       8.4     202.0   -0.7812      13.0      31.5
      4000     245.0       7.7     197.2   -0.6510      12.0      36.0
      4000     245.0       6.8     214.2   -0.5208      10.0      33.0
      4000     245.0       6.3     255.4   -0.3906      12.0      27.0
      4000     245.0      10.5     122.8   -0.2604      12.0      33.0
      4000     245.0      10.1     115.7   -0.1302      13.0      34.5
      4000     245.0       5.9     312.9    0.1302       1.0      27.0
      4000     245.0      17.7     319.1    0.2604      15.0      19.5
      4000     245.0      12.5      93.6    0.3906      13.0      27.0
      4000     245.0      16.7      90.7    0.5208      14.0      22.5
      4000     247.0       7.5     205.0   -1.0417      15.0      15.0
      4000     247.0       6.8     199.8   -0.9115      12.0      25.5
      4000     247.0       9.9     214.2   -0.7812      12.0      36.0
      4000     247.0       6.9     200.9   -0.6510      12.0      45.0
      4000     247.0       5.6     184.4   -0.5208      13.0      45.0
      4000     247.0       7.3     216.5   -0.3906      14.0      36.0
      4000     247.0      11.4     112.7   -0.2604      13.0      40.5
      4000     247.0       2.6      88.0   -0.1302      15.0      43.5
      4000     247.0       7.4     324.0    0.1302      13.0      49.5
      4000     247.0       5.1       7.3    0.2604      11.0      48.0
      4000     247.0       6.3      51.8    0.3906      14.0      45.0
      4000     247.0       7.2      67.0    0.5208      14.0      33.0
      4000     247.0      12.3      73.9    0.6510      13.0      24.0
      4000     247.0      11.9      71.5    0.7813      15.0      19.5
      4000     250.0       6.1     150.1   -1.1719      11.0      12.0
      4000     250.0      13.3     174.9   -1.0417      15.0      16.5
      4000     250.0       9.5     175.1   -0.9115      13.0      19.5
      4000     250.0      11.2     128.3   -0.7812      12.0      33.0
      4000     250.0       7.3     146.8   -0.6510      11.0      42.0
      4000     250.0       6.5     155.4   -0.5208      12.0      45.0
      4000     250.0       5.7     204.6   -0.3906      15.0      39.0
      4000     250.0       4.2      38.2   -0.2604      11.0      42.0
      4000     250.0       2.5     301.0   -0.1302      14.0      49.5
      4000     250.0       5.5     333.2    0.1302      10.0      52.5
      4000     250.0       7.7       1.1    0.2604      10.0      54.0
      4000     250.0       7.5      25.0    0.3906      12.0      48.0
      4000     250.0       8.5      35.4    0.5208      12.0      37.5
      4000     250.0      11.2      38.3    0.6510      11.0      28.5
      4000     250.0       9.2      34.3    0.7813      12.0      25.5
      4000     250.0       4.9     -10.0    0.9115       3.0      12.0
      4000     252.0      12.1     159.7   -1.1719       7.0      12.0
      4000     252.0      16.5     147.2   -0.9115      17.0      31.5
      4000     252.0      14.2     153.2   -0.7812      12.0      37.5
      4000     252.0      12.0     176.0   -0.6510      12.0      33.0
      4000     252.0      19.7     113.6   -0.5208      16.0      33.0
      4000     252.0      13.5     117.6   -0.3906      13.0      34.5
      4000     252.0      11.6     101.0   -0.2604      10.0      31.5
      4000     252.0      17.1     183.0   -0.1302      11.0      28.5
      4000     252.0       9.9     -10.0    0.1302      11.0      42.0
      4000     252.0      11.8      -9.4    0.2604       9.0      42.0
      4000     252.0      10.6      -0.4    0.3906       6.0      31.5
      4000     252.0       5.4      44.8    0.5208      14.0      27.0
      4000     252.0       8.0     -13.7    0.6510      14.0      22.5
      4000     252.0       7.6      14.2    0.7813      11.0      19.5
      4000     255.0      12.4     155.3   -1.3021       9.0      12.0
      4000     255.0      16.5     147.2   -1.1719      10.0      18.0
      4000     255.0      19.9     158.1   -1.0417      20.0      19.5
      4000     255.0      16.8     154.5   -0.9115      18.0      33.0
      4000     255.0      14.2     163.8   -0.7812      16.0      36.0
      4000     255.0      11.4     181.1   -0.6510      12.0      33.0
      4000     255.0      22.6     104.5   -0.5208      11.0      27.0
      4000     255.0      16.7     123.0   -0.3906      12.0      28.5
      4000     255.0       7.5     129.2   -0.2604       3.0      22.5
      4000     255.0      13.2     -20.6   -0.1302      25.0      16.5
      4000     255.0      18.8      52.0    0.2604      14.0      19.5
      4000     255.0      12.7      72.1    0.3906      19.0      21.0
      4000     255.0       8.6      80.7    0.5208      23.0      19.5
      4000     255.0       8.1      63.1    0.6510      25.0      16.5
      4050     245.0      14.2     210.0   -0.9115      10.0      16.5
      4050     245.0      11.4     204.0   -0.7812      13.0      27.0
      4050     245.0       9.3     206.0   -0.6510      11.0      34.5
      4050     245.0       9.2     208.5   -0.5208      11.0      33.0
      4050     245.0       8.6     224.3   -0.3906      10.0      21.0
      4050     245.0      12.7     252.1   -0.2604       6.0      22.5
      4050     245.0       4.0     113.9   -0.1302      10.0      19.5
      4050     245.0      16.0     104.4    0.1302       7.0      15.0
      4050     245.0      31.7     108.3    0.2604      13.0      13.5
      4050     245.0      20.3      94.0    0.3906      12.0      19.5
      4050     245.0      17.7      98.2    0.5208      14.0      18.0
      4050     247.0       2.8     -23.0   -1.1719      29.0      12.0
      4050     247.0       9.3     226.1   -1.0417      17.0      13.5
      4050     247.0       8.0     188.9   -0.9115      10.0      25.5
      4050     247.0       8.9     185.7   -0.7812      11.0      37.5
      4050     247.0       6.6     180.0   -0.6510      12.0      45.0
      4050     247.0       5.9     186.8   -0.5208      11.0      42.0
      4050     247.0      14.6     142.3   -0.3906       7.0      28.5
      4050     247.0       8.0     131.0   -0.2604      13.0      39.0
      4050     247.0       1.4      90.2   -0.1302      11.0      46.5
      4050     247.0       4.4     332.2    0.1302      10.0      45.0
      4050     247.0       5.9      59.9    0.2604      12.0      37.5
      4050     247.0       5.7      24.6    0.3906      14.0      36.0
      4050     247.0      15.0      99.3    0.6510      17.0      18.0
      4050     250.0       9.7     136.8   -0.9115       7.0      18.0
      4050     250.0       7.3     167.2   -0.7812      11.0      39.0
      4050     250.0       7.2     157.0   -0.6510      11.0      48.0
      4050     250.0       6.9     152.4   -0.5208      10.0      48.0
      4050     250.0       7.5     139.9   -0.3906       9.0      42.0
      4050     250.0       2.5     139.9   -0.2604      10.0      39.0
      4050     250.0       4.5     325.2   -0.1302      10.0      54.0
      4050     250.0       6.3     -17.9    0.1302      11.0      57.0
      4050     250.0      11.3     333.3    0.2604       8.0      49.5
      4050     250.0       9.0      81.3    0.3906      14.0      45.0
      4050     250.0       8.8      56.2    0.5208      13.0      37.5
      4050     250.0      12.3      72.2    0.6510      17.0      33.0
      4050     250.0      17.2      75.1    0.7813      20.0      25.5
      4050     252.0      20.0     217.8   -1.0417      15.0      16.5
      4050     252.0      16.8     114.3   -0.9115       0.0      25.5
      4050     252.0      15.9     125.9   -0.7812      11.0      34.5
      4050     252.0      14.2     122.7   -0.6510      12.0      37.5
      4050     252.0      11.1     125.7   -0.5208      10.0      36.0
      4050     252.0      11.7      96.4   -0.3906       8.0      33.0
      4050     252.0       7.3      17.9   -0.2604       9.0      33.0
      4050     252.0       9.1     -18.3   -0.1302      11.0      43.5
      4050     252.0       8.0      -1.2    0.1302      12.0      46.5
      4050     252.0      11.0       6.2    0.2604      11.0      40.5
      4050     252.0      10.9      17.2    0.3906      16.0      28.5
      4050     252.0      21.8      86.7    0.5208      18.0      21.0
      4050     252.0      15.8      84.2    0.6510      24.0      25.5
      4050     252.0      17.5      78.1    0.7813      24.0      19.5
      4050     255.0      20.0     213.9   -1.0417      21.0      22.5
      4050     255.0      20.2     226.9   -0.9115      30.0      28.5
      4050     255.0      29.8     231.3   -0.7812      42.0      30.0
      4050     255.0      28.1      92.9   -0.6510       6.0      27.0
