2012.06.16 (168) 09:52:41.000
Station name: Zhong Shan
URSI code: ZS36R
Ionosonde model: DPS-4D
  Freq  Range Pol MPA Amp Doppler    Az    Zn  PGH
 1.750  110.0  90  30  54   0.781   0.0   0.0  109
 1.750  112.5  90  30  51   0.781   0.0   0.0  110
 1.750  115.0  90  30  45   0.781   0.0   0.0  114
 1.750  110.0 -90  30  51   0.781  30.0  30.0  109
 1.750  112.5 -90  30  51   0.781  30.0  30.0  110
 1.750  115.0 -90  30  39  -0.781  30.0  30.0  111
 2.050  110.0  90  30  42  -0.781   0.0   0.0  110
 2.050  112.5  90  30  54   0.781   0.0   0.0  111
 2.050  115.0  90  30  48   0.781   0.0   0.0  112
 2.050  187.5  90  30  39   2.344   0.0   0.0  181
 2.050  110.0 -90  30  39  -0.781  30.0  30.0  110
 2.050  112.5 -90  30  51   0.781  30.0  30.0  111
 2.050  115.0 -90  30  45  -0.781 210.0  30.0  112
 2.050  122.5 -90  30  39  -0.781  30.0  30.0  121
 2.050  155.0 -90  30  39   0.781  90.0  30.0  154
 2.050  187.5 -90  30  39   2.344  30.0  30.0  182
 2.150  162.5  90  27  36   0.781 150.0  30.0  161
 2.150  170.0  90  27  39   0.781   0.0   0.0  168
 2.150  177.5  90  27  36  -0.781   0.0   0.0  177
 2.150  180.0  90  27  36   0.781   0.0   0.0  179
 2.150  182.5  90  27  36   0.781   0.0   0.0  182
 2.150  187.5  90  27  39   0.781 150.0  30.0  186
 2.150  170.0 -90  27  39   0.781  90.0  30.0  168
 2.150  175.0 -90  27  36   0.781 150.0  30.0  171
 2.150  177.5 -90  27  36  -0.781  30.0  30.0  175
 2.150  180.0 -90  27  39   0.781  30.0  30.0  179
 2.150  182.5 -90  27  36   0.781 150.0  30.0  176
 2.200  157.5  90  33  45   0.781   0.0   0.0  156
 2.200  160.0  90  33  48   0.781   0.0   0.0  158
 2.200  162.5  90  33  45   0.781   0.0   0.0  160
 2.200  170.0  90  33  42   0.781   0.0   0.0  167
 2.200  172.5  90  33  42   0.781   0.0   0.0  169
 2.200  175.0  90  33  45   0.781   0.0   0.0  174
 2.200  157.5 -90  30  45   0.781  90.0  30.0  156
 2.200  160.0 -90  30  48   0.781  90.0  30.0  158
 2.200  162.5 -90  30  45   0.781  90.0  30.0  161
 2.200  165.0 -90  30  39   0.781 150.0  30.0  163
 2.200  170.0 -90  30  39   0.781  30.0  30.0  168
 2.200  172.5 -90  30  45   0.781  30.0  30.0  172
 2.200  175.0 -90  30  45   0.781  30.0  30.0  173
 2.200  185.0 -90  30  39   0.781 150.0  30.0  184
 2.200  187.5 -90  30  39   0.781  90.0  30.0  186
 2.200  190.0 -90  30  39   0.781  90.0  30.0  186
 2.250  155.0  90  30  42  -0.781 210.0  30.0  153
 2.250  160.0  90  30  42   0.781   0.0   0.0  158
 2.250  162.5  90  30  39  -0.781 150.0  30.0  162
 2.250  165.0  90  30  45   0.781   0.0   0.0  164
 2.250  167.5  90  30  39   0.781 270.0  30.0  170
 2.250  170.0  90  30  51   0.781   0.0   0.0  169
 2.250  172.5  90  30  45   0.781   0.0   0.0  169
 2.250  175.0  90  30  42   0.781   0.0   0.0  173
 2.250  177.5  90  30  39   0.781 270.0  30.0  177
 2.250  180.0  90  30  42   0.781   0.0   0.0  178
 2.250  182.5  90  30  45   0.781   0.0   0.0  181
 2.250  185.0  90  30  42   0.781   0.0   0.0  182
 2.250  192.5  90  30  39   0.781   0.0   0.0  190
 2.250  197.5  90  30  42   0.781   0.0   0.0  196
 2.250  155.0 -90  30  39  -0.781 150.0  30.0  155
 2.250  157.5 -90  30  39   0.781 330.0  30.0  167
 2.250  160.0 -90  30  39  -0.781 150.0  30.0  158
 2.250  162.5 -90  30  39  -0.781  90.0  30.0  160
 2.250  165.0 -90  30  42   0.781  90.0  30.0  164
 2.250  170.0 -90  30  51   0.781  90.0  30.0  168
 2.250  172.5 -90  30  45   0.781  90.0  30.0  170
 2.250  175.0 -90  30  39   0.781 150.0  30.0  173
 2.250  177.5 -90  30  39   0.781  30.0  30.0  177
 2.250  180.0 -90  30  42   0.781 150.0  30.0  178
 2.250  182.5 -90  30  45   0.781  90.0  30.0  181
 2.250  185.0 -90  30  42   0.781  90.0  30.0  181
 2.250  192.5 -90  30  39   0.781  90.0  30.0  191
 2.250  200.0 -90  30  39   0.781  90.0  30.0  196
 2.300  165.0  90  30  39  -0.781 150.0  30.0  166
 2.300  167.5  90  30  45   0.781   0.0   0.0  166
 2.300  172.5  90  30  45   0.781   0.0   0.0  169
 2.300  177.5  90  30  48   0.781   0.0   0.0  176
 2.300  180.0  90  30  48   0.781 330.0  30.0  178
 2.300  182.5  90  30  48   0.781   0.0   0.0  182
 2.300  185.0  90  30  39   0.781  30.0  30.0  180
 2.300  187.5  90  30  42   0.781   0.0   0.0  184
 2.300  192.5  90  30  42   0.781   0.0   0.0  192
 2.300  195.0  90  30  48   0.781   0.0   0.0  194
 2.300  197.5  90  30  39   0.781   0.0   0.0  197
 2.300  200.0  90  30  39  -0.781 270.0  30.0  199
 2.300  202.5  90  30  39   0.781   0.0   0.0  198
 2.300  205.0  90  30  39   0.781 330.0  30.0  203
 2.300  207.5  90  30  39  -0.781  30.0  30.0  206
 2.300  162.5 -90  30  39   0.781   0.0   0.0  161
 2.300  167.5 -90  30  42   0.781  30.0  30.0  166
 2.300  172.5 -90  30  45   0.781  90.0  30.0  170
 2.300  175.0 -90  30  39   0.781  30.0  30.0  174
 2.300  177.5 -90  30  45   0.781  90.0  30.0  176
 2.300  180.0 -90  30  45   0.781  90.0  30.0  178
 2.300  182.5 -90  30  48   0.781  90.0  30.0  181
 2.300  185.0 -90  30  42   0.781  30.0  30.0  181
 2.300  187.5 -90  30  39   0.781  30.0  30.0  186
 2.300  192.5 -90  30  39   0.781  90.0  30.0  195
 2.300  195.0 -90  30  42   0.781  30.0  30.0  194
 2.300  197.5 -90  30  39   0.781  90.0  30.0  198
 2.300  200.0 -90  30  39   0.781  90.0  30.0  198
 2.300  207.5 -90  30  39   0.781 150.0  30.0  206
 2.350  162.5  90  30  39  -0.781   0.0   0.0  162
 2.350  165.0  90  30  39  -0.781   0.0   0.0  160
 2.350  167.5  90  30  48   0.781   0.0   0.0  165
 2.350  170.0  90  30  51   0.781   0.0   0.0  168
 2.350  172.5  90  30  42   0.781 330.0  30.0  169
 2.350  175.0  90  30  45  -0.781   0.0   0.0  173
 2.350  177.5  90  30  39   0.781 270.0  30.0  174
 2.350  182.5  90  30  45   0.781   0.0   0.0  179
 2.350  185.0  90  30  39  -0.781 210.0  30.0  182
 2.350  187.5  90  30  45   0.781   0.0   0.0  186
 2.350  190.0  90  30  48   0.781   0.0   0.0  188
 2.350  192.5  90  30  42   0.781 210.0  30.0  190
 2.350  195.0  90  30  45   0.781   0.0   0.0  193
 2.350  197.5  90  30  42  -0.781   0.0   0.0  194
 2.350  200.0  90  30  45   0.781   0.0   0.0  197
 2.350  202.5  90  30  42   0.781   0.0   0.0  197
 2.350  207.5  90  30  39   0.781   0.0   0.0  206
 2.350  210.0  90  30  45   0.781   0.0   0.0  208
 2.350  212.5  90  30  42   0.781   0.0   0.0  211
 2.350  215.0  90  30  39  -0.781   0.0   0.0  213
 2.350  162.5 -90  27  39   0.781  30.0  30.0  161
 2.350  165.0 -90  27  39   0.781  90.0  30.0  162
 2.350  167.5 -90  27  45   0.781  30.0  30.0  166
 2.350  170.0 -90  27  45   0.781  30.0  30.0  167
 2.350  172.5 -90  27  39   0.781 150.0  30.0  169
 2.350  175.0 -90  27  39   0.781 150.0  30.0  174
 2.350  177.5 -90  27  39   0.781  90.0  30.0  175
 2.350  180.0 -90  27  39   0.781  30.0  30.0  177
 2.350  182.5 -90  27  39   0.781 150.0  30.0  181
 2.350  185.0 -90  27  36   0.781 330.0  30.0  182
 2.350  187.5 -90  27  39   0.781 150.0  30.0  186
 2.350  190.0 -90  27  42   0.781  90.0  30.0  189
 2.350  195.0 -90  27  42   0.781  90.0  30.0  194
 2.350  197.5 -90  27  39   0.781 210.0  30.0  194
 2.350  200.0 -90  27  45   0.781 150.0  30.0  197
 2.350  202.5 -90  27  42   0.781  90.0  30.0  197
 2.350  207.5 -90  27  39   0.781  90.0  30.0  207
 2.350  210.0 -90  27  45   0.781  90.0  30.0  207
 2.350  212.5 -90  27  42  -0.781  90.0  30.0  212
 2.350  215.0 -90  27  42  -0.781  90.0  30.0  213
 2.350  217.5 -90  27  36  -0.781  90.0  30.0  214
 2.350  222.5 -90  27  36   0.781  30.0  30.0  220
 2.350 1095.0 -90  27  36  -3.906  90.0  30.0 1108
 2.400  157.5  90  30  42   0.781 330.0  30.0  156
 2.400  160.0  90  30  48   0.781   0.0   0.0  159
 2.400  165.0  90  30  51   0.781 330.0  30.0  162
 2.400  167.5  90  30  48   0.781   0.0   0.0  166
 2.400  170.0  90  30  39  -0.781  30.0  30.0  169
 2.400  172.5  90  30  51   0.781   0.0   0.0  171
 2.400  175.0  90  30  42   0.781  30.0  30.0  173
 2.400  177.5  90  30  42   0.781 210.0  30.0  176
 2.400  180.0  90  30  45   0.781   0.0   0.0  177
 2.400  182.5  90  30  51   0.781   0.0   0.0  181
 2.400  185.0  90  30  48   0.781   0.0   0.0  183
 2.400  187.5  90  30  45   0.781   0.0   0.0  186
 2.400  190.0  90  30  45   0.781   0.0   0.0  188
 2.400  192.5  90  30  45   0.781   0.0   0.0  190
 2.400  195.0  90  30  42   0.781   0.0   0.0  191
 2.400  197.5  90  30  39   0.781   0.0   0.0  197
 2.400  200.0  90  30  42   0.781   0.0   0.0  198
 2.400  207.5  90  30  39   0.781   0.0   0.0  203
 2.400  210.0  90  30  42   0.781   0.0   0.0  206
 2.400  212.5  90  30  42   0.781   0.0   0.0  211
 2.400  235.0  90  30  39   0.781   0.0   0.0  232
 2.400  237.5  90  30  39   0.781   0.0   0.0  236
 2.400  240.0  90  30  39   0.781   0.0   0.0  239
 2.400  242.5  90  30  39   0.781   0.0   0.0  241
 2.400  267.5  90  30  39   0.781   0.0   0.0  264
 2.400  157.5 -90  30  39   0.781 150.0  30.0  157
 2.400  160.0 -90  30  45   0.781  30.0  30.0  159
 2.400  165.0 -90  30  48   0.781  30.0  30.0  163
 2.400  167.5 -90  30  45   0.781  30.0  30.0  165
 2.400  172.5 -90  30  45   0.781  30.0  30.0  171
 2.400  175.0 -90  30  39   0.781 330.0  30.0  189
 2.400  180.0 -90  30  39   0.781  90.0  30.0  179
 2.400  182.5 -90  30  45   0.781  90.0  30.0  182
 2.400  185.0 -90  30  42   0.781 150.0  30.0  184
 2.400  187.5 -90  30  42   0.781 150.0  30.0  185
 2.400  190.0 -90  30  42   0.781  30.0  30.0  187
 2.400  192.5 -90  30  42   0.781  90.0  30.0  191
 2.400  195.0 -90  30  39   0.781  90.0  30.0  193
 2.400  212.5 -90  30  39   0.781  30.0  30.0  209
 2.400  237.5 -90  30  39   0.781  30.0  30.0  238
 2.400  242.5 -90  30  39   0.781  90.0  30.0  243
 2.450  155.0  90  30  54   0.781 330.0  30.0  146
 2.450  157.5  90  30  57   0.781   0.0   0.0  145
 2.450  160.0  90  30  51   0.781   0.0   0.0  149
 2.450  162.5  90  30  63   0.781   0.0   0.0  154
 2.450  165.0  90  30  57   0.781   0.0   0.0  155
 2.450  167.5  90  30  57   0.781   0.0   0.0  159
 2.450  170.0  90  30  54   0.781   0.0   0.0  159
 2.450  172.5  90  30  54   0.781   0.0   0.0  163
 2.450  175.0  90  30  57   0.781   0.0   0.0  165
 2.450  177.5  90  30  54   0.781   0.0   0.0  166
 2.450  180.0  90  30  51   0.781   0.0   0.0  170
 2.450  182.5  90  30  51   0.781   0.0   0.0  175
 2.450  185.0  90  30  48   0.781   0.0   0.0  177
 2.450  187.5  90  30  51  -0.781   0.0   0.0  180
 2.450  190.0  90  30  48   0.781 150.0  30.0  177
 2.450  192.5  90  30  51   0.781   0.0   0.0  183
 2.450  195.0  90  30  48   0.781   0.0   0.0  186
 2.450  202.5  90  30  51   0.781   0.0   0.0  194
 2.450  230.0  90  30  48   0.781   0.0   0.0  221
 2.450  240.0  90  30  48   0.781   0.0   0.0  231
 2.450  242.5  90  30  54   0.781   0.0   0.0  231
 2.450  245.0  90  30  45   0.781   0.0   0.0  235
 2.450  247.5  90  30  48   0.781   0.0   0.0  240
 2.450  250.0  90  30  42   0.781   0.0   0.0  246
 2.450  252.5  90  30  48   0.781   0.0   0.0  240
 2.450  255.0  90  30  51   0.781   0.0   0.0  246
 2.450  257.5  90  30  48   0.781   0.0   0.0  247
 2.450  260.0  90  30  45   0.781   0.0   0.0  249
 2.450  265.0  90  30  42   0.781   0.0   0.0  255
 2.450  267.5  90  30  42   0.781   0.0   0.0  259
 2.450  270.0  90  30  39   0.781 150.0  30.0  261
 2.450  272.5  90  30  39   0.781   0.0   0.0  261
 2.450  277.5  90  30  42   0.781   0.0   0.0  267
 2.450  285.0  90  30  39   0.781   0.0   0.0  276
 2.450  290.0  90  30  39   0.781   0.0   0.0  282
 2.450  302.5  90  30  42   0.781   0.0   0.0  293
 2.450  315.0  90  30  42   0.781   0.0   0.0  312
 2.450  317.5  90  30  42   0.781 330.0  30.0  311
 2.450  320.0  90  30  39   0.781   0.0   0.0  311
 2.450  325.0  90  30  42   0.781   0.0   0.0  312
 2.450  345.0  90  30  39   0.781   0.0   0.0  356
 2.450  155.0 -90  27  36   0.781  30.0  30.0  147
 2.450  157.5 -90  27  39   0.781  90.0  30.0  147
 2.450  162.5 -90  27  45   0.781  30.0  30.0  155
 2.450  165.0 -90  27  39   0.781  30.0  30.0  153
 2.450  175.0 -90  27  36   0.781  90.0  30.0  166
 2.500  155.0  90  30  48   0.781   0.0   0.0  152
 2.500  157.5  90  30  45   0.781 330.0  30.0  155
 2.500  160.0  90  30  45   0.781   0.0   0.0  156
 2.500  162.5  90  30  39  -0.781  30.0  30.0  162
 2.500  165.0  90  30  48   0.781   0.0   0.0  164
 2.500  167.5  90  30  42  -0.781 330.0  30.0  165
 2.500  170.0  90  30  48   0.781   0.0   0.0  168
 2.500  172.5  90  30  42   0.781   0.0   0.0  169
 2.500  240.0  90  30  45   0.781   0.0   0.0  238
 2.500  242.5  90  30  39   0.781   0.0   0.0  239
 2.500  255.0  90  30  39   0.781   0.0   0.0  254
 2.500  260.0  90  30  42   0.781   0.0   0.0  256
 2.500  152.5 -90  30  39   0.781  30.0  30.0  153
 2.500  155.0 -90  30  45   0.781  30.0  30.0  153
 2.500  157.5 -90  30  45   0.781  30.0  30.0  156
 2.500  160.0 -90  30  45   0.781  30.0  30.0  156
 2.500  162.5 -90  30  39   0.781  30.0  30.0  162
 2.500  165.0 -90  30  45   0.781  30.0  30.0  164
 2.500  167.5 -90  30  45   0.781  30.0  30.0  164
 2.500  170.0 -90  30  45   0.781  30.0  30.0  168
 2.500  172.5 -90  30  45   0.781  30.0  30.0  170
 2.500  240.0 -90  30  42   0.781  90.0  30.0  238
 2.500  242.5 -90  30  42   0.781  90.0  30.0  240
 2.500  245.0 -90  30  39   0.781 150.0  30.0  243
 2.500  255.0 -90  30  39   0.781  90.0  30.0  251
 2.500  260.0 -90  30  39   0.781  30.0  30.0  256
 2.550  160.0  90  30  39   0.781 330.0  30.0  159
 2.550  162.5  90  30  42   0.781 330.0  30.0  160
 2.550  165.0  90  30  42  -0.781   0.0   0.0  162
 2.550  167.5  90  30  51   0.781   0.0   0.0  167
 2.550  172.5  90  30  42   0.781   0.0   0.0  169
 2.550  175.0  90  30  39   0.781   0.0   0.0  173
 2.550  237.5  90  30  42   0.781 150.0  30.0  237
 2.550  240.0  90  30  45   0.781   0.0   0.0  238
 2.550  242.5  90  30  42   0.781   0.0   0.0  241
 2.550  245.0  90  30  39   0.781   0.0   0.0  244
 2.550  247.5  90  30  39   0.781 270.0  30.0  243
 2.550  252.5  90  30  42   0.781   0.0   0.0  251
 2.550  257.5  90  30  39   0.781   0.0   0.0  257
 2.550  265.0  90  30  39   0.781   0.0   0.0  264
 2.550  267.5  90  30  39   0.781 210.0  30.0  265
 2.550  165.0 -90  30  39   0.781  30.0  30.0  162
 2.550  167.5 -90  30  48   0.781  30.0  30.0  167
 2.550  172.5 -90  30  39   0.781  30.0  30.0  171
 2.550  240.0 -90  30  42   0.781  90.0  30.0  236
 2.550  242.5 -90  30  39   0.781  90.0  30.0  240
 2.550  245.0 -90  30  39   0.781  90.0  30.0  242
 2.550  247.5 -90  30  39   0.781 270.0  30.0  244
 2.600  157.5  90  27  39   0.781   0.0   0.0  156
 2.600  160.0  90  27  45   0.781   0.0   0.0  158
 2.600  162.5  90  27  42   0.781   0.0   0.0  161
 2.600  165.0  90  27  39   0.781   0.0   0.0  162
 2.600  167.5  90  27  39   0.781   0.0   0.0  168
 2.600  170.0  90  27  42   0.781   0.0   0.0  170
 2.600  172.5  90  27  36   0.781 330.0  30.0  169
 2.600  180.0  90  27  36  -0.781   0.0   0.0  178
 2.600  237.5  90  27  45   0.781   0.0   0.0  234
 2.600  240.0  90  27  45   0.781 150.0  30.0  237
 2.600  242.5  90  27  48   0.781   0.0   0.0  242
 2.600  245.0  90  27  48   0.781   0.0   0.0  243
 2.600  247.5  90  27  42   0.781   0.0   0.0  246
 2.600  250.0  90  27  42   0.781   0.0   0.0  247
 2.600  252.5  90  27  36   0.781   0.0   0.0  252
 2.600  257.5  90  27  39   0.781   0.0   0.0  255
 2.600  270.0  90  27  39   0.781   0.0   0.0  269
 2.600  272.5  90  27  36   0.781   0.0   0.0  269
 2.600  285.0  90  27  36   0.781 210.0  30.0  282
 2.600  160.0 -90  30  42   0.781  30.0  30.0  157
 2.600  162.5 -90  30  39   0.781 210.0  30.0  160
 2.600  237.5 -90  30  42   0.781  30.0  30.0  236
 2.600  240.0 -90  30  45   0.781  90.0  30.0  238
 2.600  242.5 -90  30  39   0.781 270.0  30.0  243
 2.600  245.0 -90  30  39   0.781 210.0  30.0  243
 2.650  237.5  90  30  57   0.781   0.0   0.0  236
 2.650  240.0  90  30  60   0.781   0.0   0.0  239
 2.650  242.5  90  30  54   0.781   0.0   0.0  240
 2.650  237.5 -90  27  48   0.781  30.0  30.0  236
 2.650  240.0 -90  27  51   0.781  90.0  30.0  238
 2.650  242.5 -90  27  45   0.781 270.0  30.0  239
 2.650  250.0 -90  27  36   0.781  30.0  30.0  247
 2.650  252.5 -90  27  36   0.781  30.0  30.0  251
 2.650  255.0 -90  27  36   0.781  30.0  30.0  251
 2.700  237.5  90  27  45   0.781  90.0  30.0  237
 2.700  240.0  90  27  39  -0.781   0.0   0.0  240
 2.700  242.5  90  27  51   0.781   0.0   0.0  242
 2.700  245.0  90  27  42   0.781   0.0   0.0  244
 2.700  247.5  90  27  45   0.781   0.0   0.0  245
 2.700  252.5  90  27  36   0.781   0.0   0.0  250
 2.700  257.5  90  27  36   0.781   0.0   0.0  256
 2.700  260.0  90  27  42   0.781   0.0   0.0  258
 2.700  265.0  90  27  36   0.781 270.0  30.0  264
 2.700  237.5 -90  27  45   0.781  90.0  30.0  236
 2.700  240.0 -90  27  45   0.781 210.0  30.0  238
 2.700  242.5 -90  27  45   0.781 210.0  30.0  240
 2.700  245.0 -90  27  39   0.781  90.0  30.0  243
 2.700  247.5 -90  27  36   0.781  30.0  30.0  247
 2.750  235.0  90  30  45   0.781   0.0   0.0  235
 2.750  237.5  90  30  54   0.781   0.0   0.0  236
 2.750  240.0  90  30  42   0.781 330.0  30.0  238
 2.750  242.5  90  30  42   0.781   0.0   0.0  241
 2.750  245.0  90  30  45   0.781 330.0  30.0  243
 2.750  247.5  90  30  42   0.781   0.0   0.0  246
 2.750  250.0  90  30  39   0.781 150.0  30.0  247
 2.750  255.0  90  30  39   0.781 210.0  30.0  252
 2.750  257.5  90  30  45   0.781 210.0  30.0  258
 2.750  260.0  90  30  42   0.781   0.0   0.0  257
 2.750  262.5  90  30  39  -0.781 210.0  30.0  263
 2.750  480.0  90  30  39   0.781   0.0   0.0  478
 2.750  235.0 -90  27  42   0.781 210.0  30.0  235
 2.750  237.5 -90  27  51   0.781 270.0  30.0  236
 2.750  240.0 -90  27  45   0.781  90.0  30.0  238
 2.750  242.5 -90  27  42   0.781  90.0  30.0  240
 2.750  245.0 -90  27  36   0.781 210.0  30.0  242
 2.750  247.5 -90  27  36   0.781  30.0  30.0  244
 2.750  255.0 -90  27  36   0.781 270.0  30.0  255
 2.750  260.0 -90  27  36   0.781  90.0  30.0  255
 2.750  262.5 -90  27  36   0.781  90.0  30.0  262
 2.750  272.5 -90  27  36   0.781  90.0  30.0  270
 2.800  235.0  90  30  51   0.781   0.0   0.0  235
 2.800  237.5  90  30  60   0.781   0.0   0.0  235
 2.800  240.0  90  30  54   0.781   0.0   0.0  238
 2.800  242.5  90  30  51   0.781   0.0   0.0  240
 2.800  257.5  90  30  45   0.781 210.0  30.0  256
 2.800  235.0 -90  30  45   0.781  90.0  30.0  236
 2.800  237.5 -90  30  57   0.781 270.0  30.0  234
 2.800  240.0 -90  30  51   0.781  90.0  30.0  237
 2.800  242.5 -90  30  45   0.781  30.0  30.0  237
 2.850  235.0  90  27  48   0.781   0.0   0.0  234
 2.850  237.5  90  27  60   0.781   0.0   0.0  235
 2.850  240.0  90  27  51   0.781   0.0   0.0  236
 2.850  242.5  90  27  51   0.781 150.0  30.0  242
 2.850  470.0  90  27  36   0.781   0.0   0.0  468
 2.850  480.0  90  27  36   0.781 270.0  30.0  477
 2.850  235.0 -90  27  51   0.781  90.0  30.0  233
 2.850  237.5 -90  27  54   0.781 330.0  30.0  232
 2.850  240.0 -90  27  51   0.781 330.0  30.0  233
 2.850  242.5 -90  27  45   0.781 330.0  30.0  239
 2.850  245.0 -90  27  42   0.781  30.0  30.0  242
 2.900  235.0  90  27  48   0.781   0.0   0.0  234
 2.900  237.5  90  27  51   0.781   0.0   0.0  236
 2.900  240.0  90  27  54   0.781   0.0   0.0  239
 2.900  242.5  90  27  57   0.781 150.0  30.0  240
 2.900  245.0  90  27  42   0.781   0.0   0.0  239
 2.900  467.5  90  27  36   0.781  90.0  30.0  464
 2.900  477.5  90  27  36   0.781   0.0   0.0  473
 2.900  235.0 -90  27  51   0.781  90.0  30.0  234
 2.900  237.5 -90  27  51   0.781  30.0  30.0  235
 2.900  240.0 -90  27  51   0.781  30.0  30.0  238
 2.900  242.5 -90  27  54   0.781  30.0  30.0  239
 2.900  245.0 -90  27  45   0.781  30.0  30.0  240
 2.950  235.0  90  30  57   0.781   0.0   0.0  234
 2.950  237.5  90  30  57   0.781   0.0   0.0  235
 2.950  240.0  90  30  54   0.781   0.0   0.0  239
 2.950  242.5  90  30  48  -0.781 150.0  30.0  241
 2.950  252.5  90  30  42   0.781   0.0   0.0  253
 2.950  255.0  90  30  45  -0.781 210.0  30.0  254
 2.950  262.5  90  30  42   0.781   0.0   0.0  263
 2.950  477.5  90  30  42   0.781   0.0   0.0  474
 2.950  235.0 -90  30  54   0.781  90.0  30.0  234
 2.950  237.5 -90  30  57   0.781  30.0  30.0  235
 2.950  240.0 -90  30  51   0.781  30.0  30.0  239
 2.950  242.5 -90  30  51   0.781  90.0  30.0  240
 2.950  255.0 -90  30  42   0.781  90.0  30.0  254
 2.950  477.5 -90  30  39   0.781  90.0  30.0  476
 3.000  235.0  90  30  57   0.781   0.0   0.0  234
 3.000  237.5  90  30  51  -0.781   0.0   0.0  239
 3.000  240.0  90  30  57   0.781   0.0   0.0  238
 3.000  242.5  90  30  57   0.781   0.0   0.0  241
 3.000  245.0  90  30  42   0.781 330.0  30.0  239
 3.000  320.0  90  30  39   0.781 150.0  30.0  318
 3.000  475.0  90  30  42   0.781   0.0   0.0  473
 3.000  477.5  90  30  42   0.781   0.0   0.0  475
 3.000  235.0 -90  30  54   0.781  90.0  30.0  234
 3.000  237.5 -90  30  48   0.781  30.0  30.0  241
 3.000  240.0 -90  30  57   0.781  30.0  30.0  238
 3.000  242.5 -90  30  51   0.781  30.0  30.0  242
 3.000  245.0 -90  30  45   0.781  30.0  30.0  242
 3.000  475.0 -90  30  39   0.781  90.0  30.0  473
 3.050  235.0  90  30  57   0.781   0.0   0.0  235
 3.050  237.5  90  30  60   0.781   0.0   0.0  235
