2012.06.16 (168) 09:37:41.000
Station name: Zhong Shan
URSI code: ZS36R
Ionosonde model: DPS-4D
  Freq  Range Pol MPA Amp Doppler    Az    Zn  PGH
 2.850  240.0  90  27  54   0.781   0.0   0.0  238
 2.850  242.5  90  27  51   0.781   0.0   0.0  240
 2.850  247.5  90  27  48   0.781 210.0  30.0  245
 2.850  127.5 -90  27  48   0.781  30.0  30.0  125
 2.850  235.0 -90  27  51   0.781  90.0  30.0  232
 2.850  237.5 -90  27  48   0.781  30.0  30.0  233
 2.850  240.0 -90  27  48   0.781  30.0  30.0  238
 2.850  242.5 -90  27  48   0.781  30.0  30.0  239
 2.900  127.5  90  27  51   0.781   0.0   0.0  125
 2.900  232.5  90  27  48   0.781   0.0   0.0  232
 2.900  235.0  90  27  54   0.781   0.0   0.0  232
 2.900  242.5  90  27  51   0.781   0.0   0.0  240
 2.900  127.5 -90  27  48   0.781  30.0  30.0  125
 2.900  235.0 -90  27  54   0.781  90.0  30.0  232
 2.900  242.5 -90  27  48   0.781  90.0  30.0  239
 2.950  240.0  90  30  54   0.781   0.0   0.0  239
 2.950  245.0  90  30  51   0.781 150.0  30.0  243
 2.950  235.0 -90  27  48   0.781  90.0  30.0  233
 2.950  240.0 -90  27  51   0.781  30.0  30.0  239
 2.950  245.0 -90  27  48   0.781  90.0  30.0  243
 3.000  235.0  90  30  51   0.781   0.0   0.0  233
 3.050  232.5  90  30  57   0.781   0.0   0.0  232
 3.050  235.0  90  30  57   0.781   0.0   0.0  233
 3.050  237.5  90  30  51   0.781   0.0   0.0  237
 3.050  240.0  90  30  57   0.781   0.0   0.0  237
 3.050  247.5  90  30  51   0.781 150.0  30.0  246
 3.050  232.5 -90  30  57   0.781  30.0  30.0  232
 3.050  235.0 -90  30  57   0.781  30.0  30.0  233
 3.050  237.5 -90  30  51   0.781  30.0  30.0  235
 3.050  240.0 -90  30  54   0.781  30.0  30.0  237
 3.100  230.0  90  30  51   0.781   0.0   0.0  230
 3.100  235.0  90  30  57   0.781   0.0   0.0  233
 3.100  242.5  90  30  54   0.781   0.0   0.0  241
 3.100  280.0  90  30  51   0.781 330.0  30.0  278
 3.100  282.5  90  30  51   0.781 330.0  30.0  280
 3.100  235.0 -90  30  54   0.781  90.0  30.0  233
 3.100  242.5 -90  30  51   0.781  30.0  30.0  241
 3.150  230.0  90  27  51   0.781   0.0   0.0  230
 3.150  232.5  90  27  57   0.781   0.0   0.0  231
 3.150  235.0  90  27  54   0.781   0.0   0.0  234
 3.150  237.5  90  27  51   0.781 150.0  30.0  235
 3.150  242.5  90  27  54   0.781   0.0   0.0  241
 3.150  245.0  90  27  54   0.781 150.0  30.0  243
 3.150  247.5  90  27  48   0.781 150.0  30.0  245
 3.150  250.0  90  27  48   0.781 150.0  30.0  248
 3.150  230.0 -90  27  51   0.781  90.0  30.0  230
 3.150  232.5 -90  27  54   0.781  30.0  30.0  231
 3.150  235.0 -90  27  54   0.781  30.0  30.0  234
 3.150  237.5 -90  27  51   0.781  30.0  30.0  235
 3.150  242.5 -90  27  51   0.781  30.0  30.0  241
 3.150  245.0 -90  27  51   0.781  30.0  30.0  243
 3.150  247.5 -90  27  48   0.781  90.0  30.0  245
 3.200  232.5  90  30  51   0.781   0.0   0.0  233
 3.200  235.0  90  30  57   0.781   0.0   0.0  233
 3.200  240.0  90  30  51   0.781   0.0   0.0  240
 3.200  277.5  90  30  51   0.781 330.0  30.0  276
 3.200  232.5 -90  30  51   0.781  90.0  30.0  231
 3.200  235.0 -90  30  54   0.781  90.0  30.0  233
 3.200  240.0 -90  30  51   0.781  30.0  30.0  239
 3.250  232.5  90  30  57   0.781   0.0   0.0  232
 3.250  232.5 -90  30  57   0.781  90.0  30.0  231
 3.300  232.5  90  30  51   0.781   0.0   0.0  232
 3.300  235.0  90  30  51   0.781 150.0  30.0  235
 3.300  237.5  90  30  54   0.781 150.0  30.0  236
 3.300  275.0  90  30  54   0.781 330.0  30.0  273
 3.300  277.5  90  30  54   0.781 330.0  30.0  276
 3.300  232.5 -90  30  51   0.781  90.0  30.0  231
 3.300  237.5 -90  30  54   0.781  90.0  30.0  236
 3.350  232.5  90  30  51   0.781   0.0   0.0  233
 3.350  235.0  90  30  57   0.781   0.0   0.0  233
 3.350  237.5  90  30  51   0.781   0.0   0.0  236
 3.350  275.0  90  30  54   0.781 270.0  30.0  273
 3.350  277.5  90  30  51   0.781 330.0  30.0  276
 3.350  232.5 -90  30  54   0.781  90.0  30.0  234
 3.350  235.0 -90  30  63   0.781  90.0  30.0  233
 3.350  237.5 -90  30  54   0.781  90.0  30.0  236
 3.400  232.5  90  30  51   0.781   0.0   0.0  231
 3.400  235.0  90  30  54   0.781   0.0   0.0  236
 3.400  237.5  90  30  60   0.781   0.0   0.0  236
 3.400  272.5  90  30  54   0.781 330.0  30.0  271
 3.400  277.5  90  30  51   0.781 270.0  30.0  276
 3.400  232.5 -90  30  51   0.781  90.0  30.0  231
 3.400  235.0 -90  30  54   0.781  90.0  30.0  235
 3.400  237.5 -90  30  60   0.781  90.0  30.0  236
 3.400  240.0 -90  30  51   0.781  90.0  30.0  238
 3.450  237.5  90  30  54  -0.781   0.0   0.0  238
 3.450  240.0  90  30  57   0.781   0.0   0.0  239
 3.450  275.0  90  30  51   0.781 330.0  30.0  273
 3.450  235.0 -90  30  51   0.781  90.0  30.0  233
 3.450  237.5 -90  30  54  -0.781  90.0  30.0  237
 3.450  240.0 -90  30  57   0.781  90.0  30.0  239
 3.500  237.5  90  30  57   0.781   0.0   0.0  237
 3.500  272.5  90  30  54   0.781 270.0  30.0  271
 3.500  237.5 -90  30  57   0.781  90.0  30.0  237
 3.500  240.0 -90  30  54   0.781  90.0  30.0  238
 3.550  232.5  90  30  54   0.781   0.0   0.0  232
 3.550  235.0  90  30  57   0.781   0.0   0.0  233
 3.550  237.5  90  30  57   0.781   0.0   0.0  236
 3.550  240.0  90  30  51  -0.781   0.0   0.0  239
 3.550  272.5  90  30  54   0.781 270.0  30.0  271
 3.550  232.5 -90  30  54   0.781  90.0  30.0  232
 3.550  235.0 -90  30  60   0.781  90.0  30.0  233
 3.550  237.5 -90  30  57   0.781  90.0  30.0  236
 3.550  240.0 -90  30  51  -0.781  90.0  30.0  239
 3.600  237.5  90  30  57   0.781   0.0   0.0  236
 3.600  272.5  90  30  57   0.781 270.0  30.0  271
 3.600  237.5 -90  30  57   0.781  90.0  30.0  236
 3.650  237.5  90  30  57   0.781   0.0   0.0  237
 3.650  240.0  90  30  54   0.781   0.0   0.0  238
 3.650  242.5  90  30  57   0.781   0.0   0.0  241
 3.650  270.0  90  30  51   0.781 270.0  30.0  268
 3.650  272.5  90  30  57   0.781 270.0  30.0  271
 3.650  237.5 -90  27  54   0.781  90.0  30.0  237
 3.650  240.0 -90  27  54   0.781  90.0  30.0  238
 3.650  242.5 -90  27  54   0.781  90.0  30.0  242
 3.650  272.5 -90  27  51   0.781  30.0  30.0  271
 3.700  235.0  90  30  60   0.781   0.0   0.0  234
 3.700  237.5  90  30  54   0.781   0.0   0.0  235
 3.700  240.0  90  30  57   0.781   0.0   0.0  240
 3.700  242.5  90  30  57   0.781   0.0   0.0  241
 3.700  270.0  90  30  54   0.781 270.0  30.0  268
 3.700  272.5  90  30  54   0.781 330.0  30.0  271
 3.700  235.0 -90  30  57   0.781  90.0  30.0  234
 3.700  237.5 -90  30  54   0.781  90.0  30.0  236
 3.700  240.0 -90  30  54   0.781  90.0  30.0  239
 3.700  242.5 -90  30  54   0.781  90.0  30.0  241
 3.750  237.5  90  30  57   0.781   0.0   0.0  237
 3.750  240.0  90  30  51   0.781   0.0   0.0  239
 3.750  242.5  90  30  54   0.781   0.0   0.0  241
 3.750  270.0  90  30  54   0.781 270.0  30.0  268
 3.750  237.5 -90  30  51   0.781  90.0  30.0  237
 3.750  240.0 -90  30  54   0.781  90.0  30.0  239
 3.750  242.5 -90  30  57   0.781  90.0  30.0  241
 3.800  235.0  90  30  51   0.781   0.0   0.0  235
 3.800  237.5  90  30  57   0.781   0.0   0.0  236
 3.800  240.0  90  30  57  -0.781   0.0   0.0  239
 3.800  270.0  90  30  57   0.781 270.0  30.0  268
 3.800  237.5 -90  30  51   0.781  90.0  30.0  236
 3.800  240.0 -90  30  51   0.781  90.0  30.0  239
 3.850  242.5  90  30  51  -0.781 150.0  30.0  243
 3.850  245.0  90  30  51  -0.781  90.0  30.0  244
 3.850  247.5  90  30  51   0.781   0.0   0.0  246
 3.850  270.0  90  30  51   0.781 270.0  30.0  268
 3.850  237.5 -90  27  48   0.781  90.0  30.0  237
 3.850  247.5 -90  27  48   0.781  90.0  30.0  246
 3.850  270.0 -90  27  48   0.781  30.0  30.0  268
 3.900  237.5  90  30  57   0.781   0.0   0.0  237
 3.900  240.0  90  30  54   0.781   0.0   0.0  237
 3.900  242.5  90  30  57   0.781   0.0   0.0  242
 3.900  245.0  90  30  51  -0.781 150.0  30.0  245
 3.900  270.0  90  30  51   0.781 330.0  30.0  269
 3.900  237.5 -90  30  51   0.781  90.0  30.0  237
 3.900  242.5 -90  30  54  -0.781  90.0  30.0  242
 3.950  240.0  90  30  60   0.781   0.0   0.0  240
 3.950  242.5  90  30  54   0.781   0.0   0.0  241
 3.950  245.0  90  30  54  -0.781   0.0   0.0  244
 3.950  247.5  90  30  51   0.781   0.0   0.0  247
 3.950  267.5  90  30  51   0.781 270.0  30.0  268
 3.950  270.0  90  30  63   0.781 270.0  30.0  268
 3.950  240.0 -90  27  54   0.781  90.0  30.0  240
 3.950  242.5 -90  27  51   0.781  90.0  30.0  240
 3.950  245.0 -90  27  48   0.781  90.0  30.0  244
 3.950  270.0 -90  27  51   0.781  30.0  30.0  268
 4.000  237.5  90  30  54   0.781   0.0   0.0  237
 4.000  240.0  90  30  51   0.781   0.0   0.0  238
 4.000  242.5  90  30  51  -0.781   0.0   0.0  242
 4.000  245.0  90  30  51   0.781   0.0   0.0  245
 4.000  250.0  90  30  51   0.781   0.0   0.0  248
 4.000  270.0  90  30  54   0.781 330.0  30.0  269
 4.000  237.5 -90  27  48   0.781  90.0  30.0  237
 4.000  267.5 -90  27  48   2.344 150.0  30.0  264
 4.050  240.0  90  30  54   0.781   0.0   0.0  239
 4.050  242.5  90  30  54  -0.781   0.0   0.0  242
 4.050  267.5  90  30  54   0.781 270.0  30.0  268
 4.050  270.0  90  30  60   0.781 270.0  30.0  268
 4.050  240.0 -90  27  51   0.781  90.0  30.0  239
 4.050  242.5 -90  27  48  -0.781  90.0  30.0  243
 4.050  270.0 -90  27  48   0.781  90.0  30.0  268
 4.100  242.5  90  30  57   0.781   0.0   0.0  235
 4.100  245.0  90  30  57  -0.781   0.0   0.0  257
 4.100  247.5  90  30  54   0.781   0.0   0.0  260
 4.100  250.0  90  30  57   0.781   0.0   0.0  254
 4.100  252.5  90  30  57   0.781   0.0   0.0  257
 4.100  255.0  90  30  51  -0.781   0.0   0.0  257
 4.100  257.5  90  30  54  -0.781   0.0   0.0  261
 4.100  267.5  90  30  54   0.781 270.0  30.0  254
 4.100  270.0  90  30  57   0.781 270.0  30.0  256
 4.100  262.5 -90  27  48   0.781   0.0   0.0  267
 4.100  265.0 -90  27  48   2.344 150.0  30.0  274
 4.150  240.0  90  30  51   0.781   0.0   0.0  239
 4.150  242.5  90  30  60   0.781   0.0   0.0  241
 4.150  245.0  90  30  57  -0.781   0.0   0.0  244
 4.150  247.5  90  30  54   0.781   0.0   0.0  246
 4.150  250.0  90  30  51  -0.781 150.0  30.0  249
 4.150  252.5  90  30  57   0.781   0.0   0.0  252
 4.150  255.0  90  30  51   0.781   0.0   0.0  252
 4.150  270.0  90  30  60   0.781 330.0  30.0  269
 4.150  272.5  90  30  57   0.781 330.0  30.0  269
 4.150  242.5 -90  30  51   0.781  90.0  30.0  241
 4.150  245.0 -90  30  51  -0.781  90.0  30.0  245
 4.150  252.5 -90  30  51   0.781  90.0  30.0  252
 4.200  245.0  90  30  51  -0.781   0.0   0.0  245
 4.200  272.5  90  30  54   0.781 330.0  30.0  270
 4.250  257.5  90  30  51   0.781   0.0   0.0  256
 4.250  260.0  90  30  51   0.781   0.0   0.0  259
 4.250  270.0  90  30  57   0.781 270.0  30.0  269
 4.250  272.5  90  30  51   0.781 270.0  30.0  270
 4.250  245.0 -90  27  48   0.781  90.0  30.0  243
 4.250  255.0 -90  27  48  -0.781  90.0  30.0  255
 4.250  257.5 -90  27  51  -0.781  90.0  30.0  257
 4.250  260.0 -90  27  51  -0.781  90.0  30.0  259
 4.300  242.5  90  27  51   0.781   0.0   0.0  242
 4.300  245.0  90  27  54  -0.781   0.0   0.0  244
 4.300  247.5  90  27  51  -0.781 150.0  30.0  248
 4.300  250.0  90  27  51  -0.781 150.0  30.0  249
 4.300  252.5  90  27  48   0.781   0.0   0.0  252
 4.300  255.0  90  27  51  -0.781 150.0  30.0  254
 4.300  257.5  90  27  48   0.781   0.0   0.0  257
 4.300  270.0  90  27  54   0.781 270.0  30.0  269
 4.300  272.5  90  27  51   0.781 330.0  30.0  270
 4.300  242.5 -90  27  51   0.781  90.0  30.0  242
 4.300  245.0 -90  27  48   0.781  90.0  30.0  243
 4.300  247.5 -90  27  51   0.781  90.0  30.0  246
 4.350  250.0  90  30  51  -0.781   0.0   0.0  249
 4.350  252.5  90  30  54  -0.781 150.0  30.0  252
 4.350  255.0  90  30  51  -0.781 150.0  30.0  255
 4.350  262.5  90  30  54  -0.781   0.0   0.0  262
 4.350  270.0  90  30  54   0.781 270.0  30.0  269
 4.350  272.5  90  30  57   0.781 330.0  30.0  271
 4.350  250.0 -90  27  48  -0.781  90.0  30.0  249
 4.350  262.5 -90  27  48  -0.781 270.0  30.0  262
 4.400  252.5  90  30  54  -0.781   0.0   0.0  252
 4.400  255.0  90  30  51  -0.781 150.0  30.0  253
 4.400  257.5  90  30  51   0.781 150.0  30.0  257
 4.400  267.5  90  30  51  -0.781   0.0   0.0  267
 4.400  270.0  90  30  54   0.781 270.0  30.0  269
 4.400  272.5  90  30  57   0.781 330.0  30.0  270
 4.400  250.0 -90  27  48   0.781  90.0  30.0  249
 4.400  252.5 -90  27  48   0.781  90.0  30.0  252
 4.400  255.0 -90  27  48   0.781  90.0  30.0  254
 4.400  262.5 -90  27  48  -0.781 270.0  30.0  262
 4.400  267.5 -90  27  48  -0.781  90.0  30.0  267
 4.450  247.5  90  30  51  -0.781   0.0   0.0  247
 4.450  250.0  90  30  54  -0.781   0.0   0.0  251
 4.450  252.5  90  30  57  -0.781   0.0   0.0  251
 4.450  255.0  90  30  51  -0.781 150.0  30.0  255
 4.450  257.5  90  30  51  -0.781   0.0   0.0  257
 4.450  270.0  90  30  60   0.781 270.0  30.0  270
 4.450  272.5  90  30  60   0.781 330.0  30.0  270
 4.450  250.0 -90  27  51  -0.781  90.0  30.0  251
 4.450  252.5 -90  27  54  -0.781  90.0  30.0  251
 4.450  260.0 -90  27  48   0.781   0.0   0.0  260
 4.450  262.5 -90  27  51   0.781 150.0  30.0  260
 4.500  252.5  90  30  57  -0.781   0.0   0.0  252
 4.500  255.0  90  30  57  -0.781 150.0  30.0  254
 4.500  270.0  90  30  57   0.781 270.0  30.0  270
 4.500  272.5  90  30  54   0.781 270.0  30.0  270
 4.500  252.5 -90  27  48  -0.781  90.0  30.0  252
 4.500  255.0 -90  27  51  -0.781  90.0  30.0  254
 4.500  262.5 -90  27  48   0.781   0.0   0.0  261
 4.500  265.0 -90  27  48   0.781 150.0  30.0  263
 4.550  255.0  90  27  54  -0.781 150.0  30.0  254
 4.550  257.5  90  27  48  -0.781 150.0  30.0  258
 4.550  270.0  90  27  57   0.781 270.0  30.0  270
 4.550  272.5  90  27  63   0.781 270.0  30.0  270
 4.550  252.5 -90  27  48   0.781  90.0  30.0  253
 4.550  255.0 -90  27  51   0.781  90.0  30.0  253
 4.550  270.0 -90  27  48  -0.781  90.0  30.0  270
 4.600  255.0  90  30  51   0.781   0.0   0.0  254
 4.600  260.0  90  30  51   0.781   0.0   0.0  260
 4.600  270.0  90  30  57   0.781 270.0  30.0  270
 4.600  272.5  90  30  63   0.781 270.0  30.0  271
 4.600  272.5 -90  30  51   0.781  90.0  30.0  271
 4.600  285.0 -90  30  51   0.781 270.0  30.0  283
 4.650  257.5  90  30  51  -0.781 150.0  30.0  257
 4.650  262.5  90  30  51  -0.781 150.0  30.0  262
 4.650  270.0  90  30  51   0.781 270.0  30.0  271
 4.650  272.5  90  30  63   0.781 330.0  30.0  271
 4.650  275.0  90  30  57   0.781 330.0  30.0  271
 4.700  257.5  90  30  51  -0.781 150.0  30.0  257
 4.700  260.0  90  30  51  -0.781 150.0  30.0  259
 4.700  262.5  90  30  51  -0.781 150.0  30.0  261
 4.700  272.5  90  30  60   0.781 330.0  30.0  271
 4.700  275.0  90  30  54   0.781 270.0  30.0  271
 4.700  262.5 -90  27  54   0.781  90.0  30.0  262
 4.750  252.5  90  27  51   0.781   0.0   0.0  252
 4.750  255.0  90  27  51   0.781   0.0   0.0  254
 4.750  257.5  90  27  48  -0.781   0.0   0.0  256
 4.750  260.0  90  27  54  -0.781 150.0  30.0  261
 4.750  262.5  90  27  51  -0.781 150.0  30.0  260
 4.750  272.5  90  27  63   0.781 330.0  30.0  272
 4.750  275.0  90  27  57   0.781 330.0  30.0  272
 4.750  252.5 -90  27  48   0.781  90.0  30.0  252
 4.750  255.0 -90  27  51   0.781  90.0  30.0  254
 4.750  282.5 -90  27  51   0.781 330.0  30.0  281
 4.800  260.0  90  30  54  -0.781 150.0  30.0  261
 4.800  265.0  90  30  51   0.781  90.0  30.0  263
 4.800  272.5  90  30  63   0.781 270.0  30.0  272
 4.800  275.0  90  30  60   0.781 270.0  30.0  272
 4.800  255.0 -90  27  48   0.781  90.0  30.0  253
 4.800  257.5 -90  27  48   0.781   0.0   0.0  256
 4.800  262.5 -90  27  48   0.781   0.0   0.0  262
 4.800  265.0 -90  27  51   0.781  90.0  30.0  263
 4.800  267.5 -90  27  48   0.781  90.0  30.0  265
 4.800  282.5 -90  27  54   0.781 270.0  30.0  281
 4.800  285.0 -90  27  51   0.781 330.0  30.0  282
 4.850  255.0  90  27  48   0.781   0.0   0.0  254
 4.850  257.5  90  27  48   0.781  90.0  30.0  256
 4.850  262.5  90  27  54  -0.781 150.0  30.0  263
 4.850  265.0  90  27  54  -0.781 150.0  30.0  264
 4.850  267.5  90  27  51  -0.781 150.0  30.0  267
 4.850  270.0  90  27  48  -0.781   0.0   0.0  269
 4.850  272.5  90  27  54   0.781 270.0  30.0  273
 4.850  275.0  90  27  57   0.781 270.0  30.0  273
 4.850  285.0  90  27  48  -0.781   0.0   0.0  284
 4.850  257.5 -90  27  48   0.781   0.0   0.0  257
 4.850  280.0 -90  27  51   0.781 270.0  30.0  279
 4.850  282.5 -90  27  54   0.781 270.0  30.0  280
 4.900  260.0  90  27  54  -0.781   0.0   0.0  260
 4.900  262.5  90  27  54  -0.781 150.0  30.0  262
 4.900  265.0  90  27  51  -0.781 150.0  30.0  264
 4.900  270.0  90  27  48   0.781   0.0   0.0  269
 4.900  272.5  90  27  48   0.781 270.0  30.0  272
 4.900  275.0  90  27  54   0.781 330.0  30.0  275
 4.900  270.0 -90  27  48   0.781  90.0  30.0  269
 4.900  280.0 -90  27  48   0.781 270.0  30.0  280
 4.900  282.5 -90  27  51   0.781 270.0  30.0  280
 4.950  257.5  90  27  51  -0.781   0.0   0.0  257
 4.950  262.5  90  27  48   0.781   0.0   0.0  263
 4.950  265.0  90  27  48  -0.781 150.0  30.0  265
 4.950  267.5  90  27  48  -0.781 330.0  30.0  266
 4.950  270.0  90  27  48  -0.781   0.0   0.0  269
 4.950  275.0  90  27  54   0.781 270.0  30.0  274
 4.950  257.5 -90  27  51   0.781  90.0  30.0  257
 4.950  260.0 -90  27  48   0.781   0.0   0.0  259
 4.950  267.5 -90  27  48  -0.781  90.0  30.0  267
 5.000  260.0  90  27  48   0.781 150.0  30.0  259
 5.000  265.0  90  27  48  -0.781 150.0  30.0  265
 5.000  267.5  90  27  51  -0.781 150.0  30.0  266
 5.000  270.0  90  27  48   0.781   0.0   0.0  270
 5.000  272.5  90  27  54  -0.781   0.0   0.0  273
 5.000  275.0  90  27  54   0.781   0.0   0.0  274
 5.000  277.5  90  27  48   0.781 330.0  30.0  274
 5.000  260.0 -90  27  48   0.781  90.0  30.0  259
 5.000  280.0 -90  27  48   0.781 270.0  30.0  280
 5.000  282.5 -90  27  57   0.781 330.0  30.0  280
 5.050  265.0  90  27  54  -0.781   0.0   0.0  265
 5.050  267.5  90  27  48   0.781   0.0   0.0  266
 5.050  270.0  90  27  51  -0.781 330.0  30.0  267
 5.050  272.5  90  27  48  -0.781   0.0   0.0  271
 5.050  275.0  90  27  51   0.781 270.0  30.0  275
 5.050  277.5  90  27  57   0.781 270.0  30.0  275
 5.050  270.0 -90  27  48   0.781 210.0  30.0  270
 5.050  280.0 -90  27  48   0.781 330.0  30.0  280
 5.100  277.5  90  30  57   0.781 330.0  30.0  277
 5.100  285.0 -90  30  51   0.781 330.0  30.0  282
 5.150  262.5  90  30  51  -0.781   0.0   0.0  263
 5.150  265.0  90  30  54  -0.781 150.0  30.0  264
 5.150  267.5  90  30  51  -0.781   0.0   0.0  267
 5.150  270.0  90  30  54  -0.781   0.0   0.0  270
 5.150  272.5  90  30  51  -0.781   0.0   0.0  271
 5.150  275.0  90  30  51   0.781 270.0  30.0  274
 5.150  277.5  90  30  57   0.781 330.0  30.0  274
 5.150  280.0  90  30  51   0.781 330.0  30.0  277
 5.150  282.5  90  30  51  -0.781   0.0   0.0  282
 5.150  290.0  90  30  51  -0.781   0.0   0.0  290
 5.150  280.0 -90  27  51   0.781 330.0  30.0  278
