2012.06.16 (168) 10:00:11.000
Station name: Zhong Shan
URSI code: ZS36R
Ionosonde model: DPS-4D
  Freq  Range Pol MPA Amp Doppler    Az    Zn  PGH
 3.750  255.0 -90  30  39  -3.906  90.0  30.0  258
 3.750  257.5 -90  30  39  -5.469  90.0  30.0  262
 3.800  200.0  90  30  45   5.469 210.0  30.0  209
 3.800  202.5  90  30  48   3.906 210.0  30.0  211
 3.800  205.0  90  30  39   3.906 210.0  30.0  214
 3.800  230.0  90  30  42   2.344 210.0  30.0  241
 3.800  232.5  90  30  42   2.344 210.0  30.0  243
 3.800  250.0  90  30  42   5.469   0.0   0.0  256
 3.800  255.0  90  30  39  -3.906   0.0   0.0  257
 3.800  257.5  90  30  39  -2.344   0.0   0.0  258
 3.800  292.5  90  30  42   5.469  30.0  30.0  284
 3.800  250.0 -90  30  39   5.469  90.0  30.0  258
 3.800  255.0 -90  30  39  -3.906  90.0  30.0  259
 3.850  200.0  90  30  42   5.469 210.0  30.0  207
 3.850  202.5  90  30  48   5.469 210.0  30.0  209
 3.850  207.5  90  30  45  -3.906 210.0  30.0  211
 3.850  210.0  90  30  39  -3.906 210.0  30.0  214
 3.850  227.5  90  30  39   5.469 210.0  30.0  236
 3.850  230.0  90  30  39  -5.469 210.0  30.0  234
 3.850  235.0  90  30  39  -5.469 210.0  30.0  241
 3.850  250.0  90  30  42  -3.906   0.0   0.0  254
 3.850  252.5  90  30  45   5.469   0.0   0.0  259
 3.850  255.0  90  30  45  -5.469   0.0   0.0  260
 3.850  257.5  90  30  39  -3.906   0.0   0.0  262
 3.850  260.0  90  30  39  -3.906   0.0   0.0  263
 3.850  292.5  90  30  39   5.469  30.0  30.0  287
 3.850  202.5 -90  27  36  -5.469  30.0  30.0  209
 3.850  250.0 -90  27  39   5.469  90.0  30.0  260
 3.850  252.5 -90  27  42   5.469  90.0  30.0  259
 3.850  255.0 -90  27  42  -5.469  90.0  30.0  260
 3.850  257.5 -90  27  36  -3.906  90.0  30.0  263
 3.850  260.0 -90  27  36  -2.344  90.0  30.0  263
 3.900  197.5  90  30  39  -5.469 210.0  30.0  204
 3.900  200.0  90  30  45  -5.469 210.0  30.0  206
 3.900  202.5  90  30  39  -5.469 270.0  30.0  209
 3.900  230.0  90  30  39   5.469 210.0  30.0  239
 3.900  232.5  90  30  42   5.469 210.0  30.0  240
 3.900  235.0  90  30  42  -5.469 210.0  30.0  240
 3.900  237.5  90  30  42  -5.469 210.0  30.0  242
 3.900  250.0  90  30  39  -0.781   0.0   0.0  249
 3.900  252.5  90  30  39  -2.344   0.0   0.0  254
 3.900  255.0  90  30  39  -2.344   0.0   0.0  255
 3.900  257.5  90  30  39  -2.344   0.0   0.0  257
 3.900  320.0  90  30  39  -2.344 150.0  30.0  322
 3.950  202.5  90  27  39  -5.469 210.0  30.0  209
 3.950  215.0  90  27  36  -5.469 210.0  30.0  220
 3.950  235.0  90  27  36   3.906 210.0  30.0  245
 3.950  240.0  90  27  36   3.906 210.0  30.0  250
 3.950  250.0  90  27  39  -3.906   0.0   0.0  254
 3.950  252.5  90  27  39  -0.781   0.0   0.0  253
 3.950  255.0  90  27  42  -2.344 270.0  30.0  258
 3.950  257.5  90  27  39  -2.344 270.0  30.0  258
 3.950  260.0  90  27  42  -3.906   0.0   0.0  263
 3.950  262.5  90  27  36  -3.906   0.0   0.0  265
 3.950  292.5  90  27  36   5.469  30.0  30.0  286
 3.950  295.0  90  27  39   5.469  30.0  30.0  289
 3.950  315.0  90  27  39  -0.781 150.0  30.0  316
 3.950  317.5  90  27  39  -0.781 150.0  30.0  317
 3.950  320.0  90  27  39  -0.781 150.0  30.0  321
 3.950  322.5  90  27  36  -2.344 150.0  30.0  326
 3.950  325.0  90  27  36  -0.781 150.0  30.0  325
 3.950  250.0 -90  27  39  -3.906  90.0  30.0  256
 3.950  252.5 -90  27  36  -0.781  90.0  30.0  253
 3.950  255.0 -90  27  42  -2.344  30.0  30.0  257
 3.950  257.5 -90  27  36  -2.344  30.0  30.0  255
 3.950  260.0 -90  27  39  -3.906  90.0  30.0  264
 4.000  252.5  90  30  42  -5.469   0.0   0.0  257
 4.000  255.0  90  30  42  -3.906   0.0   0.0  259
 4.000  257.5  90  30  39  -3.906   0.0   0.0  261
 4.000  260.0  90  30  39  -2.344 270.0  30.0  259
 4.000  262.5  90  30  39  -2.344   0.0   0.0  265
 4.000  320.0  90  30  39   0.781 150.0  30.0  319
 4.000  252.5 -90  27  39  -5.469  90.0  30.0  259
 4.000  255.0 -90  27  36  -3.906  90.0  30.0  259
 4.000  257.5 -90  27  39  -3.906  30.0  30.0  261
 4.000  260.0 -90  27  36  -2.344  30.0  30.0  261
 4.050  252.5  90  27  42  -0.781   0.0   0.0  255
 4.050  255.0  90  27  45  -3.906   0.0   0.0  259
 4.050  257.5  90  27  42  -3.906   0.0   0.0  261
 4.050  260.0  90  27  45  -2.344   0.0   0.0  263
 4.050  262.5  90  27  39  -2.344   0.0   0.0  264
 4.050  265.0  90  27  39  -3.906   0.0   0.0  265
 4.050  292.5  90  27  39   5.469  30.0  30.0  285
 4.050  295.0  90  27  36   5.469  30.0  30.0  286
 4.050  322.5  90  27  36   2.344 150.0  30.0  318
 4.050  325.0  90  27  36  -0.781  90.0  30.0  322
 4.050  327.5  90  27  36  -0.781 150.0  30.0  326
 4.050  252.5 -90  27  36  -2.344  90.0  30.0  255
 4.050  255.0 -90  27  42  -2.344  90.0  30.0  259
 4.050  257.5 -90  27  39  -3.906  90.0  30.0  261
 4.050  260.0 -90  27  42  -2.344  90.0  30.0  262
 4.050  262.5 -90  27  42  -2.344  30.0  30.0  264
 4.100  252.5  90  27  45  -5.469   0.0   0.0  251
 4.100  255.0  90  27  45   5.469   0.0   0.0  255
 4.100  257.5  90  27  42  -2.344   0.0   0.0  254
 4.100  260.0  90  27  42  -2.344   0.0   0.0  254
 4.100  262.5  90  27  45  -2.344   0.0   0.0  258
 4.100  265.0  90  27  39  -2.344 270.0  30.0  261
 4.100  272.5  90  27  39  -0.781 210.0  30.0  267
 4.100  275.0  90  27  36  -0.781 210.0  30.0  266
 4.100  295.0  90  27  36  -5.469   0.0   0.0  307
 4.150  255.0  90  30  45  -5.469   0.0   0.0  261
 4.150  257.5  90  30  45  -3.906   0.0   0.0  261
 4.150  260.0  90  30  51  -5.469   0.0   0.0  265
 4.150  262.5  90  30  39  -3.906   0.0   0.0  265
 4.150  265.0  90  30  39  -3.906   0.0   0.0  268
 4.150  322.5  90  30  39   0.781 150.0  30.0  322
 4.150  327.5  90  30  42  -0.781 150.0  30.0  327
 4.150  255.0 -90  27  39  -5.469  90.0  30.0  260
 4.150  257.5 -90  27  36  -3.906  90.0  30.0  262
 4.150  260.0 -90  27  45  -3.906  90.0  30.0  264
 4.200  252.5  90  30  42   5.469   0.0   0.0  261
 4.200  255.0  90  30  48   5.469   0.0   0.0  263
 4.200  257.5  90  30  54   5.469   0.0   0.0  265
 4.200  260.0  90  30  54  -3.906   0.0   0.0  263
 4.200  262.5  90  30  51   5.469   0.0   0.0  269
 4.200  265.0  90  30  45  -3.906   0.0   0.0  268
 4.200  267.5  90  30  39  -5.469   0.0   0.0  273
 4.200  317.5  90  30  39  -2.344 150.0  30.0  321
 4.200  322.5  90  30  39  -3.906 150.0  30.0  328
 4.200  330.0  90  30  39  -0.781 150.0  30.0  329
 4.200  332.5  90  30  39  -0.781 150.0  30.0  335
 4.200  257.5 -90  30  42  -5.469  90.0  30.0  264
 4.200  260.0 -90  30  42  -5.469  90.0  30.0  264
 4.200  262.5 -90  30  39  -3.906  30.0  30.0  265
 4.250  167.5  90  27  36   2.344 210.0  30.0  177
 4.250  252.5  90  27  36   5.469   0.0   0.0  264
 4.250  255.0  90  27  45  -5.469   0.0   0.0  261
 4.250  257.5  90  27  48  -5.469   0.0   0.0  262
 4.250  260.0  90  27  39  -3.906   0.0   0.0  266
 4.250  262.5  90  27  42  -2.344   0.0   0.0  266
 4.250  265.0  90  27  39  -3.906   0.0   0.0  272
 4.250  267.5  90  27  36  -5.469   0.0   0.0  274
 4.250  297.5  90  27  36  -3.906  30.0  30.0  288
 4.250  302.5  90  27  36   5.469 270.0  30.0  311
 4.250  315.0  90  27  36  -3.906 150.0  30.0  317
 4.250  317.5  90  27  42  -2.344 150.0  30.0  319
 4.250  325.0  90  27  39  -0.781 150.0  30.0  326
 4.250  327.5  90  27  36  -5.469 150.0  30.0  332
 4.250  330.0  90  27  36  -5.469 150.0  30.0  335
 4.250  332.5  90  27  36  -0.781 150.0  30.0  333
 4.250  255.0 -90  27  42  -5.469  90.0  30.0  261
 4.250  257.5 -90  27  42   5.469  90.0  30.0  265
 4.250  260.0 -90  27  36   5.469  90.0  30.0  267
 4.250  262.5 -90  27  39  -2.344  90.0  30.0  265
 4.250  265.0 -90  27  36  -3.906  90.0  30.0  270
 4.250  267.5 -90  27  36  -3.906  30.0  30.0  273
 4.250  270.0 -90  27  36  -3.906  90.0  30.0  273
 4.300  167.5  90  27  36   2.344 210.0  30.0  177
 4.300  257.5  90  27  48  -3.906   0.0   0.0  260
 4.300  260.0  90  27  45   5.469   0.0   0.0  266
 4.300  262.5  90  27  42   3.906   0.0   0.0  271
 4.300  265.0  90  27  48   5.469   0.0   0.0  272
 4.300  267.5  90  27  42  -3.906   0.0   0.0  268
 4.300  270.0  90  27  36   3.906   0.0   0.0  275
 4.300  287.5  90  27  36   3.906 210.0  30.0  297
 4.300  327.5  90  27  36  -5.469 150.0  30.0  331
 4.300  335.0  90  27  36  -3.906 150.0  30.0  338
 4.300 1220.0  90  27  36   5.469   0.0   0.0 1214
 4.300  257.5 -90  27  42  -2.344  90.0  30.0  260
 4.300  260.0 -90  27  36   5.469  90.0  30.0  269
 4.300  262.5 -90  27  36  -5.469  90.0  30.0  266
 4.300  265.0 -90  27  42   5.469  90.0  30.0  272
 4.300  267.5 -90  27  36  -3.906  90.0  30.0  269
 4.350  257.5  90  30  42   5.469   0.0   0.0  269
 4.350  260.0  90  30  48   5.469   0.0   0.0  269
 4.350  262.5  90  30  42   5.469 210.0  30.0  271
 4.350  265.0  90  30  51  -5.469   0.0   0.0  272
 4.350  267.5  90  30  45   5.469   0.0   0.0  275
 4.350  270.0  90  30  51   5.469   0.0   0.0  277
 4.350  272.5  90  30  42   5.469   0.0   0.0  278
 4.350  257.5 -90  27  39  -3.906  90.0  30.0  262
 4.350  260.0 -90  27  42  -3.906  90.0  30.0  263
 4.350  262.5 -90  27  42   5.469  30.0  30.0  270
 4.350  265.0 -90  27  45  -5.469  90.0  30.0  271
 4.350  267.5 -90  27  39  -3.906  90.0  30.0  273
 4.350  270.0 -90  27  42   5.469  90.0  30.0  277
 4.350  272.5 -90  27  36  -5.469  90.0  30.0  279
 4.400  257.5  90  27  51  -5.469   0.0   0.0  264
 4.400  260.0  90  27  45  -5.469   0.0   0.0  263
 4.400  262.5  90  27  42   5.469   0.0   0.0  269
 4.400  265.0  90  27  42  -3.906   0.0   0.0  268
 4.400  267.5  90  27  42   5.469   0.0   0.0  274
 4.400  270.0  90  27  51   5.469   0.0   0.0  277
 4.400  272.5  90  27  51  -5.469   0.0   0.0  278
 4.400  275.0  90  27  39  -5.469   0.0   0.0  279
 4.400  317.5  90  27  39   0.781 150.0  30.0  315
 4.400  320.0  90  27  36   0.781 150.0  30.0  318
 4.400  335.0  90  27  39  -2.344 150.0  30.0  335
 4.400  405.0  90  27  36  -5.469 210.0  30.0  395
 4.400  257.5 -90  27  45  -5.469  90.0  30.0  264
 4.400  260.0 -90  27  42  -5.469  90.0  30.0  263
 4.400  262.5 -90  27  39   5.469  90.0  30.0  268
 4.400  265.0 -90  27  36   5.469  90.0  30.0  272
 4.400  267.5 -90  27  39   5.469 330.0  30.0  275
 4.400  270.0 -90  27  45   5.469  30.0  30.0  277
 4.400  272.5 -90  27  45  -5.469  30.0  30.0  278
 4.400  275.0 -90  27  36  -5.469  30.0  30.0  279
 4.450  260.0  90  27  54  -5.469   0.0   0.0  267
 4.450  262.5  90  27  57  -5.469   0.0   0.0  268
 4.450  265.0  90  27  45  -5.469 270.0  30.0  271
 4.450  267.5  90  27  42  -5.469   0.0   0.0  272
 4.450  270.0  90  27  48  -5.469   0.0   0.0  275
 4.450  272.5  90  27  42  -5.469 270.0  30.0  278
 4.450  350.0  90  27  36   0.781 210.0  30.0  337
 4.450  352.5  90  27  36  -0.781 210.0  30.0  367
 4.450  190.0 -90  27  36  -2.344 210.0  30.0  193
 4.450  260.0 -90  27  48  -5.469  90.0  30.0  267
 4.450  262.5 -90  27  48  -5.469  90.0  30.0  268
 4.450  265.0 -90  27  42  -5.469 330.0  30.0  267
 4.450  267.5 -90  27  39  -5.469 270.0  30.0  272
 4.450  270.0 -90  27  39   5.469  30.0  30.0  275
 4.450  272.5 -90  27  39  -5.469  90.0  30.0  278
 4.500  260.0  90  27  45  -5.469   0.0   0.0  269
 4.500  262.5  90  27  54  -5.469   0.0   0.0  269
 4.500  265.0  90  27  45   5.469   0.0   0.0  269
 4.500  267.5  90  27  48  -5.469   0.0   0.0  272
 4.500  270.0  90  27  54  -5.469   0.0   0.0  276
 4.500  272.5  90  27  39   5.469 270.0  30.0  281
 4.500  320.0  90  27  39  -0.781 150.0  30.0  319
 4.500  327.5  90  27  39  -0.781 150.0  30.0  328
 4.500  350.0  90  27  36  -0.781 150.0  30.0  340
 4.500  192.5 -90  27  39  -3.906 210.0  30.0  196
 4.500  195.0 -90  27  36  -3.906 210.0  30.0  197
 4.500  260.0 -90  27  39  -5.469  90.0  30.0  268
 4.500  262.5 -90  27  48  -5.469  90.0  30.0  269
 4.500  265.0 -90  27  42  -5.469 330.0  30.0  263
 4.500  267.5 -90  27  42  -5.469  90.0  30.0  272
 4.500  270.0 -90  27  48  -5.469  90.0  30.0  276
 4.500  272.5 -90  27  36   5.469  30.0  30.0  278
 4.550  262.5  90  27  51   5.469   0.0   0.0  270
 4.550  265.0  90  27  54  -5.469   0.0   0.0  271
 4.550  267.5  90  27  51  -5.469 270.0  30.0  274
 4.550  270.0  90  27  42  -5.469   0.0   0.0  277
 4.550  272.5  90  27  45  -3.906   0.0   0.0  278
 4.550  275.0  90  27  51   5.469   0.0   0.0  282
 4.550  277.5  90  27  39  -5.469   0.0   0.0  280
 4.550  300.0  90  27  39  -2.344 150.0  30.0  302
 4.550  262.5 -90  27  45   5.469  90.0  30.0  270
 4.550  265.0 -90  27  48  -5.469  90.0  30.0  271
 4.550  267.5 -90  27  45  -5.469 270.0  30.0  274
 4.550  270.0 -90  27  36  -5.469  90.0  30.0  276
 4.550  272.5 -90  27  36  -3.906  90.0  30.0  275
 4.550  275.0 -90  27  42   5.469  30.0  30.0  281
 4.550  297.5 -90  27  36   2.344   0.0   0.0  283
 4.550  322.5 -90  27  42  -5.469  90.0  30.0  312
 4.550  325.0 -90  27  39  -3.906  90.0  30.0  314
 4.600  172.5  90  27  36   0.781 210.0  30.0  185
 4.600  265.0  90  27  51   5.469   0.0   0.0  274
 4.600  267.5  90  27  51   5.469   0.0   0.0  276
 4.600  270.0  90  27  39   5.469  30.0  30.0  275
 4.600  272.5  90  27  45   5.469   0.0   0.0  281
 4.600  275.0  90  27  45  -5.469   0.0   0.0  280
 4.600  277.5  90  27  42  -5.469 210.0  30.0  286
 4.600  280.0  90  27  51  -5.469   0.0   0.0  285
 4.600  285.0  90  27  36   0.781  30.0  30.0  278
 4.600  287.5  90  27  42   0.781 210.0  30.0  273
 4.600  290.0  90  27  42   0.781 210.0  30.0  303
 4.600  292.5  90  27  39   2.344 210.0  30.0  304
 4.600  295.0  90  27  36   2.344 210.0  30.0  306
 4.600  340.0  90  27  36  -3.906 150.0  30.0  344
 4.600  342.5  90  27  36  -2.344 150.0  30.0  346
 4.600  350.0  90  27  36  -2.344 210.0  30.0  339
 4.600  405.0  90  27  36   5.469 210.0  30.0  399
 4.600  265.0 -90  30  45   5.469  90.0  30.0  274
 4.600  267.5 -90  30  45   5.469  90.0  30.0  275
 4.600  275.0 -90  30  39  -5.469  90.0  30.0  281
 4.600  277.5 -90  30  39  -5.469 210.0  30.0  284
 4.600  280.0 -90  30  42  -5.469  90.0  30.0  285
 4.600  285.0 -90  30  39   0.781   0.0   0.0  299
 4.600  287.5 -90  30  39  -2.344 270.0  30.0  273
 4.650  265.0  90  30  48   3.906   0.0   0.0  275
 4.650  267.5  90  30  54   3.906   0.0   0.0  276
 4.650  270.0  90  30  51   5.469   0.0   0.0  277
 4.650  275.0  90  30  48   5.469   0.0   0.0  283
 4.650  277.5  90  30  51   5.469   0.0   0.0  285
 4.650  280.0  90  30  54   5.469   0.0   0.0  287
 4.650  282.5  90  30  42  -5.469   0.0   0.0  289
 4.650  287.5  90  30  42   2.344 210.0  30.0  299
 4.650  290.0  90  30  45   2.344 210.0  30.0  301
 4.650  292.5  90  30  42   2.344 210.0  30.0  304
 4.650  342.5  90  30  39  -2.344 150.0  30.0  350
 4.650  265.0 -90  30  42   3.906  90.0  30.0  274
 4.650  267.5 -90  30  48   3.906 330.0  30.0  272
 4.650  270.0 -90  30  45   5.469  90.0  30.0  277
 4.650  275.0 -90  30  39   5.469  30.0  30.0  283
 4.650  277.5 -90  30  48   5.469 270.0  30.0  285
 4.650  280.0 -90  30  48   5.469  90.0  30.0  287
 4.650  285.0 -90  30  39  -0.781   0.0   0.0  270
 4.700  265.0  90  30  42   5.469   0.0   0.0  273
 4.700  267.5  90  30  51   5.469   0.0   0.0  276
 4.700  270.0  90  30  48   5.469   0.0   0.0  274
 4.700  272.5  90  30  42  -5.469   0.0   0.0  281
 4.700  275.0  90  30  51   5.469   0.0   0.0  282
 4.700  277.5  90  30  54   5.469   0.0   0.0  285
 4.700  280.0  90  30  51   5.469   0.0   0.0  286
 4.700  282.5  90  30  45   5.469   0.0   0.0  291
 4.700  285.0  90  30  42   5.469   0.0   0.0  294
 4.700  287.5  90  30  42   0.781 210.0  30.0  300
 4.700  290.0  90  30  39   3.906 210.0  30.0  299
 4.700  295.0  90  30  39   2.344 210.0  30.0  304
 4.700  297.5  90  30  42   3.906 210.0  30.0  307
 4.700  302.5  90  30  42   3.906 210.0  30.0  312
 4.700  305.0  90  30  39   5.469 210.0  30.0  313
 4.700  347.5  90  30  39  -2.344 210.0  30.0  335
 4.700  350.0  90  30  39  -2.344 150.0  30.0  360
 4.700  267.5 -90  30  45   5.469  90.0  30.0  276
 4.700  270.0 -90  30  42   5.469  90.0  30.0  275
 4.700  275.0 -90  30  42   5.469  90.0  30.0  282
 4.700  277.5 -90  30  48   5.469  90.0  30.0  285
 4.700  280.0 -90  30  42   5.469  90.0  30.0  287
 4.750   85.0  90  27  36  -5.469   0.0   0.0   73
 4.750  267.5  90  27  45  -5.469   0.0   0.0  273
 4.750  270.0  90  27  45   3.906   0.0   0.0  279
 4.750  272.5  90  27  45  -5.469   0.0   0.0  280
 4.750  275.0  90  27  51  -5.469   0.0   0.0  282
 4.750  277.5  90  27  51   5.469   0.0   0.0  284
 4.750  280.0  90  27  48   3.906   0.0   0.0  291
 4.750  282.5  90  27  51  -5.469   0.0   0.0  288
 4.750  285.0  90  27  51  -5.469   0.0   0.0  293
 4.750  287.5  90  27  45   3.906   0.0   0.0  297
 4.750  290.0  90  27  42   2.344 210.0  30.0  301
 4.750  292.5  90  27  36   0.781 210.0  30.0  302
 4.750  310.0  90  27  36  -2.344 150.0  30.0  311
 4.750  317.5  90  27  39   0.781 210.0  30.0  329
 4.750  327.5  90  27  36   2.344 150.0  30.0  329
 4.750  337.5  90  27  36  -5.469   0.0   0.0  347
 4.750  400.0  90  27  39   5.469 210.0  30.0  393
 4.750  402.5  90  27  36  -5.469 210.0  30.0  394
 4.750  552.5  90  27  36   0.781   0.0   0.0  555
 4.750  267.5 -90  27  36  -5.469  90.0  30.0  273
 4.750  270.0 -90  27  39   3.906  90.0  30.0  277
 4.750  272.5 -90  27  36   5.469 270.0  30.0  280
 4.750  275.0 -90  27  42  -5.469  90.0  30.0  281
 4.750  277.5 -90  27  39   5.469  90.0  30.0  283
 4.750  280.0 -90  27  42   3.906  30.0  30.0  290
 4.750  282.5 -90  27  42  -5.469 270.0  30.0  288
 4.750  285.0 -90  27  39   5.469  90.0  30.0  293
 4.750  287.5 -90  27  36   3.906  90.0  30.0  296
 4.750  290.0 -90  27  39   2.344   0.0   0.0  302
 4.750  322.5 -90  27  36  -0.781  90.0  30.0  308
 4.800  270.0  90  30  45  -5.469   0.0   0.0  275
 4.800  272.5  90  30  48  -5.469   0.0   0.0  279
 4.800  275.0  90  30  57  -5.469   0.0   0.0  281
 4.800  277.5  90  30  45   3.906   0.0   0.0  285
 4.800  280.0  90  30  54   5.469   0.0   0.0  288
 4.800  282.5  90  30  51   5.469   0.0   0.0  289
 4.800  285.0  90  30  48   3.906   0.0   0.0  294
 4.800  287.5  90  30  51   5.469   0.0   0.0  296
 4.800  290.0  90  30  51   5.469   0.0   0.0  297
 4.800  270.0 -90  27  36  -5.469  90.0  30.0  273
 4.800  272.5 -90  27  39  -5.469  90.0  30.0  278
 4.800  275.0 -90  27  45  -5.469  90.0  30.0  282
 4.800  277.5 -90  27  39   3.906 270.0  30.0  287
 4.800  280.0 -90  27  45   5.469 330.0  30.0  286
 4.800  282.5 -90  27  39   3.906   0.0   0.0  292
 4.800  285.0 -90  27  36   5.469  30.0  30.0  295
 4.800  287.5 -90  27  39   5.469  30.0  30.0  297
 4.800  290.0 -90  27  39   5.469  90.0  30.0  297
 4.800  330.0 -90  27  36  -2.344  30.0  30.0  317
 4.850  272.5  90  27  42  -5.469   0.0   0.0  279
 4.850  275.0  90  27  45   3.906   0.0   0.0  284
 4.850  277.5  90  27  42   5.469   0.0   0.0  284
 4.850  280.0  90  27  45   5.469   0.0   0.0  287
 4.850  282.5  90  27  45   2.344   0.0   0.0  294
 4.850  285.0  90  27  48   0.781 210.0  30.0  298
 4.850  287.5  90  27  48   2.344 210.0  30.0  297
 4.850  290.0  90  27  45   0.781 210.0  30.0  304
 4.850  292.5  90  27  48   0.781 210.0  30.0  305
 4.850  295.0  90  27  42   5.469   0.0   0.0  302
 4.850  297.5  90  27  36   2.344 210.0  30.0  309
 4.850  305.0  90  27  36   3.906 210.0  30.0  312
 4.850  310.0  90  27  36   5.469 210.0  30.0  321
 4.850  312.5  90  27  39   5.469 210.0  30.0  321
 4.850  397.5  90  27  36  -5.469 210.0  30.0  392
 4.850  400.0  90  27  36  -5.469 210.0  30.0  393
 4.850  272.5 -90  27  36  -5.469  90.0  30.0  277
 4.850  275.0 -90  27  39   5.469  90.0  30.0  283
 4.850  277.5 -90  27  39  -5.469  90.0  30.0  285
 4.850  280.0 -90  27  36  -5.469 270.0  30.0  287
 4.850  282.5 -90  27  42   3.906  90.0  30.0  293
 4.850  285.0 -90  27  36   0.781  30.0  30.0  299
 4.850  287.5 -90  27  42   3.906  90.0  30.0  297
 4.850  290.0 -90  27  36   3.906 330.0  30.0  299
 4.850  292.5 -90  27  39   5.469  90.0  30.0  301
 4.850  295.0 -90  27  39   5.469  90.0  30.0  303
 4.850  317.5 -90  27  36  -3.906  90.0  30.0  305
 4.900  272.5  90  27  42  -5.469   0.0   0.0  280
 4.900  275.0  90  27  45   5.469   0.0   0.0  283
 4.900  277.5  90  27  45   5.469   0.0   0.0  285
 4.900  280.0  90  27  42   5.469   0.0   0.0  286
 4.900  282.5  90  27  42  -5.469   0.0   0.0  289
 4.900  285.0  90  27  39   2.344 270.0  30.0  296
 4.900  287.5  90  27  45   0.781 210.0  30.0  300
 4.900  290.0  90  27  42   3.906 210.0  30.0  299
 4.900  292.5  90  27  42   5.469   0.0   0.0  300
 4.900  295.0  90  27  39   3.906 210.0  30.0  306
 4.900  297.5  90  27  39   2.344 210.0  30.0  308
 4.900  302.5  90  27  36   2.344 210.0  30.0  311
 4.900  305.0  90  27  39   2.344 210.0  30.0  316
 4.900  310.0  90  27  36   2.344 210.0  30.0  321
 4.900  312.5  90  27  36   2.344 210.0  30.0  324
 4.900  402.5  90  27  36   3.906 210.0  30.0  396
 4.900  405.0  90  27  36   5.469 210.0  30.0  397
 4.900  272.5 -90  27  39  -5.469  90.0  30.0  279
 4.900  275.0 -90  27  42   5.469  90.0  30.0  281
 4.900  277.5 -90  27  39   5.469  90.0  30.0  285
 4.900  280.0 -90  27  39   5.469  90.0  30.0  288
 4.900  282.5 -90  27  36  -5.469  90.0  30.0  288
 4.900  285.0 -90  27  39   5.469  90.0  30.0  293
 4.900  287.5 -90  27  42   3.906  90.0  30.0  297
 4.900  290.0 -90  27  42   3.906  90.0  30.0  298
 4.900  292.5 -90  27  42   3.906  90.0  30.0  301
 4.900  297.5 -90  27  36   3.906  90.0  30.0  307
 4.900  317.5 -90  27  36   2.344 210.0  30.0  327
 4.900  322.5 -90  27  36   3.906  90.0  30.0  329
 4.950  275.0  90  27  36   5.469   0.0   0.0  282
 4.950  277.5  90  27  42   5.469   0.0   0.0  285
 4.950  280.0  90  27  36   3.906 270.0  30.0  290
 4.950  285.0  90  27  39  -2.344 210.0  30.0  271
 4.950  287.5  90  27  45   2.344 270.0  30.0  300
 4.950  290.0  90  27  51   3.906   0.0   0.0  299
 4.950  292.5  90  27  45   3.906   0.0   0.0  300
 4.950  295.0  90  27  39  -0.781 210.0  30.0  281
 4.950  297.5  90  27  42  -0.781 210.0  30.0  311
 4.950  300.0  90  27  39   3.906   0.0   0.0  310
 4.950  302.5  90  27  39  -0.781 210.0  30.0  316
 4.950  305.0  90  27  36  -0.781 210.0  30.0  317
 4.950  310.0  90  27  36   2.344 210.0  30.0  323
 4.950  312.5  90  27  42   2.344 210.0  30.0  324
 4.950  407.5  90  27  39   5.469 210.0  30.0  399
 4.950  277.5 -90  27  42   5.469  90.0  30.0  285
 4.950  280.0 -90  27  36   3.906  30.0  30.0  288
 4.950  285.0 -90  27  36   3.906 270.0  30.0  293
 4.950  287.5 -90  27  39   3.906  30.0  30.0  297
 4.950  290.0 -90  27  45   3.906  90.0  30.0  299
 4.950  292.5 -90  27  42   3.906  90.0  30.0  301
 4.950  300.0 -90  27  36   3.906  30.0  30.0  309
 4.950  315.0 -90  27  36   3.906  30.0  30.0  309
 4.950  317.5 -90  27  39   3.906  30.0  30.0  309
 4.950  322.5 -90  27  36   2.344  90.0  30.0  318
 4.950  327.5 -90  27  36  -5.469  90.0  30.0  318
 5.000  277.5  90  27  42   5.469   0.0   0.0  288
 5.000  280.0  90  27  45   5.469   0.0   0.0  288
 5.000  282.5  90  27  48   3.906   0.0   0.0  292
 5.000  285.0  90  27  45   3.906   0.0   0.0  293
 5.000  287.5  90  27  42   3.906 270.0  30.0  298
 5.000  290.0  90  27  42   2.344 210.0  30.0  301
 5.000  292.5  90  27  42   5.469   0.0   0.0  301
 5.000  295.0  90  27  48   3.906   0.0   0.0  304
 5.000  297.5  90  27  48  -0.781 210.0  30.0  283
 5.000  300.0  90  27  45  -0.781 210.0  30.0  314
 5.000  302.5  90  27  45   3.906   0.0   0.0  313
 5.000  305.0  90  27  42   3.906   0.0   0.0  312
 5.000  307.5  90  27  36   0.781 210.0  30.0  320
 5.000  312.5  90  27  36   0.781 150.0  30.0  326
 5.000  315.0  90  27  39   0.781 210.0  30.0  328
 5.000  317.5  90  27  36   2.344 210.0  30.0  328
 5.000  280.0 -90  27  42   5.469  90.0  30.0  290
 5.000  282.5 -90  27  42   3.906  90.0  30.0  292
 5.000  285.0 -90  27  42   3.906 270.0  30.0  294
 5.000  290.0 -90  27  42   3.906 270.0  30.0  299
 5.000  292.5 -90  27  36   5.469  90.0  30.0  300
 5.000  295.0 -90  27  39   3.906  90.0  30.0  304
 5.000  302.5 -90  27  39   3.906  30.0  30.0  313
 5.000  305.0 -90  27  36   3.906  90.0  30.0  313
