Zhong Shan, lat -69.4, lon 76.4, 2012.06.16 (168) 09:56:20, coord GM
The following filter has been applied:
ZenithMax: 40.0 deg
Only O-polarization

     F,kHz      R,km   Zen,deg    Az,deg    Dop,Hz     Error    Amp,dB
      4100     252.0      12.2     254.9    2.7344       9.0      22.5
      4100     252.0       4.0     306.9    2.8646      12.0      37.5
      4100     252.0       5.1     326.5    2.9948      10.0      37.5
      4100     252.0       6.5     292.0    3.2552      13.0      34.5
      4100     252.0       6.4     307.5    3.3854      10.0      33.0
      4100     252.0       7.8     319.0    3.5156      11.0      24.0
      4100     252.0       7.2     304.5    3.6458      12.0      22.5
      4100     255.0       3.3       3.6    1.6927      12.0      15.0
      4100     255.0       5.9       5.2    1.8229       9.0      19.5
      4100     255.0       6.7       1.5    1.9531       5.0      16.5
      4100     255.0       6.5      24.3    2.0833       2.0      16.5
      4100     255.0       4.2      22.0    2.2135       4.0      21.0
      4100     255.0       4.8      23.6    2.3438       8.0      22.5
      4100     255.0       4.9      32.7    2.4740       9.0      22.5
      4100     255.0       2.7      24.7    2.6042       9.0      24.0
      4100     255.0       1.8     271.0    2.8646      14.0      27.0
      4100     255.0       1.3     247.0    2.9948       6.0      22.5
      4100     255.0       3.7     249.9    3.1250      22.0      22.5
      4100     255.0       5.5     277.0    3.2552      18.0      27.0
      4100     255.0       6.4     286.2    3.3854      15.0      24.0
      4100     255.0       5.5     292.0    3.5156      12.0      21.0
      4100     255.0       5.2     289.1    3.6458      10.0      18.0
      4100     255.0       7.2     281.5    3.7760       4.0      13.5
      4100     255.0       6.2     310.4    4.0365       5.0      12.0
      4100     255.0       6.6     304.7    4.1667      11.0      12.0
      4100     257.0       2.5      19.0    2.4740      11.0      13.5
      4100     257.0       2.5      25.0    2.6042       8.0      15.0
      4100     257.0       6.4      92.8    2.7344      11.0      16.5
      4100     257.0       7.8      92.4    2.8646      15.0      16.5
      4100     257.0      12.5     175.2    2.9948      10.0      16.5
      4100     257.0       7.4     179.1    3.1250      10.0      21.0
      4100     257.0       7.2     161.4    3.2552      11.0      21.0
      4100     257.0       6.3     162.1    3.3854       8.0      22.5
      4100     257.0       3.4     186.4    3.5156       7.0      21.0
      4100     257.0       5.2     297.7    3.6458      11.0      13.5
      4150     250.0       5.5      -7.6    2.3438      10.0      13.5
      4150     250.0       7.1     -15.5    2.4740      11.0      16.5
      4150     250.0       8.9     333.4    2.6042      14.0      15.0
      4150     252.0       3.0      -9.0    2.2135      15.0      13.5
      4150     252.0       3.4       6.4    2.3438      13.0      21.0
      4150     252.0       3.7     -17.3    2.4740      14.0      24.0
      4150     252.0       5.2     328.9    2.6042      14.0      21.0
      4150     252.0       5.1     316.0    2.7344      11.0      21.0
      4150     252.0       5.5     315.6    2.8646      13.0      21.0
      4150     252.0       5.7     301.3    2.9948      12.0      25.5
      4150     252.0       5.9     290.7    3.1250      13.0      22.5
      4150     255.0       3.0     323.0    2.4740      16.0      15.0
      4150     255.0       6.5     302.4    2.6042      13.0      13.5
      4150     255.0       2.5     319.9    2.7344      13.0      21.0
      4150     255.0       2.1     306.0    2.8646      14.0      22.5
      4150     255.0       2.5     264.1    2.9948      12.0      19.5
      4150     255.0       2.2     -23.0    3.1250      13.0      15.0
      4150     257.0       4.5      12.0    1.9531      14.0      12.0
      4150     257.0       6.4       0.6    2.0833      13.0      12.0
      4150     257.0       0.7     123.3    2.7344      11.0      16.5
      4150     257.0       1.7     169.5    2.8646      11.0      19.5
      4150     257.0       3.4     206.4    2.9948      13.0      15.0
      4150     257.0       4.1     211.2    3.1250      11.0      16.5
      4150     257.0       3.5     204.1    3.2552       8.0      18.0
      4150     257.0       3.8     218.0    3.3854      10.0      15.0
      4150     260.0       7.1     140.5    2.8646      10.0      13.5
      4150     260.0       6.8     138.1    2.9948      16.0      16.5
      4150     260.0       4.6     159.3    3.1250      19.0      13.5
      4150     260.0       6.0     169.3    3.2552      10.0      21.0
      4150     260.0       7.0     178.8    3.3854      12.0      22.5
      4150     260.0       8.5     186.9    3.5156      14.0      21.0
      4150     260.0      11.0     189.6    3.6458      12.0      18.0
      4150     260.0      13.0     182.5    3.7760      11.0      12.0
      4150     260.0      16.0     174.0    4.2969       5.0      13.5
      4150     260.0      15.1     182.6    4.4271       4.0      13.5
      4200     260.0       5.0     121.0    2.6042      10.0      16.5
      4200     260.0       4.6     107.1    2.7344      11.0      19.5
      4200     260.0       5.1      92.6    2.8646      11.0      15.0
      4200     260.0       5.6      90.2    2.9948      14.0      12.0
      4200     260.0       6.7     150.7    3.1250      11.0      21.0
      4200     260.0       6.5     160.3    3.2552      12.0      25.5
      4200     260.0       3.8     143.0    3.3854      13.0      18.0
      4200     260.0      10.2     190.1    3.5156      10.0      18.0
      4200     260.0       8.4     190.3    3.6458      12.0      19.5
      4200     260.0      10.4     188.1    3.7760      10.0      15.0
      4200     262.0       5.1     144.5    2.7344       3.0      12.0
      4200     262.0       6.3     141.8    2.8646      11.0      16.5
      4200     262.0       7.2     124.5    2.9948      14.0      15.0
      4200     262.0       5.5     172.4    3.1250       4.0      12.0
      4200     262.0      11.3     198.0    3.3854      16.0      18.0
      4200     262.0       9.8     198.2    3.5156      13.0      19.5
      4200     262.0       8.4     229.0    3.6458      11.0      12.0
      4200     262.0      14.3     184.9    3.7760      12.0      18.0
      4200     262.0      17.5     170.0    3.9063      10.0      13.5
      4200     262.0      17.9     177.1    4.1667      11.0      15.0
      4200     262.0      16.7     180.7    4.2969      10.0      19.5
      4200     262.0      16.9     183.3    4.4271      12.0      19.5
      4200     262.0      17.9     184.4    4.5573      16.0      13.5
      4200     265.0       9.9     189.8    3.5156      13.0      16.5
      4200     265.0       8.6     202.0    3.6458      14.0      12.0
      4200     267.0      12.8      88.3    2.0833      16.0      16.5
      4200     267.0      12.8      86.5    2.2135       9.0      16.5
      4200     267.0      10.6      89.6    2.3438       7.0      13.5
      4200     270.0      11.6      82.8    1.9531      17.0      21.0
      4200     270.0      12.4      83.5    2.0833      16.0      25.5
      4200     270.0      12.4      83.5    2.2135      14.0      25.5
      4200     270.0      10.7      76.0    2.3438      15.0      21.0
      4200     270.0      11.0      79.6    2.4740      17.0      16.5
      4200     272.0       9.8      85.8    1.9531      15.0      13.5
      4200     272.0      10.2      83.8    2.0833      16.0      16.5
      4200     272.0      12.9      89.9    2.2135      10.0      12.0
      4200     272.0      17.1     128.2    3.3854      14.0      16.5
      4200     272.0      17.6     127.7    3.5156      13.0      15.0
      4200     275.0      18.3     108.7    2.6042      12.0      12.0
      4200     275.0      14.9     114.5    2.7344      15.0      15.0
      4200     275.0      19.3     116.3    2.9948      12.0      16.5
      4200     275.0      17.3     117.3    3.1250      12.0      19.5
      4200     275.0      15.4     132.0    3.2552      18.0      15.0
      4200     275.0      16.8     126.2    3.3854      18.0      19.5
      4200     275.0      17.1     125.4    3.5156      19.0      16.5
      4250     252.0       5.6     329.4    2.2135      11.0      12.0
      4250     252.0       7.5     -13.1    2.3438      11.0      18.0
      4250     252.0       8.8      -8.4    2.4740       8.0      16.5
      4250     252.0       6.4     325.4    2.7344       7.0      18.0
      4250     255.0       3.9       2.4    2.2135      14.0      19.5
      4250     255.0       7.5      -5.9    2.3438      12.0      21.0
      4250     255.0       8.6     -16.8    2.4740       7.0      25.5
      4250     255.0      15.4     -11.1    2.6042       4.0      15.0
      4250     255.0       5.0     328.6    2.7344       9.0      19.5
      4250     255.0       4.7     277.6    2.8646      11.0      16.5
      4250     255.0       9.8     301.2    2.9948      14.0      13.5
      4250     255.0       7.7     293.0    3.1250       6.0      22.5
      4250     257.0       6.8     292.0    2.9948      10.0      22.5
      4250     257.0       9.0     300.4    3.1250       5.0      19.5
      4250     260.0       5.3     123.3    2.6042      16.0      13.5
      4250     260.0       5.9     115.8    2.7344      13.0      18.0
      4250     260.0       6.0     129.7    2.8646      12.0      18.0
      4250     260.0       6.4     143.8    2.9948       7.0      15.0
      4250     260.0       5.5     143.4    3.1250      11.0      13.5
      4250     260.0       6.2     169.0    3.2552      11.0      19.5
      4250     260.0       8.2     179.5    3.3854      14.0      19.5
      4250     262.0       7.5     197.0    3.3854      13.0      24.0
      4250     262.0       7.7     187.3    3.5156      11.0      24.0
      4250     262.0       9.1     190.4    3.6458      10.0      21.0
      4250     262.0      10.1     193.0    3.7760      12.0      15.0
      4250     262.0      16.7     178.7    4.1667      14.0      13.5
      4250     262.0      16.7     178.7    4.2969      10.0      18.0
      4250     262.0      17.8     177.4    4.4271      14.0      18.0
      4250     262.0      18.5     175.3    4.5573      17.0      15.0
      4000     242.0       0.9     103.9    2.2135      10.0      12.0
      4000     242.0       3.1     160.4    2.3438      10.0      12.0
      4000     247.0       1.7     265.4    2.6042      14.0      15.0
      4000     247.0       2.8     254.6    2.7344      15.0      13.5
      4000     250.0      11.7     322.3    2.2135       4.0      12.0
      4000     250.0       7.0     -18.5    2.3438       6.0      13.5
      4000     250.0       5.9     335.2    2.4740      13.0      27.0
      4000     250.0       5.6     327.5    2.6042      13.0      33.0
      4000     250.0       4.1     310.4    2.7344      12.0      30.0
      4000     250.0       3.9     278.4    2.8646      11.0      19.5
      4000     250.0       6.5     311.9    2.9948      12.0      25.5
      4000     250.0       6.0     309.7    3.1250      11.0      21.0
      4000     250.0       5.3     303.3    3.2552      15.0      16.5
      4000     250.0       6.5     306.0    3.3854      11.0      13.5
      4000     250.0       4.5     285.3    3.5156      15.0      12.0
      4000     252.0       4.4     295.4    1.1719       8.0      12.0
      4000     252.0       3.6     306.5    1.3021      18.0      15.0
      4000     252.0       2.3     308.4    1.4323      17.0      15.0
      4000     252.0       1.6     310.4    1.5625      11.0      16.5
      4000     252.0       3.1      38.9    1.6927       6.0      13.5
      4000     252.0       6.5     -21.4    1.8229       6.0      15.0
      4000     252.0       5.9       1.2    1.9531       9.0      16.5
      4000     252.0       6.3      -7.7    2.0833      10.0      22.5
      4000     252.0       7.2     -20.1    2.2135      13.0      27.0
      4000     252.0       7.3     -15.7    2.3438      14.0      28.5
      4000     252.0       5.4     -15.1    2.4740      13.0      36.0
      4000     252.0       5.0     -23.0    2.6042      13.0      43.5
      4000     252.0       4.5     327.5    2.7344      13.0      42.0
      4000     252.0       6.0     309.7    2.8646      13.0      34.5
      4000     252.0       6.3     321.8    2.9948      15.0      36.0
      4000     252.0       3.9     305.6    3.1250      13.0      34.5
      4000     252.0       3.4     276.4    3.2552      14.0      30.0
      4000     252.0       8.7     315.9    3.3854      19.0      15.0
      4000     252.0       3.5     311.8    3.5156      14.0      19.5
      4000     252.0       5.1     303.9    3.6458      13.0      18.0
      4000     252.0       3.4     276.4    3.7760      12.0      18.0
      4000     255.0      10.1       0.8    1.5625      17.0      15.0
      4000     255.0       8.4       3.0    1.6927      14.0      18.0
      4000     255.0       7.4      11.9    1.8229      13.0      22.5
      4000     255.0       7.1      17.8    1.9531      13.0      30.0
      4000     255.0       6.7      20.9    2.0833      14.0      33.0
      4000     255.0       6.4      23.2    2.2135      13.0      27.0
      4000     255.0       9.9     -14.4    2.3438      14.0      22.5
      4000     255.0       3.4      13.3    2.6042      13.0      30.0
      4000     255.0       5.4     331.1    2.7344      12.0      30.0
      4000     255.0       6.6     304.7    2.8646      14.0      28.5
      4000     255.0       5.0     328.6    2.9948      17.0      28.5
      4000     255.0       2.1     321.8    3.1250      10.0      27.0
      4000     255.0       2.5     273.6    3.2552      11.0      27.0
      4000     255.0       5.5     277.0    3.3854      11.0      18.0
      4000     255.0       6.7     250.2    3.5156      13.0      21.0
      4000     255.0       7.4     258.6    3.6458      15.0      21.0
      4000     255.0       4.8     247.0    3.7760      12.0      16.5
      4000     255.0       4.6     240.2    3.9063      14.0      15.0
      4000     257.0       6.1      14.6    1.8229      17.0      13.5
      4000     257.0       7.6      22.0    1.9531      12.0      19.5
      4000     257.0       7.3      20.0    2.0833      10.0      22.5
      4000     257.0       6.9      16.6    2.2135      12.0      15.0
      4000     257.0       6.5     163.5    2.3438      16.0      12.0
      4000     257.0       7.6     155.6    2.4740      11.0      15.0
      4000     257.0      16.0     145.6    2.6042       6.0      12.0
      4000     257.0      13.9     138.3    2.7344      17.0      19.5
      4000     257.0       9.0     128.9    2.8646      16.0      24.0
      4000     257.0       7.4     130.4    2.9948      13.0      24.0
      4000     257.0       8.1     153.1    3.1250      14.0      24.0
      4000     257.0      10.3     196.2    3.2552      19.0      21.0
      4000     257.0       7.5     184.8    3.3854      13.0      21.0
      4000     257.0      12.3     240.1    3.5156      13.0      15.0
      4000     257.0       7.6     234.3    3.6458      14.0      19.5
      4000     260.0       5.9     151.7    2.3438      18.0      13.5
      4000     260.0       8.5     162.0    2.4740      14.0      16.5
      4000     260.0       8.7     145.9    2.6042      10.0      22.5
      4000     260.0       8.6     138.2    2.7344      12.0      27.0
      4000     260.0       9.3     143.2    2.8646      14.0      27.0
      4000     260.0      10.8     152.1    2.9948      15.0      24.0
      4000     260.0      11.0     162.8    3.1250      16.0      25.5
      4000     260.0       8.4     187.5    3.2552      14.0      27.0
      4000     260.0       9.6     188.5    3.3854      17.0      27.0
      4000     260.0      11.3     171.3    3.5156      16.0      27.0
      4000     260.0      11.1     172.4    3.6458      15.0      22.5
      4000     260.0      13.5     196.4    3.7760      15.0      24.0
      4000     260.0      14.6     199.4    3.9063      14.0      22.5
      4000     260.0      17.4     185.2    4.0365      15.0      19.5
      4000     260.0      19.2     168.9    4.1667      12.0      19.5
      4000     260.0      16.2     175.9    4.2969      11.0      21.0
      4000     260.0      16.6     176.1    4.4271      13.0      22.5
      4000     260.0      17.3     176.6    4.5573      14.0      24.0
      4000     260.0      16.0     178.2    4.6875      14.0      21.0
      4000     260.0      16.7     185.0    4.8177      13.0      16.5
      4000     260.0      20.6     180.8    4.9479       9.0      13.5
      4050     250.0       4.1     334.4    2.4740      11.0      21.0
      4050     250.0       3.6     325.1    2.6042      11.0      25.5
      4050     250.0       1.7     228.6    2.7344      13.0      18.0
      4050     250.0       8.9     309.9    2.8646      11.0      21.0
      4050     250.0       6.4     311.2    2.9948      12.0      21.0
      4050     252.0       4.6     320.7    2.0833      15.0      19.5
      4050     252.0       6.9     332.4    2.2135      16.0      25.5
      4050     252.0       7.2     -23.0    2.3438      15.0      24.0
      4050     252.0       4.1     -20.4    2.4740      13.0      33.0
      4050     252.0       4.1     329.2    2.6042      13.0      40.5
      4050     252.0       3.4     321.5    2.7344      12.0      40.5
      4050     252.0       3.6     302.5    2.8646      12.0      39.0
      4050     252.0       3.4     292.0    2.9948      10.0      39.0
      4050     252.0       2.2     282.0    3.1250      11.0      27.0
      4050     252.0       5.2     281.8    3.2552      10.0      24.0
      4050     255.0       4.4      34.0    1.4323      18.0      16.5
      4050     255.0       6.4      33.8    1.5625      12.0      19.5
      4050     255.0       4.4      25.4    1.6927      11.0      21.0
      4050     255.0       5.2      19.1    1.8229      11.0      24.0
      4050     255.0       6.9      20.9    1.9531      12.0      30.0
      4050     255.0       7.6      18.1    2.0833      12.0      30.0
      4050     255.0       8.1     -12.5    2.2135      13.0      22.5
      4050     255.0       2.4     251.4    2.3438      17.0      18.0
      4050     255.0       5.8     318.6    2.4740      15.0      27.0
      4050     255.0       4.8     314.4    2.6042      15.0      31.5
      4050     255.0       3.3     280.7    2.7344      15.0      31.5
      4050     255.0       3.1     247.0    2.8646      11.0      34.5
      4050     255.0       2.8     243.2    2.9948       9.0      36.0
      4050     255.0       3.0     250.6    3.1250       7.0      27.0
      4050     255.0       6.9     275.6    3.2552      13.0      27.0
      4050     255.0       5.0     268.8    3.3854      13.0      21.0
      4050     257.0       5.2      32.2    1.4323      16.0      12.0
      4050     257.0       8.2      24.7    1.5625      16.0      12.0
      4050     257.0       7.0      12.4    1.6927      14.0      15.0
      4050     257.0       6.6      15.2    1.8229      10.0      18.0
      4050     257.0       7.8      20.1    1.9531      12.0      25.5
      4050     257.0       9.2      13.9    2.0833      12.0      25.5
      4050     257.0       4.8      39.5    2.3438      10.0      18.0
      4050     257.0       3.7      69.9    2.4740      16.0      18.0
      4050     257.0       4.6      81.0    2.6042      19.0      21.0
      4050     257.0       4.3      74.4    2.7344      17.0      19.5
      4050     257.0       0.7     190.7    2.9948      13.0      24.0
      4050     257.0       3.1     202.0    3.1250      13.0      22.5
      4050     257.0       5.1     203.5    3.2552      12.0      28.5
      4050     257.0       5.0     196.0    3.3854      12.0      30.0
      4050     257.0       4.9     217.5    3.5156      11.0      24.0
      4050     257.0       6.6     195.2    3.7760      15.0      19.5
      4050     257.0       6.7     196.4    3.9063      15.0      16.5
      4050     260.0      12.5     113.8    2.3438      10.0      15.0
      4050     260.0       9.7     120.6    2.4740      10.0      18.0
      4050     260.0       8.0     143.6    2.6042      15.0      21.0
      4050     260.0       9.3     129.9    2.7344      13.0      24.0
      4050     260.0       7.5     129.2    2.8646      10.0      21.0
      4050     260.0       7.5     174.1    2.9948      13.0      22.5
      4050     260.0       6.8     171.0    3.1250      15.0      28.5
      4050     260.0       6.9     163.2    3.2552      15.0      30.0
      4050     260.0       7.9     166.5    3.3854      17.0      27.0
      4050     260.0       7.5     193.0    3.5156      18.0      24.0
      4050     260.0       8.9     242.2    3.6458      10.0      13.5
      4050     260.0       9.7     193.4    3.7760      12.0      28.5
      4050     260.0      10.1     195.3    3.9063      13.0      28.5
      4050     260.0      11.4     185.2    4.0365      11.0      24.0
      4050     260.0      16.0     174.0    4.1667      11.0      24.0
      4050     260.0      15.9     179.1    4.2969      13.0      24.0
      4050     260.0      15.5     177.4    4.4271      14.0      24.0
      4050     260.0      15.2     177.9    4.5573      13.0      22.5
      4050     260.0      14.7     181.6    4.6875      10.0      15.0
      4050     260.0      14.8     161.4    4.8177      18.0      13.5
      4050     260.0      13.5     173.0    4.9479      13.0      16.5
      4100     250.0       3.3     330.7    2.6042      16.0      16.5
      4100     250.0       4.3     311.5    2.7344      11.0      16.5
      4100     250.0       3.7     287.9    2.8646       9.0      15.0
      4100     250.0       1.5     254.1    2.9948      17.0      15.0
      4100     252.0       8.5     333.3    1.8229       7.0      13.5
      4100     252.0       5.0     -18.8    1.9531      17.0      12.0
      4100     252.0       5.5     -19.2    2.0833       6.0      15.0
      4100     252.0       8.1     -19.1    2.2135       8.0      21.0
      4100     252.0       4.6     -20.7    2.3438      11.0      27.0
      4100     252.0       4.4     -23.0    2.4740      12.0      27.0
      4100     252.0      13.8     333.1    2.6042       8.0      19.5
      4100     252.0       5.3     316.7    2.7344      11.0      34.5
      4100     252.0       4.0     306.9    2.8646      11.0      37.5
      4100     252.0       4.7     316.5    2.9948      12.0      28.5
      4100     252.0       8.2     301.2    3.1250      12.0      18.0
      4100     252.0       9.8     295.8    3.2552      15.0      15.0
      4100     252.0       9.4     315.0    3.3854      22.0      12.0
      4100     252.0       7.7     321.6    3.5156      19.0      13.5
      4100     255.0       5.2     -14.9    1.4323      14.0      18.0
      4100     255.0       5.1      -8.5    1.5625      17.0      19.5
      4100     255.0       8.6      -0.3    1.8229      13.0      21.0
      4100     255.0      10.0      14.5    1.9531      13.0      25.5
      4100     255.0      10.0       8.3    2.0833      14.0      24.0
      4100     255.0      10.1     -10.2    2.2135      14.0      22.5
      4100     255.0       1.9     331.3    2.3438      11.0      27.0
      4100     255.0       3.3     330.7    2.4740      11.0      34.5
      4100     255.0       4.5     325.2    2.6042      12.0      34.5
      4100     255.0       3.8     308.0    2.7344      11.0      39.0
      4100     255.0       4.3     297.2    2.8646      11.0      37.5
      4100     255.0       1.9     230.3    2.9948       2.0      25.5
      4100     255.0      11.8     306.8    3.1250      16.0      19.5
      4100     255.0       4.2     302.6    3.2552      13.0      21.0
      4100     255.0       3.1     292.0    3.3854      13.0      22.5
      4100     257.0       8.7       9.0    1.9531      14.0      25.5
      4100     257.0       5.9      18.2    2.0833      14.0      25.5
      4100     257.0       4.1      85.4    2.2135      19.0      15.0
      4100     257.0       2.3     323.0    2.4740      22.0      18.0
      4100     257.0       1.1      76.5    2.6042      13.0      24.0
      4100     257.0       1.0     292.0    2.7344      15.0      24.0
      4100     257.0       8.0     125.1    2.8646       3.0      25.5
      4100     257.0       5.1     126.8    2.9948       8.0      30.0
      4100     257.0       4.3     196.8    3.1250      11.0      30.0
      4100     257.0       5.6     162.7    3.2552      11.0      27.0
      4100     257.0       3.5     208.3    3.3854      14.0      25.5
      4100     257.0       5.0     253.3    3.5156      11.0      21.0
      4100     257.0       5.6     166.5    3.7760      14.0      15.0
      4100     257.0       5.2     159.1    3.9063      14.0      13.5
      4100     260.0       2.6     181.8    1.6927       3.0      12.0
      4100     260.0       3.7     107.9    1.8229       8.0      15.0
      4100     260.0       5.5      86.7    1.9531      12.0      15.0
      4100     260.0       6.7     153.8    2.0833      14.0      12.0
      4100     260.0      11.1     171.5    2.2135       6.0      13.5
      4100     260.0      10.9     165.8    2.3438      11.0      18.0
      4100     260.0      12.6     166.3    2.4740      13.0      16.5
      4100     260.0      13.5     141.1    2.6042      15.0      16.5
      4100     260.0       9.2     157.0    2.7344      11.0      24.0
      4100     260.0       6.1     160.5    2.8646      10.0      30.0
      4100     260.0       5.6     166.5    2.9948      11.0      30.0
      4100     260.0       7.0     186.9    3.1250      11.0      28.5
      4100     260.0       9.4     200.4    3.2552      11.0      25.5
      4100     260.0       9.8     202.8    3.3854      15.0      25.5
      4100     260.0      10.5     186.8    3.5156      14.0      28.5
      4100     260.0      12.3     185.9    3.6458      14.0      28.5
      4100     260.0      12.2     188.3    3.7760      13.0      28.5
      4100     260.0      11.7     189.7    3.9063      13.0      28.5
      4100     260.0      11.4     184.0    4.0365      12.0      21.0
      4100     260.0      17.2     176.0    4.1667      13.0      15.0
      4100     260.0      16.4     181.2    4.2969      17.0      18.0
      4100     260.0      15.7     175.0    4.4271      15.0      18.0
      4100     260.0      17.2     172.1    4.5573      13.0      15.0
      4100     260.0      16.8     174.4    4.6875      15.0      15.0
      4150     262.0       5.2     207.7    3.2552       2.0      15.0
      4150     262.0       7.7     181.1    3.3854      10.0      21.0
      4150     262.0       8.3     191.1    3.5156      13.0      19.5
      4150     262.0      15.9     177.6    4.1667      12.0      13.5
      4150     262.0      14.8     176.1    4.2969       6.0      16.5
      4150     262.0      15.8     169.2    4.4271       5.0      15.0
      4150     262.0      14.2     173.8    4.6875      11.0      12.0
      4150     265.0       8.7     178.1    3.3854      12.0      15.0
      4150     265.0       7.5     178.5    3.5156      10.0      13.5
      4150     265.0      19.4     175.6    4.5573      12.0      13.5
      4150     265.0      18.4     177.8    4.6875      10.0      16.5
      4150     267.0      17.0     155.7    4.4271      11.0      13.5
      4150     267.0      17.8     161.8    4.5573       9.0      15.0
      4150     267.0      18.5     172.3    4.8177       8.0      12.0
      4150     267.0      19.1     168.3    4.9479      15.0      13.5
      4150     272.0      16.9     106.2    2.7344      10.0      12.0
      4150     272.0      17.6     111.6    2.8646      14.0      16.5
      4150     272.0      16.7     114.7    2.9948      14.0      16.5
      4150     272.0      16.1     123.3    3.2552      12.0      12.0
      4150     272.0      16.7     121.5    3.3854      13.0      16.5
      4150     275.0      16.5     109.7    2.7344      22.0      18.0
      4150     275.0      15.8     111.1    2.8646      17.0      25.5
      4150     275.0      15.6     113.0    2.9948      16.0      24.0
      4150     275.0      14.6     115.6    3.1250      10.0      13.5
      4200     252.0       9.2     -14.9    2.0833      14.0      15.0
      4200     252.0       9.0     -12.4    2.2135      12.0      15.0
      4200     252.0       6.8      -9.0    2.3438       7.0      15.0
      4200     252.0       5.0     334.9    2.4740      10.0      19.5
      4200     252.0       5.4     314.8    2.6042       8.0      16.5
      4200     255.0       6.6     -10.1    2.0833      11.0      15.0
      4200     255.0       7.5     -11.7    2.2135       7.0      16.5
      4200     255.0       4.8     -16.4    2.3438       4.0      18.0
      4200     255.0       4.1     329.2    2.4740       9.0      21.0
      4200     255.0       4.3     329.6    2.6042      12.0      22.5
      4200     255.0       3.2     -13.0    2.7344      14.0      12.0
      4200     255.0       4.1     326.7    2.8646      11.0      16.5
      4200     257.0       5.0      19.0    1.8229      14.0      15.0
      4200     257.0       4.8      26.6    1.9531      14.0      16.5
      4200     257.0       4.3     332.0    2.4740       8.0      16.5
      4200     257.0       3.2     -16.3    2.6042       9.0      16.5
      4200     257.0       4.6     159.3    2.8646      12.0      16.5
      4200     257.0       2.0     241.8    2.9948      14.0      19.5
      4200     260.0       6.3     116.8    2.4740      18.0      15.0
      4200     260.0       5.9     113.3    2.6042      18.0      16.5
      4200     260.0       4.7     126.4    2.7344      12.0      12.0
      4200     260.0       8.6     121.6    2.8646      16.0      15.0
      4200     260.0       9.2     140.7    2.9948      20.0      13.5
      4250     255.0      11.4     -14.6    2.0833      11.0      12.0
      4250     255.0       7.6     -20.2    2.2135       5.0      15.0
      4250     255.0       3.7     328.5    2.3438       9.0      21.0
      4250     255.0       3.2     327.0    2.4740      10.0      22.5
      4250     255.0       1.7     -10.5    2.6042       0.0      12.0
      4250     255.0       5.9     295.8    2.8646       3.0      13.5
      4250     255.0       2.5     301.0    2.9948       9.0      12.0
      4250     257.0       5.7     -23.0    2.2135       6.0      16.5
      4250     257.0       5.9     316.9    2.3438       4.0      18.0
      4250     257.0       4.4     332.2    2.4740       7.0      22.5
      4250     257.0       1.5      67.0    2.6042       3.0      18.0
      4250     257.0       4.4     304.0    2.7344       7.0      19.5
      4250     257.0       5.3     300.5    2.8646       2.0      19.5
      4250     260.0       8.1      16.5    1.8229      16.0      13.5
      4250     260.0       8.9      18.6    1.9531      18.0      12.0
      4250     260.0       2.9      93.6    2.6042      13.0      16.5
      4250     260.0       0.7     123.3    2.7344      19.0      15.0
      4250     260.0       4.6     133.5    2.8646      16.0      19.5
      4250     260.0       4.0     126.9    2.9948      10.0      13.5
      4250     262.0       4.4     112.0    2.4740      16.0      12.0
      4250     262.0       6.8     112.0    2.7344       5.0      13.5
      4250     262.0       4.9     119.7    2.8646       4.0      16.5
      4250     262.0       6.0     178.8    3.1250      13.0      16.5
      4250     262.0      14.1     173.1    4.0365      10.0      13.5
      4250     262.0      14.0     176.4    4.1667      12.0      19.5
      4250     262.0      14.1     179.5    4.2969      13.0      18.0
      4250     265.0       7.4      98.7    2.0833      22.0      12.0
      4250     265.0       7.7     114.9    2.2135      15.0      15.0
      4250     265.0       8.5     129.9    2.3438       9.0      12.0
      4250     265.0       8.5     184.1    3.5156       9.0      12.0
      4250     265.0      12.3     163.1    3.6458      10.0      15.0
      4250     265.0      13.7     164.0    3.7760      12.0      15.0
      4250     265.0      17.0     173.6    3.9063      11.0      12.0
      4250     265.0      15.1     175.7    4.0365      12.0      19.5
      4250     265.0      14.5     175.7    4.1667      12.0      24.0
      4250     265.0      14.6     176.4    4.2969      11.0      19.5
      4250     265.0      17.1     175.4    4.5573      15.0      12.0
      4250     267.0      19.2     171.7    4.2969      14.0      13.5
      4250     267.0      22.8     163.2    4.4271      17.0      12.0
      4250     267.0      21.2     180.6    4.6875      12.0      15.0
      4250     267.0      21.0     179.7    4.8177      14.0      18.0
      4250     267.0      21.6     186.3    4.9479      22.0      13.5
      4250     270.0      20.1     183.1    4.8177      12.0      15.0
      4250     272.0      10.2      87.1    2.0833      13.0      16.5
      4250     272.0       9.6      81.6    2.2135      14.0      12.0
      4000     250.0       1.6     316.5    2.9948       8.0      13.5
      4000     250.0       4.4     261.6    3.1250      14.0      16.5
      4000     250.0       4.8     279.5    3.2552      11.0      15.0
      4000     252.0       5.6     309.6    2.0833      11.0      13.5
      4000     252.0       2.4     314.4    2.2135      16.0      19.5
      4000     252.0       5.7     318.0    2.3438      15.0      19.5
      4000     252.0      10.4     -16.9    2.4740      16.0      21.0
      4000     252.0       6.0     -12.4    2.6042      14.0      31.5
      4000     252.0       6.8      -5.5    2.7344      15.0      31.5
      4000     252.0       3.9     278.4    2.8646      12.0      31.5
      4000     252.0       5.1     303.9    2.9948      14.0      39.0
