#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           WIND> Solar Wind Parameters
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     WIND>Wind Interplanetary Plasma Laboratory
#     DESCRIPTOR                      SWE>Solar Wind Experiment
#     DATA_TYPE                       K0>Key Parameter
#     DATA_VERSION                    1
#     TEXT                            SWE, a comprehensive plasma instrument for the WIND spacecraft, K.W.
#                                     Ogilvie, et al., Space Sci. Rev., 71, 55-77, 1995
#                                     
#                                     USE OF THE QUALITY VARIABLES:
#                                     
#                                     *** Good data is indicated by a quality flag of 0. ***
#                                     The quality flags for each parameter are given as integers 4 bytes
#                                     long (integer*4).  The individual 'bits' for each quality value are set
#                                     (or cleared) in the analysis code by adding (or subtracting) a power of
#                                     2 as follows:
#                                     To set the 1st bit, add 1.
#                                     To set the 2nd bit, add 2,
#                                     To set the 3rd bit, add 4,
#                                     To set the 4th bit, add 8, and so on.
#                                     
#                                     BIT  TO_SET_BIT     MEANING
#                                     1    +1         = 3 point parabolic fits to proton peaks were not attempted.
#                                     2    +2         = non-linear least squares fit was not attempted.
#                                     3    +4         = 3 point parabolic fits to proton peaks FAILED.
#                                     4    +8         = non-linear least squares fit FAILED.
#                                     
#                                     See http://cdaweb.gsfc.nasa.gov/wind_swe_quality.html
#                                     For the complete guide to the quality flag values.
#                                     
#     MODS                            12/28/94, 3/4/96, by Alan J. Lazarus John T. Steinberg Daniel B. Berdichevsky.
#                                     Skeleton TABLE for plasma CDF SWE keyparameters, dbb, Jan., 1994.
#                                     Instr. qual. flags validmax setequal to +2147483647, 12/94. Qual. flags format                         
#                                      changed to compatible values with new validmax, jts and ajl, 12/94.                                   
#                                     Processing with instrument science modes 2 and 11 added, jts and dbb, 10/27/95.                        
#                                      DICT_KEYs added ajl, 3/4/96.                                                                          
#     ADID_REF                        NSSD0138
#     LOGICAL_FILE_ID                 WI_K0_SWE_00000000_V01
#     LOGICAL_SOURCE                  WI_K0_SWE
#     LOGICAL_SOURCE_DESCRIPTION      Wind SWE (Solar Wind Experiment), Key Parameters
#     PI_NAME                         K. Ogilvie
#     PI_AFFILIATION                  NASA GSFC
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#     LINK_TEXT                       Wind SWE
#     LINK_TITLE                      Home Page
#     HTTP_LINK                       http://web.mit.edu/afs/athena/org/s/space/www/wind.html
#     NSSDC_ID                        sphe-00752
#     ALT_LOGICAL_SOURCE              Wind_SWE_Ion-Moments-Key-Parameters-K0_92sec_cdf
#     MISSION_GROUP                   Wind
#                                     !___Interplanetary Data near 1 AU
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, centered, in NSSDC Epoch
#  2. Solar Wind Proton Number Density, scalar (linear)
#  3. Ion Dynamic Pressure (derived from mNV^2), scalar
#  4. 1/2 time interval to collect data for parameters
#  5. Solar Wind Velocity in GSM coord., 3 comp.
#
EPOCH                          ION_NP  ION_PRESSURE      DEL_TIME      VX_(GSM)      VY_(GSM)      VZ_(GSM)
                                                                         (@_x_)        (@_y_)        (@_z_)
dd-mm-yyyy hh:mm:ss.ms           #/cc           nPa            ms          km/s          km/s          km/s
16-06-2012 11:29:31.296       12.4456       3.22318       16058.5      -390.243      -11.1657       49.2291
16-06-2012 11:31:12.718       11.5754       3.16422       13095.6      -403.746      -5.81383       19.6961
16-06-2012 11:32:47.835       10.9175       2.93683       6959.30      -399.140      -5.34672       38.5541
16-06-2012 11:34:21.414       12.0267       3.12919       14629.8      -392.857      -9.36136       33.6808
16-06-2012 11:36:07.230       12.1786       3.25058       13130.7      -398.452      -10.7038       26.4265
16-06-2012 11:37:38.460       13.5459       3.62500       13666.4      -398.298      -2.48667       36.7220
16-06-2012 11:39:14.425       12.5633       3.31067       13095.7      -395.595      -5.71773       31.9827
16-06-2012 11:40:58.746       12.4332       3.32294       13095.7      -398.866      -10.6463       24.1097
16-06-2012 11:42:33.007       13.3867       3.53709       13666.4      -396.812      -9.96908       20.3262
16-06-2012 11:44:11.187       10.3026       2.83210       13666.4      -404.563      -25.5166       5.25471
16-06-2012 11:45:49.371       11.8113       3.21322       13666.2      -402.620      -6.06784       22.5527
16-06-2012 11:47:26.699       10.7424       2.86565       13089.4      -398.516      -13.7180       22.0438
16-06-2012 11:49:09.621       12.0644       3.18550       6994.40      -396.300      -9.53312       26.7951
16-06-2012 11:50:44.738       11.8939       3.14722       14483.0      -397.153      -21.2508       4.44131
16-06-2012 11:52:20.570       11.9598       3.14420       15200.5      -395.278      -24.8207       17.8166
16-06-2012 11:53:58.749       13.2182       3.49915       15200.5      -396.720      -24.8519       16.2730
16-06-2012 11:55:36.933       11.5888       3.04833       15200.3      -395.101      -26.8497       20.9691
16-06-2012 11:57:16.644       12.4825       3.32778       13666.4      -398.028      -26.8276       15.6233
16-06-2012 11:58:53.296       12.1792       3.28303       15200.5      -400.142      -25.5252       19.9232
16-06-2012 12:00:31.410       12.6850       3.39818       15481.5      -398.876      -26.1979       19.3789
16-06-2012 12:02:09.660       12.8221       3.43648       15200.5      -398.608      -30.7855       20.0287
16-06-2012 12:03:47.773       12.8446       3.42135       15481.5      -396.938      -36.8003       18.4001
16-06-2012 12:05:30.628       13.6154       3.56158       7529.92      -394.780      -16.1816       16.7674
16-06-2012 12:07:05.738       14.0060       3.61809       13666.4      -392.373      -12.2135       18.4257
16-06-2012 12:08:41.671       13.7539       3.56837       13130.8      -393.291      -14.4462       15.0988
16-06-2012 12:10:25.992       12.8516       3.30721       14483.0      -391.536      -19.8434       12.7015
16-06-2012 12:11:57.218       11.1273       2.79263       13947.4      -387.161      -4.87742       11.4368
16-06-2012 12:13:40.679       9.84207       2.48834       13089.4      -388.615      -11.6380      0.734791
16-06-2012 12:15:17.507       10.6175       2.67040       13095.7      -387.507      -12.8758       6.54021
16-06-2012 12:17:00.972       11.6721       2.94989       13947.4      -388.345       6.39349       15.7120
16-06-2012 12:18:33.730       13.0071       3.23913       16163.9      -385.728      -9.65973       2.69702
16-06-2012 12:20:14.980       13.6126       3.38382       16163.9      -385.283      -13.2244      -1.22820
16-06-2012 12:21:54.695       11.6359       2.91773       6988.02      -387.126      -2.93309       6.51079
16-06-2012 12:23:28.417       12.1221       3.07622       13095.7      -389.193      -5.94311       14.6582
16-06-2012 12:25:09.667       13.1817       3.35832       13095.7      -389.454      -11.9900       22.4180
16-06-2012 12:26:47.851       12.1662       3.00846       13095.7      -384.072      -12.3560       13.3243
16-06-2012 12:28:29.101       12.3912       3.20032       13095.7      -391.613      -6.48318       31.8201
16-06-2012 12:30:05.570       14.5175       3.65900       14524.4      -386.825      -7.33461       31.6378
16-06-2012 12:31:46.964       14.2629       3.72062       14664.9      -393.185      -10.2810       35.5108
16-06-2012 12:33:23.648       12.6069       3.43230       13095.7      -401.615      0.933829       38.4554
16-06-2012 12:34:53.980       13.3472       3.48641       13089.4      -394.309      -10.9565       23.8703
16-06-2012 12:36:39.835       12.8860       3.33721       16058.5      -390.998      -18.5945       40.1384
16-06-2012 12:38:18.124       13.5448       3.56127       6959.25      -394.072      -32.8230       28.7411
16-06-2012 12:39:54.804       13.1467       3.53936       14664.9      -399.109      -19.1544       36.1018
16-06-2012 12:41:37.589       12.9162       3.55065       13130.8      -402.815      -19.2257       41.5336
16-06-2012 12:43:08.105       12.9893       3.50809       14664.8      -399.151      -20.5962       41.5266
16-06-2012 12:44:52.316       12.9771       3.48658       14489.3      -398.002      -20.3537       42.5542
16-06-2012 12:46:29.070       12.4391       3.34487       16199.0      -396.390      -17.8313       57.6588
16-06-2012 12:48:08.789       13.0590       3.52824       14664.9      -398.028      -21.5728       51.3736
16-06-2012 12:49:42.230       13.4332       3.42196       16058.5      -387.515      -24.6140       39.0795
16-06-2012 12:51:23.652       13.3876       3.52228       16163.9      -394.137      -11.2399       42.7812
16-06-2012 12:53:03.335       13.0926       3.48145       14664.9      -396.142      -10.9104       43.9556
16-06-2012 12:54:39.984       13.1009       3.52779       6994.40      -398.297      -12.7409       46.8080
16-06-2012 12:56:16.664       13.8412       3.75112       14629.8      -399.405      -4.98841       49.8014
16-06-2012 12:57:57.882       14.3655       3.80058       14664.9      -394.505      -15.5443       47.9537
16-06-2012 12:59:32.855       14.5650       3.90446       14524.4      -397.884      -17.0884       40.8453
16-06-2012 13:01:08.109       14.2294       3.80214       14664.9      -397.301      -19.2823       39.1526
16-06-2012 13:02:47.683       16.6131       4.40019       16058.5      -392.968      -21.6590       58.8315
16-06-2012 13:04:26.726       14.3903       3.88149       15200.5      -400.141      -21.9489       25.8633
16-06-2012 13:06:01.125       14.8918       4.07568       13130.8      -403.290      -18.0492       25.7063
16-06-2012 13:07:39.304       13.5515       3.70799       13130.8      -403.317      -19.0907       23.6877
16-06-2012 13:09:17.488       13.3845       3.70159       13130.8      -405.358      -18.9007       25.9555
16-06-2012 13:10:58.738       13.0494       3.57385       6994.40      -403.676      -13.2534       24.7004
16-06-2012 13:12:36.917       13.5777       3.72970       13130.8      -404.290      -12.7629       24.8508
16-06-2012 13:14:12.035       12.7547       3.47473       13130.8      -402.808      -11.0721       22.3538
16-06-2012 13:15:50.218       13.2250       3.57404       13130.8      -401.295      -9.57882       21.0995
16-06-2012 13:17:28.402       15.9502       4.42627       13130.8      -406.097      -20.3360       24.1727
16-06-2012 13:19:06.582       14.4520       4.02238       13130.8      -405.913      -25.5595       31.3839
16-06-2012 13:20:44.765       13.6999       3.87648       13130.8      -410.717      -19.3504       10.4141
16-06-2012 13:22:19.878       15.7745       4.42838       13130.8      -408.789      -18.9753       19.2784
16-06-2012 13:23:58.062       13.6905       3.85873       13130.8      -409.960      -15.8747       13.9403
16-06-2012 13:25:36.281       13.2939       3.72254       13095.7      -408.987      -6.09297       10.4188
16-06-2012 13:27:17.527       14.9392       4.21490       6959.30      -410.389      -11.8770       11.0322
16-06-2012 13:28:55.675       13.6313       3.79693       13130.8      -406.793      -15.3306       28.6098
16-06-2012 13:30:27.687       14.2703       3.67574       16163.7      -387.774      -29.5911       52.4974
16-06-2012 13:32:11.898       13.8950       3.69087       16058.5      -395.562      -26.7270       40.3296
16-06-2012 13:33:50.222       13.9063       3.74868       16199.0      -399.100      -24.8507       35.6039
16-06-2012 13:35:31.476       15.4852       4.34071       13130.9      -407.774      -25.1043       26.1150
16-06-2012 13:37:02.699       15.4156       4.09912       13666.2      -396.983      -26.1692       26.4120
16-06-2012 13:41:55.714       15.3365       4.14250       15200.7      -400.012      -28.6460       25.6723
16-06-2012 13:43:39.316       16.2620       4.39020       6994.40      -399.985      -28.7051       24.3496
16-06-2012 13:45:17.499       15.1317       4.16049       13130.8      -404.027      -21.6191       26.0884
16-06-2012 13:46:51.796       15.3943       4.15384       13666.4      -400.293      -21.9231       24.6669
16-06-2012 13:48:29.121       14.3066       3.83192       14524.4      -397.897      -20.8300       37.1515
16-06-2012 13:50:12.046       13.8723       3.79090       13130.8      -401.331      -26.3917       40.2256
16-06-2012 13:51:45.628       13.6724       3.68896       14664.9      -399.112      -19.9952       40.2628
16-06-2012 13:53:27.593       13.6384       3.73136       13666.4      -402.298      -25.3064       32.9973
16-06-2012 13:55:02.707       13.0229       3.64531       13666.4      -407.316      -26.9172       26.8866
16-06-2012 13:56:40.890       13.0674       3.57818       13666.4      -402.164      -26.4926       35.7111
16-06-2012 13:58:19.890       12.4302       3.46221       13130.8      -406.261      -22.6655       31.0583
16-06-2012 14:00:04.210       13.0077       3.56873       6994.40      -402.324      -24.2611       39.7073
16-06-2012 14:01:45.460       12.4747       3.50323       13130.8      -407.264      -28.5969       34.8743
16-06-2012 14:03:20.578       12.7368       3.59636       13130.8      -408.536      -25.1314       35.7999
16-06-2012 14:04:57.937       12.7776       3.56847       13666.4      -407.003      -18.9025       31.0114
16-06-2012 14:06:36.121       11.7624       3.22438       13666.4      -402.733      -27.3494       30.8278
16-06-2012 14:08:14.304       11.8286       3.22053       13666.4      -400.942      -28.0742       35.1858
16-06-2012 14:09:54.695       11.9731       3.24548       14524.4      -400.060      -28.6000       34.5683
16-06-2012 14:11:33.738       11.6241       3.21413       13666.4      -404.171      -30.8403       31.7693
16-06-2012 14:13:08.851       12.0233       3.27158       13666.4      -400.967      -27.7523       33.7375
16-06-2012 14:14:49.242       11.8136       3.22233       14524.4      -401.510      -27.0021       33.7487
16-06-2012 14:16:29.101       12.5802       3.43426       6994.40      -401.507      -26.8765       35.8152
16-06-2012 14:18:04.933       12.1300       3.25630       15200.5      -398.812      -24.0258       29.4981
16-06-2012 14:19:43.113       12.4803       3.33760       15200.5      -397.694      -24.5278       33.5520
16-06-2012 14:21:21.296       13.3671       3.56661       15200.5      -397.335      -24.7934       32.1722
16-06-2012 14:22:59.480       12.2019       3.28000       15200.5      -398.639      -26.5462       33.0990
16-06-2012 14:24:38.339       12.4541       3.33433       14524.4      -397.547      -27.6273       35.5236
16-06-2012 14:26:15.843       12.4220       3.29590       15200.5      -395.956      -22.6787       36.5589
16-06-2012 14:27:57.097       12.7400       3.37226       15200.5      -395.458      -21.9281       37.2554
16-06-2012 14:29:31.390       12.2743       3.25612       16023.4      -396.053      -23.9538       34.2136
16-06-2012 14:31:14.992       12.5917       3.42195       13666.4      -400.906      -26.7749       32.2033
16-06-2012 14:32:50.925       12.0448       3.21731       6994.40      -397.442      -23.5677       34.3941
16-06-2012 14:34:27.433       11.5694       3.14832       14524.4      -400.832      -25.6149       37.0579
16-06-2012 14:36:05.617       11.3481       3.01167       14524.4      -396.112      -23.8714       34.5582
16-06-2012 14:37:40.730       12.8183       3.37041       14524.4      -394.675      -19.6544       32.3836
16-06-2012 14:39:21.308       11.7347       3.15036       15200.7      -398.045      -19.0676       41.2872
16-06-2012 14:40:55.558       11.4689       3.04112       16058.4      -396.099      -23.5377       32.9318
16-06-2012 14:42:37.671       12.1151       3.26290       15200.5      -398.828      -27.5168       34.6603
16-06-2012 14:44:12.785       11.9897       3.17575       15200.5      -395.187      -25.9901       38.8806
16-06-2012 14:45:54.710       12.0815       3.19353       14524.4      -395.363      -21.9904       35.2354
16-06-2012 14:47:29.148       12.4072       3.28776       15200.5      -395.888      -21.6415       35.1029
16-06-2012 14:49:09.683       12.4998       3.29406       6994.40      -394.622      -24.8359       34.8374
16-06-2012 14:50:44.695       12.5551       3.32638       16023.4      -395.932      -23.4316       33.0195
16-06-2012 14:52:25.941       12.6823       3.35860       16023.4      -395.926      -24.0079       31.5895
16-06-2012 14:54:04.089       13.1806       3.45353       16058.5      -392.995      -22.1261       41.4397
16-06-2012 14:55:42.308       13.7736       3.62543       16023.4      -394.182      -20.5466       39.5843
16-06-2012 14:57:20.488       14.9279       3.98956       16023.4      -397.480      -15.5775       39.3921
16-06-2012 14:59:00.171       11.4911       3.09757       14524.4      -400.092      -12.6101       30.5227
16-06-2012 15:00:33.925       12.7050       3.49939       13095.7      -404.620      -9.42284       29.4647
16-06-2012 15:02:05.937       13.2646       3.56312       13130.8      -399.669      -12.0320       26.8242
16-06-2012 15:03:47.226       12.6926       3.41723       13095.7      -399.816      -11.1915       31.4098
16-06-2012 15:05:28.441       12.7103       3.43967       6994.40      -401.137      -17.6292       23.9569
16-06-2012 15:07:05.804       13.7653       3.74380       13666.4      -401.807      -20.0774       27.4395
16-06-2012 15:08:40.062       13.2924       3.61702       14524.4      -401.615      -21.3457       30.6228
16-06-2012 15:10:19.101       13.4380       3.59554       13666.4      -398.496      -27.8912       19.8051
16-06-2012 15:11:57.281       13.5016       3.56263       13666.4      -395.940      -26.4635       17.0399
16-06-2012 15:13:36.999       13.1882       3.52830       15200.5      -398.654      -24.3997       20.7765
16-06-2012 15:15:15.859       12.1697       3.28182       14524.5      -400.081      -25.1264       23.0856
16-06-2012 15:16:51.828       12.0703       3.21157       13666.4      -397.707      -23.8301       18.3902
16-06-2012 15:18:30.011       12.1818       3.27312       13666.4      -399.151      -27.6091       23.6253
16-06-2012 15:20:08.156       15.2499       4.04188       12272.8      -396.805      -22.9536       21.9332
16-06-2012 15:21:49.449       11.7577       3.19324       7530.00      -401.822      -25.4156       16.3618
16-06-2012 15:23:24.558       12.3328       3.30034       13666.4      -398.587      -25.5231       21.7261
16-06-2012 15:25:02.742       11.5530       3.08345       13666.4      -398.097      -26.8509       19.1550
16-06-2012 15:26:40.925       11.0040       2.93919       13666.4      -398.248      -27.0585       18.9276
16-06-2012 15:28:19.105       11.6767       3.09201       13666.4      -396.579      -23.2806       22.3774
16-06-2012 15:29:58.109       11.9073       3.18980       13130.8      -399.110      -21.2881       20.5075
16-06-2012 15:31:37.683       12.2261       3.27898       14524.4      -399.211      -22.6024       21.5927
16-06-2012 15:33:14.472       11.7881       3.13454       13130.8      -397.495      -20.5460       23.5248
16-06-2012 15:34:52.515       18.0035       5.04533       16199.0      -409.034      -14.5342      -5.26028
16-06-2012 15:36:27.628       18.1977       5.07184       16199.0      -407.992      -12.5571      -4.01401
16-06-2012 15:38:15.156       16.6113       4.47222       6994.40      -399.924      -20.0409       24.9532
16-06-2012 15:39:56.441       13.9068       3.80493       13095.8      -403.596      -11.1041       23.7848
16-06-2012 15:41:28.453       14.4249       3.88437       14483.0      -400.710      -9.46531       18.3790
16-06-2012 15:43:08.886       18.6881       5.09356       13666.4      -402.910      -15.8987       19.1002
16-06-2012 15:44:47.066       16.1703       4.52473       13666.4      -408.173      -23.7194       11.2782
16-06-2012 15:46:25.249       19.0095       5.40899       13666.4      -411.786      -22.7970       5.64983
16-06-2012 15:48:03.433       17.9157       4.82293       13666.4      -400.398      -19.6892       15.5334
16-06-2012 15:49:39.367       17.5747       4.73155       14483.0      -400.475      -13.9564       19.6599
16-06-2012 15:51:22.007       17.5865       4.73030       14524.4      -400.113      -18.9741       19.0026
16-06-2012 15:53:01.902       17.3322       4.69818       13095.7      -402.196      -7.17613       15.8210
16-06-2012 15:54:39.910       17.6560       4.89396       6994.40      -406.672      -18.1959      -2.71244
16-06-2012 15:56:15.023       17.1972       4.77890       16199.0      -407.162      -18.9585      -1.13628
16-06-2012 15:57:50.136       18.2975       5.13313       16199.0      -409.269      -12.6883      -7.93172
16-06-2012 15:59:30.031       18.6774       5.27085       14489.3      -410.288      -13.1470      -14.5763
16-06-2012 16:01:08.214       16.2543       4.55671       14489.3      -409.267      -4.80492      -9.13674
16-06-2012 16:02:46.394       15.9505       4.45206       14489.4      -408.053      -10.0357      -16.3637
16-06-2012 16:04:24.578       16.0441       4.49553       14489.3      -409.078      -3.59581      -12.8350
16-06-2012 16:06:02.761       17.4639       4.87174       14489.3      -408.016      -3.52993      -17.1391
16-06-2012 16:07:40.941       17.1551       4.83722       14489.3      -410.238      -6.92794      -15.4324
16-06-2012 16:09:19.124       17.1976       4.88533       14489.3      -411.913      -8.63685      -9.49826
16-06-2012 16:11:01.769       17.6808       4.96572       6959.30      -409.390      -9.14306      -15.1799
16-06-2012 16:12:38.558       17.5849       4.96630       14489.3      -410.535      -7.58995      -15.8993
16-06-2012 16:14:13.671       19.3123       5.50744       14489.3      -412.548      -9.79487      -14.4227
16-06-2012 16:15:53.249       19.2520       5.53502       13095.7      -414.318      -9.95582      -11.4895
16-06-2012 16:17:26.792       22.3970       6.37761       14664.9      -412.335      -13.6162      -6.29949
16-06-2012 16:19:05.152       21.9650       6.25474       14489.3      -412.388      -11.6444      -7.06511
16-06-2012 16:20:43.335       21.3580       6.09853       14489.3      -412.952      -10.3471      -8.87797
16-06-2012 16:22:21.515       23.9179       6.85251       14489.3      -413.569      -10.6319      -11.7925
16-06-2012 16:23:59.699       23.0748       6.59971       14489.3      -413.234      -11.1659      -10.6084
16-06-2012 16:25:37.707       18.1107       5.19655       14664.9      -413.715      -12.5982      -15.1901
16-06-2012 16:27:22.023       18.0764       5.20741       8528.58      -414.340      -18.5406      -14.5429
16-06-2012 16:28:50.999       18.1270       5.18334       14664.9      -412.769      -18.2295      -15.7381
16-06-2012 16:30:32.253       18.1871       5.20681       14664.9      -413.078      -18.2514      -14.0884
16-06-2012 16:32:10.437       18.4241       5.28053       14664.9      -413.354      -15.0695      -16.3599
16-06-2012 16:33:48.617       18.7163       5.35764       14664.9      -413.095      -17.1671      -14.2153
16-06-2012 16:35:26.800       16.9235       4.80615       14664.9      -411.288      -22.4600      -11.3522
16-06-2012 16:37:04.984       16.8397       4.82360       14664.9      -413.327      -18.8405      -7.83427
16-06-2012 16:38:43.167       16.6029       4.72517       14664.9      -412.042      -17.4702      -8.37927
16-06-2012 16:40:22.882       16.2050       4.66360       16199.0      -414.491      -15.1173      -5.38543
16-06-2012 16:41:59.531       16.0126       4.58730       14664.9      -413.380      -18.9565      -6.01638
16-06-2012 16:43:43.851       16.2487       4.61620       8528.50      -411.872      -14.2376      -3.47159
16-06-2012 16:45:20.640       15.4773       4.46494       13130.8      -414.547      -24.0112       7.04835
16-06-2012 16:46:55.753       16.6813       4.78258       13130.8      -413.741      -15.1422     -0.778818
16-06-2012 16:48:33.796       16.2741       4.65555       16199.0      -413.311      -14.2544      -2.02053
16-06-2012 16:50:11.980       17.3781       4.97074       16199.0      -413.340      -12.3367      -3.14689
16-06-2012 16:51:50.160       15.1490       4.33659       16199.0      -413.385      -16.0468      -1.81573
16-06-2012 16:53:28.343       15.1053       4.35344       16199.0      -414.714      -17.3735      -4.60049
16-06-2012 16:55:06.527       15.5897       4.47937       16199.0      -413.980      -19.1854      -6.17639
16-06-2012 16:56:44.882       15.3893       4.43549       16023.4      -414.900      -6.52708      -11.5603
16-06-2012 16:58:23.066       15.1778       4.36115       16023.4      -414.346      -6.28637      -8.25886
16-06-2012 17:00:05.710       16.7159       4.80969       8493.40      -414.559      -5.77300      -11.5342
16-06-2012 17:01:34.828       16.3374       4.69666       14489.3      -414.334      -6.87691      -12.4672
16-06-2012 17:03:16.078       15.6784       4.48112       14489.3      -413.262      -5.67123      -7.90550
16-06-2012 17:04:54.121       14.9917       4.12031       13124.5      -405.303      -6.79710      -1.33642
16-06-2012 17:06:30.910       14.6478       4.08580       16023.6      -408.282      -8.47369      -1.54315
16-06-2012 17:08:12.160       13.9569       3.92442       13095.7      -409.997      -2.67404       2.42449
16-06-2012 17:09:47.273       13.4562       3.76023       16023.4      -408.683      -6.48086      -2.67757
16-06-2012 17:11:25.457       11.3996       3.18216       16023.4      -408.310      -13.1509      -1.98283
16-06-2012 17:13:05.035       11.5127       3.20233       13124.5      -407.732      -7.50506     -0.325145
16-06-2012 17:14:43.214       10.9875       3.05499       13124.5      -407.651      -7.34048      0.926336
16-06-2012 17:16:26.140       11.2553       3.08959       6959.30      -404.977      -10.4236      -1.30489
16-06-2012 17:18:02.648       11.9220       3.31451       13124.5      -407.637      -6.89360       1.40083
16-06-2012 17:19:37.765       13.6935       3.78599       13124.5      -406.455      -9.64896      0.923268
16-06-2012 17:21:17.621       13.9339       3.87914       13095.7      -407.870      -8.80555      -3.02688
16-06-2012 17:22:52.734       13.8443       3.85027       16023.4      -407.648      -9.62574      -2.49027
16-06-2012 17:24:30.917       13.0685       3.64291       16023.4      -408.146      -8.62626      -1.45735
16-06-2012 17:26:12.167       13.2304       3.66800       13095.8      -407.040      -8.48189      -1.02836
16-06-2012 17:27:50.351       13.4927       3.74006       13095.7      -406.949      -8.86253       6.25032
16-06-2012 17:29:28.535       13.8228       3.80824       13095.7      -405.805      -4.82914       3.87621
16-06-2012 17:31:05.039       13.3600       3.67781       13124.5      -405.675      -3.52263     -0.782096
16-06-2012 17:32:47.964       14.1178       3.85362       6959.30      -403.954      -4.13372     -0.810103
16-06-2012 17:34:24.472       13.9788       3.81303       13124.5      -403.815      -2.02951       3.49602
16-06-2012 17:35:59.589       14.4153       3.94163       13124.5      -404.257      -5.99097       4.30543
16-06-2012 17:37:39.445       14.2240       3.94545       13095.7      -407.170      -6.19467       3.48962
16-06-2012 17:39:14.558       11.2442       3.13149       16023.4      -407.282      -24.4960      -5.25985
16-06-2012 17:40:52.566       20.0007       5.57010       16199.0      -407.045      -23.7308      -15.9955
16-06-2012 17:42:33.820       17.0793       4.89878       13130.9      -412.854      -29.2486      -13.4687
16-06-2012 17:44:10.464       19.8060       5.57334       14664.9      -409.189      -25.9941      -11.2765
16-06-2012 17:45:50.183       20.2702       5.82885       13130.8      -412.722      -39.7874    0.00806168
16-06-2012 17:47:50.896  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
16-06-2012 17:49:22.895  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
16-06-2012 17:50:46.261       18.3648       5.19622       14664.9      -410.402      -24.0437      -12.5438
16-06-2012 17:52:21.378       18.9010       5.35651       14664.9      -410.660      -26.4428      -9.75828
16-06-2012 17:53:59.562       19.1502       5.40684       14664.9      -409.921      -25.9749      -9.62341
16-06-2012 17:55:36.242       19.7380       5.47287       16234.1      -406.401      -18.8799      -16.0092
16-06-2012 17:57:14.390       22.3305       6.15469       16199.0      -404.554      -25.8526      -21.2729
16-06-2012 17:58:52.574       22.0064       5.92843       16199.0      -399.998      -18.1139      -27.1595
16-06-2012 18:00:30.753       20.2022       5.48685       16199.0      -400.305      -43.5287      -15.5159
16-06-2012 18:02:12.007       15.3498       4.39011       13130.8      -412.631      -21.9288      -15.7721
16-06-2012 18:03:48.656       17.0049       4.83757       14664.9      -411.738      -19.6135      -13.0475
16-06-2012 18:05:31.476       16.3780       4.63142       6959.30      -410.591      -17.4944      -13.3158
16-06-2012 18:07:08.085       16.8899       4.77905       14664.9      -410.514      -19.5858      -16.2506
16-06-2012 18:08:43.378       16.3250       4.67922       14489.3      -413.362      -16.6885      -14.8502
16-06-2012 18:10:21.386       14.9130       4.30404       14664.9      -414.902      -11.7964      -16.3937
16-06-2012 18:11:59.746       14.9841       4.31837       14489.3      -414.584      -12.6439      -16.2877
16-06-2012 18:13:39.320       14.9608       4.32119       13095.7      -415.228      -7.92193      -14.4153
16-06-2012 18:15:16.101       14.6705       4.21090       14489.3      -413.866      -12.7899      -12.6083
16-06-2012 18:16:54.289       15.1966       4.34051       14489.3      -412.783      -13.1188      -14.2857
16-06-2012 18:18:30.937       14.7533       4.11426       16023.4      -408.028      -6.75527      -13.9889
16-06-2012 18:20:10.656       14.9074       4.21432       14489.3      -410.705      -12.4983      -13.5357
16-06-2012 18:21:53.265       17.1363       4.80153       6994.47      -408.736      -18.7915      -10.1797
16-06-2012 18:23:34.515       16.1056       4.67461       16199.0      -416.134      -15.6597      -10.8993
16-06-2012 18:25:05.031       14.7730       4.19536       14664.9      -411.429      -15.7475      -16.3350
16-06-2012 18:26:47.812       18.7002       5.45031       16199.0      -416.871      -20.9854      -5.72039
16-06-2012 18:28:15.429       17.0999       4.89989       14489.3      -413.542      -13.7319      -10.5836
16-06-2012 18:29:59.578       20.4321       5.81764       14664.9      -412.138      -17.9102      -7.36318
16-06-2012 18:31:44.710       19.3325       5.47202       12272.8      -410.791      -16.7203      -14.0508
16-06-2012 18:33:16.109       18.7070       5.24892       14489.3      -409.181      -13.7160      -11.6990
16-06-2012 18:34:54.124       17.8317       5.07609       14664.9      -412.066      -17.1498      -10.1077
16-06-2012 18:36:32.476       18.7884       5.44575       14489.4      -416.176      -6.49129      -6.80621
16-06-2012 18:38:15.093       19.4500       5.45268       6994.40      -409.004      -13.3813      -12.0837
16-06-2012 18:39:51.914       19.2992       5.47428       14489.3      -411.519      -9.91351      -11.9306
16-06-2012 18:41:29.921       20.3323       5.87591       17733.1      -415.160      -20.2746      -3.57145
16-06-2012 18:43:05.210       15.6103       4.45479       14489.3      -412.841      -11.2858      -7.25980
16-06-2012 18:44:43.390       17.4717       4.90304       14489.3      -409.337      -10.2960      -10.7878
