#              ************************************
#              *****    GLOBAL ATTRIBUTES    ******
#              ************************************
#
#     TITLE                           WIND> Solar Wind Parameters
#     PROJECT                         ISTP>International Solar-Terrestrial Physics
#     DISCIPLINE                      Space Physics>Interplanetary Studies
#     SOURCE_NAME                     WIND>Wind Interplanetary Plasma Laboratory
#     DESCRIPTOR                      SWE>Solar Wind Experiment
#     DATA_TYPE                       K0>Key Parameter
#     DATA_VERSION                    1
#     TEXT                            SWE, a comprehensive plasma instrument for the WIND spacecraft, K.W.
#                                     Ogilvie, et al., Space Sci. Rev., 71, 55-77, 1995
#                                     
#                                     USE OF THE QUALITY VARIABLES:
#                                     
#                                     *** Good data is indicated by a quality flag of 0. ***
#                                     The quality flags for each parameter are given as integers 4 bytes
#                                     long (integer*4).  The individual 'bits' for each quality value are set
#                                     (or cleared) in the analysis code by adding (or subtracting) a power of
#                                     2 as follows:
#                                     To set the 1st bit, add 1.
#                                     To set the 2nd bit, add 2,
#                                     To set the 3rd bit, add 4,
#                                     To set the 4th bit, add 8, and so on.
#                                     
#                                     BIT  TO_SET_BIT     MEANING
#                                     1    +1         = 3 point parabolic fits to proton peaks were not attempted.
#                                     2    +2         = non-linear least squares fit was not attempted.
#                                     3    +4         = 3 point parabolic fits to proton peaks FAILED.
#                                     4    +8         = non-linear least squares fit FAILED.
#                                     
#                                     See http://cdaweb.gsfc.nasa.gov/wind_swe_quality.html
#                                     For the complete guide to the quality flag values.
#                                     
#     MODS                            12/28/94, 3/4/96, by Alan J. Lazarus John T. Steinberg Daniel B. Berdichevsky.
#                                     Skeleton TABLE for plasma CDF SWE keyparameters, dbb, Jan., 1994.
#                                     Instr. qual. flags validmax setequal to +2147483647, 12/94. Qual. flags format                         
#                                      changed to compatible values with new validmax, jts and ajl, 12/94.                                   
#                                     Processing with instrument science modes 2 and 11 added, jts and dbb, 10/27/95.                        
#                                      DICT_KEYs added ajl, 3/4/96.                                                                          
#     ADID_REF                        NSSD0138
#     LOGICAL_FILE_ID                 WI_K0_SWE_00000000_V01
#     LOGICAL_SOURCE                  WI_K0_SWE
#     LOGICAL_SOURCE_DESCRIPTION      Wind SWE (Solar Wind Experiment), Key Parameters
#     PI_NAME                         K. Ogilvie
#     PI_AFFILIATION                  NASA GSFC
#     INSTRUMENT_TYPE                 Plasma and Solar Wind
#     LINK_TEXT                       Wind SWE
#     LINK_TITLE                      Home Page
#     HTTP_LINK                       http://web.mit.edu/afs/athena/org/s/space/www/wind.html
#     NSSDC_ID                        sphe-00752
#     ALT_LOGICAL_SOURCE              Wind_SWE_Ion-Moments-Key-Parameters-K0_92sec_cdf
#     MISSION_GROUP                   Wind
#                                     !___Interplanetary Data near 1 AU
#
#              ************************************
#              ****  RECORD VARYING VARIABLES  ****
#              ************************************
#
#  1. Time, centered, in NSSDC Epoch
#  2. Solar Wind Proton Number Density, scalar (linear)
#  3. Ion Dynamic Pressure (derived from mNV^2), scalar
#  4. 1/2 time interval to collect data for parameters
#  5. Solar Wind Velocity in GSM coord., 3 comp.
#
EPOCH                          ION_NP  ION_PRESSURE      DEL_TIME      VX_(GSM)      VY_(GSM)      VZ_(GSM)
                                                                         (@_x_)        (@_y_)        (@_z_)
dd-mm-yyyy hh:mm:ss.ms           #/cc           nPa            ms          km/s          km/s          km/s
16-06-2012 18:46:22.968       19.9187       5.63209       13095.7      -410.894      -3.08990      -14.3809
16-06-2012 18:48:01.156       21.3383       6.16210       13095.7      -415.451      -4.33681      -5.94210
16-06-2012 18:49:39.335       22.8890       6.59258       13095.7      -414.760     -0.598250      -13.2316
16-06-2012 18:51:09.984       15.7154       4.43299       14489.4      -410.441      -10.5931      -8.55778
16-06-2012 18:52:54.132       15.5606       4.39112       14664.9      -410.398      -14.3348      -9.16870
16-06-2012 18:54:36.953       15.1579       4.28320       6959.30      -410.780      -13.2344      -5.07098
16-06-2012 18:56:15.234       15.2403       4.33611       13130.8      -411.945      -20.1199      0.432917
16-06-2012 18:57:50.351       14.9349       4.22423       13130.8      -410.869      -17.0321     -0.692309
16-06-2012 18:59:28.531       14.8382       4.20992       13130.8      -411.488      -17.5274     -0.692245
16-06-2012 19:01:05.906       14.9393       4.21544       13666.4      -410.024      -22.7049       8.12757
16-06-2012 19:02:47.867       15.8667       4.69076       16163.9      -420.174      -14.3563      0.144456
16-06-2012 19:04:19.906       15.0924       4.42532       16163.9      -418.380      -10.3249      -12.5198
16-06-2012 19:05:58.093       16.1154       4.67892       16163.9      -416.442      -7.30374      -10.3849
16-06-2012 19:07:36.242       13.3718       3.95249       16199.0      -419.886      -16.2271      -12.4108
16-06-2012 19:09:12.882       14.6536       4.25671       14665.0      -416.105      -18.9646      -13.1065
16-06-2012 19:10:58.710       15.3741       4.43506       6959.30      -414.645      -21.2654      -9.44750
16-06-2012 19:12:30.789       14.3353       4.12057       13130.8      -414.090      -16.3332      -10.8209
16-06-2012 19:14:10.671       14.4653       4.16279       14489.3      -414.105      -20.7222      -11.9345
16-06-2012 19:15:56.351       16.1954       4.75741       16199.0      -418.168      -25.6817      -10.0361
16-06-2012 19:17:28.406       16.7682       4.92528       16199.0      -418.262      -23.1574      -11.4727
16-06-2012 19:19:06.585       16.9704       4.94910       16199.0      -416.629      -23.5877      -14.8940
16-06-2012 19:20:43.234       19.2019       5.53743       17733.1      -414.633      -20.7738      -7.84468
16-06-2012 19:22:29.085       19.0716       5.56999       16199.0      -416.976      -25.8329      -8.73200
16-06-2012 19:23:56.523       16.5395       4.76103       14665.0      -414.143      -19.2165      -14.7778
16-06-2012 19:25:40.851       20.2646       5.80479       14664.9      -413.290      -17.0244      -12.7120
16-06-2012 19:27:25.164       20.1878       5.71853       8528.50      -411.121      -13.3705      -12.5560
16-06-2012 19:29:00.453       18.9014       5.42119       14489.3      -413.727      -15.0507      -9.04416
16-06-2012 19:30:35.570       18.4746       5.30270       14489.3      -413.814      -14.8392      -11.9467
16-06-2012 19:32:15.109       18.9291       5.48944       16199.0      -416.156      -9.63638      -10.2207
16-06-2012 19:33:44.124       20.2399       5.81224       13095.7      -414.120      -11.4901      -7.87330
16-06-2012 19:35:39.148       31.3633       11.0910       17733.1      -459.005      -20.2726      -18.1615
16-06-2012 19:37:17.328       32.9059       11.7664       8528.50      -461.667      -24.7615      -6.00428
16-06-2012 19:38:46.312       33.1213       11.5959       17733.1      -457.201      -13.8974      -9.52823
16-06-2012 19:40:18.351       32.4682       11.5957       17733.1      -461.553      -21.3413      -6.10737
16-06-2012 19:41:56.679       33.3207       12.0971       16017.1      -465.590      -16.5446      -3.18088
16-06-2012 19:43:34.718       36.0528       13.0321       17733.1      -464.529      -17.7213      -3.68278
16-06-2012 19:45:16.000       34.4310       12.6005       13124.5      -467.570      -13.1112       2.47051
16-06-2012 19:46:51.226       33.3379       12.0812       16017.1      -465.029      -19.4312      -5.53911
16-06-2012 19:48:29.265       38.1138       14.0329       17733.1      -468.712      -19.6338      -7.09869
16-06-2012 19:50:07.445       37.9023       13.9401       17733.1      -468.389      -20.4277      -9.25454
16-06-2012 19:51:45.632       39.2319       14.1828       17733.1      -463.881      -30.5539      -4.32259
16-06-2012 19:53:39.117       37.2106       13.5029       8493.40      -464.397      -35.5759      -4.86768
16-06-2012 19:55:01.960       36.7556       13.3130       17698.0      -463.814      -37.5270      -4.32273
16-06-2012 19:56:40.320       38.5071       13.9695       16017.1      -464.170      -37.7092      -4.35256
16-06-2012 19:58:18.328       33.5646       11.8900       17698.2      -458.217      -41.9840      -8.06620
16-06-2012 20:00:05.718       33.7466       12.1739       16192.7      -462.923      -37.0188       3.43908
16-06-2012 20:01:44.789       38.6181       14.1001       16734.6      -465.107      -44.3057       2.45841
16-06-2012 20:03:13.695       26.6055       9.48581       17015.6      -460.685      -28.5707       10.7731
16-06-2012 20:05:00.437       24.4859       8.72717       16017.1      -461.065      -22.3262       3.44954
16-06-2012 20:06:38.617       25.2328       9.04142       16017.1      -462.343      -20.6200       6.59729
16-06-2012 20:08:07.593       27.9983       10.0461       16017.1      -462.674      -21.3470      0.622447
16-06-2012 20:09:58.773       32.8436       11.6151       7530.00      -458.720      -31.6664       2.95168
16-06-2012 20:11:28.421       27.4099       9.64434       14623.5      -458.092      -21.8055       6.44139
16-06-2012 20:13:11.343       38.2648       13.3120       17522.6      -454.004      -39.0691      -18.6570
16-06-2012 20:14:47.859       38.5222       13.4063       16199.0      -454.284      -27.3918      -30.7407
16-06-2012 20:16:16.835       37.8450       13.4670       16199.0      -459.410      -34.4386      -22.5038
16-06-2012 20:17:59.624       31.6752       11.3338       14664.9      -460.392      -42.4786      -12.7135
16-06-2012 20:19:33.164       30.9850       10.6115       16163.9      -450.098      -45.3491      -10.5058
16-06-2012 20:21:22.085       29.1312       10.2244       17698.0      -456.163      -41.2030      -7.48144
16-06-2012 20:22:55.703       35.6610       12.4390       13130.8      -454.108      -46.0751      -14.4301
16-06-2012 20:24:38.453       34.6219       12.2412       16192.7      -457.219      -47.1908      -10.5568
16-06-2012 20:26:21.234       37.1001       13.3144       8522.20      -461.331      -41.6687     -0.798000
16-06-2012 20:27:46.437       31.4932       11.5791       17015.7      -466.510      -46.7831      0.195867
16-06-2012 20:29:23.828       28.7678       10.3399       17733.1      -462.420      -32.5093       1.20295
16-06-2012 20:31:02.007       26.4863       9.49369       17733.1      -461.442      -36.1466      -8.00988
16-06-2012 20:32:40.195       31.3837       11.4426       17733.1      -465.536      -33.4958      -11.8272
16-06-2012 20:34:19.234       33.4388       12.5382       16734.6      -471.961      -36.4684      -9.97642
16-06-2012 20:36:02.695       32.4720       12.7813       13089.4      -483.621      -37.6716       4.47123
16-06-2012 20:37:34.742       32.4372       11.7325       17733.1      -463.188      -41.2331      -2.65878
16-06-2012 20:39:14.601       36.0354       12.9510       17551.2      -462.191      -34.4861      -7.93421
16-06-2012 20:40:55.750       36.9740       12.6767       13165.9      -450.944      -36.8722      -16.5334
16-06-2012 20:42:43.062       31.0124       11.1528       10027.6      -462.096      -35.7124      -14.1739
16-06-2012 20:44:09.148       32.9955       12.2819       19126.7      -469.394      -46.1020      -9.42380
16-06-2012 20:45:57.898       48.2762       20.3364       14629.8      -498.032      -52.4718      -32.6331
16-06-2012 20:47:25.515       50.9375       22.3092       16058.5      -509.913      -42.4387      -6.19060
16-06-2012 20:49:03.656       52.0889       22.7797       16023.4      -507.908      -56.7116      -16.6497
16-06-2012 20:50:42.523       46.6367       20.3065       15481.5      -508.491      -41.8807      -2.71126
16-06-2012 20:52:18.492       39.3479       16.5331       14489.3      -497.174      -50.5249      -38.4357
16-06-2012 20:54:04.234       41.0643       18.2349       13130.8      -511.545      -29.3755      -54.2932
16-06-2012 20:55:42.453       45.4755       20.5916       13095.7      -516.917      -2.98550      -59.2274
16-06-2012 20:57:19.070       41.0310       18.5262       14665.0      -518.431       6.22627      -33.7627
16-06-2012 20:59:14.156       33.5087       15.2296       6959.30      -520.898       1.05371      -19.8875
16-06-2012 21:00:40.078       35.7101       16.5894       13095.7      -526.162      -1.41789      -29.9553
16-06-2012 21:02:13.617       54.4412       24.1440       14664.9      -511.840      -32.7110      -45.8088
16-06-2012 21:03:51.796       61.4425       27.4378       14664.9      -515.053      -18.1223      -37.1188
16-06-2012 21:05:29.984       59.2909       27.2124       14664.9      -522.874      -14.2877      -28.2892
16-06-2012 21:07:08.335       48.8028       22.9461       14489.3      -529.907      -6.82159      -16.0867
16-06-2012 21:08:46.343       60.9571       28.8134       14664.9      -531.311     -0.657036      -17.6646
16-06-2012 21:10:24.531       56.9248       26.4417       14664.9      -526.507      -20.0088      -10.0770
16-06-2012 21:12:04.242       62.7878       29.7567       16199.2      -531.932      -16.2941      -11.3438
16-06-2012 21:13:36.296       59.1194       28.3898       16199.0      -535.289      -13.9417      -19.3963
16-06-2012 21:15:32.882       63.5508       29.5224       6994.40      -526.584      -12.9576      -16.7790
16-06-2012 21:16:57.265       66.2505       30.8743       14664.9      -527.664      -6.83036      -12.1198
16-06-2012 21:18:30.843       56.2602       25.7768       16199.0      -522.859      -14.6837      -18.2029
16-06-2012 21:20:10.554       58.3403       26.8022       14664.9      -523.600      -11.2043      -19.6460
16-06-2012 21:21:47.210       70.9943       32.9058       16199.0      -526.175      -10.6900      -11.8036
16-06-2012 21:23:27.093       67.2887       30.7770       14489.3      -522.551       1.21108      -19.9673
16-06-2012 21:25:05.273       56.6405       26.5473       14489.3      -528.980       3.61564      -19.6996
16-06-2012 21:26:44.859       57.0402       26.7272       13095.8      -528.870       12.3294      -16.9780
16-06-2012 21:28:21.640       52.7861       24.5954       14489.3      -526.908       10.7438      -28.7580
16-06-2012 21:29:58.117       70.4243       32.4578       16199.0      -524.079      -8.27505      -28.7201
16-06-2012 21:31:54.742       81.5156       37.6496       6959.30      -524.691      0.388795      -28.9487
16-06-2012 21:33:14.894  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
16-06-2012 21:34:46.893  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
16-06-2012 21:36:32.382       72.6976       33.1370       14664.9      -520.815      -6.55180      -35.0794
16-06-2012 21:38:10.562       89.6763       40.6541       14664.9      -518.387      -6.42189      -47.6926
16-06-2012 21:39:48.031       98.4995       44.4230       13947.4      -516.627      -8.13488      -51.6640
16-06-2012 21:41:24.679       101.024       45.0213       15481.5      -513.719      -15.3785      -47.9229
16-06-2012 21:43:04.390       106.232       47.1342       13947.5      -512.100      -11.5365      -53.7654
16-06-2012 21:44:42.578       124.145       55.1551       13947.4      -511.960      -12.0175      -58.0961
16-06-2012 21:46:19.226       137.359       59.8417       15481.5      -505.650      -11.6373      -68.1945
16-06-2012 21:48:14.281       121.844       51.5420       7811.00      -499.518      -23.7228      -53.1933
16-06-2012 21:49:37.124       96.6181       41.3974       13947.4      -503.314      -16.6203      -50.6469
16-06-2012 21:51:12.234       90.7767       38.7723       13947.4      -502.314      -15.8364      -52.8272
16-06-2012 21:52:47.351       105.326       45.1633       13947.4      -502.950      -22.2089      -53.9717
16-06-2012 21:54:25.531       110.177       47.2774       13947.4      -501.955      -23.4770      -63.5609
16-06-2012 21:56:14.894  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
16-06-2012 21:57:46.894  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
16-06-2012 21:59:18.893  -1.00000E+31  -1.00000E+31   9.99900E+06  -1.00000E+31  -1.00000E+31  -1.00000E+31
16-06-2012 22:00:58.984       81.9650       35.5650       14664.9      -506.376      -15.5242      -52.5452
16-06-2012 22:02:38.703       91.0993       39.9127       13130.8      -507.973      -22.6002      -58.2585
16-06-2012 22:04:33.039       82.2801       35.5567       7811.00      -504.788      -23.3164      -54.8750
16-06-2012 22:05:55.031       95.9477       40.5678       13095.7      -499.104      -26.2368      -54.7090
16-06-2012 22:07:30.179       148.967       63.3326       13130.8      -499.644      -23.2941      -63.2144
16-06-2012 22:09:13.132       24.2210       11.1041       14489.3      -521.907       14.9816      -38.4866
16-06-2012 22:10:51.320       19.4171       8.93613       14489.4      -523.308       6.76764      -35.4340
16-06-2012 22:12:27.796       28.8205       13.1205       16199.0      -520.376      -22.0226      -30.0638
16-06-2012 22:14:11.468       25.9340       12.0543       12272.8      -526.157      -5.91108      -31.9120
16-06-2012 22:15:39.554       25.5466       11.1008       14664.9      -508.068      -13.6771      -38.3928
16-06-2012 22:17:17.734       24.2002       10.2984       17733.1      -501.818      -23.8012      -45.1205
16-06-2012 22:18:57.460       14.7608       6.67801       16199.0      -519.177      -26.4619      -15.5503
16-06-2012 22:20:54.007       14.6808       6.59140       6959.30      -516.051      -38.0300      -26.0455
16-06-2012 22:22:15.320       13.5582       5.85655       14629.8      -505.586      -43.7365      -26.9075
16-06-2012 22:23:50.437       15.2626       6.55674       14629.8      -503.989      -43.4857      -30.7779
16-06-2012 22:25:31.679       18.3103       8.18998       14629.9      -516.775      -14.9679      -11.8235
16-06-2012 22:27:06.835       18.1228       7.97078       14664.9      -512.205      -7.13834      -23.4731
16-06-2012 22:28:46.554       26.6668       11.9976       16199.0      -517.507       2.62386      -34.1490
16-06-2012 22:30:33.289       32.3112       15.2638       12272.8      -529.658       10.4800      -42.2572
16-06-2012 22:32:01.554       24.4300       11.4724       14489.3      -529.456       4.91412      -20.3477
16-06-2012 22:33:45.874       23.6282       10.9972       14489.3      -526.870       16.7936      -19.7534
16-06-2012 22:35:22.351       29.1167       12.9072       16199.0      -513.209       21.2607      -34.5732
16-06-2012 22:37:18.976       28.3554       13.0252       6959.30      -523.422       11.3499      -23.1391
16-06-2012 22:38:41.960       38.3262       16.8800       16023.4      -512.268       13.3618      -26.8942
16-06-2012 22:40:15.539       31.9852       13.7001       14489.4      -505.695       13.1447      -13.5208
16-06-2012 22:41:53.726       21.7304       9.39967       14489.3      -507.425       10.5444      -31.9947
16-06-2012 22:43:33.437       20.9118       9.27466       16023.4      -514.914       4.73958       2.23079
16-06-2012 22:45:13.148       20.3965       9.51732       14489.3      -527.926      -4.73635      -15.7366
16-06-2012 22:46:51.164       21.7526       10.4178       14664.9      -534.861      -2.99647      -15.7348
16-06-2012 22:48:29.374       20.7279       9.87778       14700.0      -533.479      -6.20280      -16.5849
16-06-2012 22:50:07.695       29.5718       13.6059       14489.3      -524.167       17.0857       6.03116
16-06-2012 22:51:41.281       21.0067       9.03770       16023.4      -507.088      -5.24332      -7.49764
16-06-2012 22:53:37.835       21.5053       8.99360       6994.40      -500.015      -3.48558      -2.23915
16-06-2012 22:55:03.750       29.1808       11.9312       14483.0      -493.933      -20.2043       8.63387
16-06-2012 22:56:49.500       27.6287       13.3851       14629.8      -537.971       4.87504      -14.4927
16-06-2012 22:58:07.695       27.8841       11.8386       16199.0      -503.513      -10.0546      -14.4593
16-06-2012 22:59:56.624       32.9467       14.0708       17733.1      -504.900      -19.8120      -4.58250
16-06-2012 23:01:34.804       27.2268       11.7766       14664.9      -507.929      -21.3402      -12.4291
16-06-2012 23:03:09.914       34.1020       14.8129       14664.9      -508.847      -20.0587      -19.2455
16-06-2012 23:04:48.101       43.3016       18.6498       14664.9      -507.069      -12.8421      -14.7080
16-06-2012 23:06:24.750       37.6530       16.1317       16199.0      -505.716      -17.7738      -9.02349
16-06-2012 23:08:07.531       41.6205       18.2816       17733.3      -512.106      -18.6208      -3.68959
16-06-2012 23:10:01.234       38.4336       16.9072       8352.90      -512.565       4.63304      -16.2154
16-06-2012 23:11:19.296       37.9581       16.3642       16199.0      -507.168      -20.9070      -9.67773
16-06-2012 23:12:59.015       42.0567       18.2720       13089.4      -509.279      -19.5827      -1.78384
16-06-2012 23:14:38.054       37.5475       16.5175       13666.4      -512.081      -27.6251      -4.33190
16-06-2012 23:16:13.843       39.6274       17.1920       16199.0      -509.017      -16.2824      -4.21159
16-06-2012 23:17:55.093       41.5473       18.0851       16199.0      -509.686      -20.6544      -6.38285
16-06-2012 23:19:30.210       41.1279       17.7694       16199.0      -507.962      -16.2575      -4.72407
16-06-2012 23:21:08.398       38.9711       16.8390       16199.0      -507.985      -12.7173      -11.1204
16-06-2012 23:22:46.578       40.6486       17.5181       16199.0      -507.484      -5.08139      -9.73596
16-06-2012 23:24:24.757       38.7925       16.6898       16199.0      -506.961      -8.29287      -12.0613
16-06-2012 23:26:19.851       42.4237       18.4817       6988.18      -510.315      -6.21915      0.356261
16-06-2012 23:27:42.656       35.4790       15.1208       13089.4      -504.655      -11.2192      -2.12582
16-06-2012 23:29:25.609       33.7680       15.1074       16023.4      -516.571      -3.06261      -25.0062
16-06-2012 23:30:57.664       33.2700       14.8012       16023.4      -515.364       2.82659      -19.3676
16-06-2012 23:32:31.242       33.9642       14.8972       14489.3      -511.230       8.78914      -28.3203
16-06-2012 23:34:10.960       34.6014       15.4826       16023.4      -517.035     -0.579849      -13.9660
16-06-2012 23:35:48.968       31.5539       14.2187       16199.0      -518.796      -5.71201      -15.0910
16-06-2012 23:37:28.851       35.1454       16.9886       14489.3      -536.903       7.06425      -26.1633
16-06-2012 23:39:00.906       30.6903       14.2338       14489.3      -525.717       14.8067      -26.2349
16-06-2012 23:40:42.156       31.7368       13.8587       14489.4      -510.102       12.7639      -26.6159
16-06-2012 23:42:40.140       24.9737       11.1231       6959.30      -515.186       15.7990      -24.9408
16-06-2012 23:44:04.656       24.5097       11.1410       14489.3      -519.711       20.5926      -35.2470
16-06-2012 23:45:39.765       46.1313       20.9650       14489.3      -520.480       6.68231      -27.6905
16-06-2012 23:47:17.953       39.3857       17.8602       14489.3      -519.411       16.9296      -32.2663
16-06-2012 23:48:54.460       44.6231       19.9359       13095.7      -515.690       21.2324      -26.8080
16-06-2012 23:50:32.640       52.4296       23.4723       13095.7      -515.755       23.6769      -33.1382
16-06-2012 23:52:12.359       52.0384       23.3567       14629.8      -516.729       24.9799      -26.7163
16-06-2012 23:53:47.609       45.8605       20.9253       14489.4      -520.964       21.9419      -30.2126
16-06-2012 23:55:27.195       41.8827       19.2451       13095.7      -522.678       31.2234      -23.5711
16-06-2012 23:57:03.835       40.4745       18.2742       14629.8      -518.148       32.1913      -20.6170
16-06-2012 23:58:58.890       44.6868       20.0210       6959.30      -516.232       30.4181      -21.0502
#  
# Key Parameter and Survey data (labels K0,K1,K2) are preliminary browse data.
# Generated by CDAWeb on: Fri Apr 18 10:12:33 2014
