Zhong Shan, lat -69.4, lon 76.4, 2012.06.16 (168) 10:03:50, coord GM
The following filter has been applied:
ZenithMax: 40.0 deg
Only O-polarization

     F,kHz      R,km   Zen,deg    Az,deg    Dop,Hz     Error    Amp,dB
      4000     285.0       8.4      14.9   -0.6510      12.0      24.0
      4000     285.0       5.1     100.1   -0.5208      18.0      27.0
      4000     285.0       3.5      15.7   -0.3906      16.0      33.0
      4000     285.0       5.8      -6.3   -0.2604      16.0      33.0
      4000     285.0       9.2     -12.6   -0.1302      16.0      31.5
      4000     285.0       6.9      16.6    0.1302      15.0      33.0
      4000     285.0       6.8       6.4    0.2604      16.0      28.5
      4000     285.0      19.6      88.4    0.5208      26.0      15.0
      4000     285.0      14.6      72.9    0.6510      17.0      19.5
      4000     285.0      15.5     -13.3    0.7813       1.0      21.0
      4000     285.0      11.9      30.9    0.9115       4.0      21.0
      4000     285.0      11.0      29.6    1.0417       8.0      21.0
      4000     285.0      13.1      74.3    1.1719      12.0      19.5
      4000     285.0      14.2      73.0    1.3021      13.0      24.0
      4000     285.0      16.3      83.0    1.4323      15.0      21.0
      4000     285.0       9.5      10.1    1.6927      13.0      19.5
      4000     285.0       8.8      19.4    1.8229       9.0      18.0
      4000     287.0      12.0     186.8   -8.2031      15.0      19.5
      4000     287.0      12.6     188.1   -8.0729      12.0      22.5
      4000     287.0      12.1     193.9   -7.9427      11.0      25.5
      4000     287.0      13.3     196.9   -7.8125      11.0      24.0
      4000     287.0      12.4     194.7   -7.6823      11.0      24.0
      4000     287.0      12.0     197.6   -7.5521      14.0      24.0
      4000     287.0      11.2     197.3   -7.4219      13.0      25.5
      4000     287.0      11.4     194.1   -7.2917      13.0      25.5
      4000     287.0      11.2     192.5   -7.1615      12.0      22.5
      4000     287.0       9.3     170.8   -7.0313       9.0      18.0
      4000     287.0      10.2     210.1   -6.9010      10.0      19.5
      4000     287.0       9.6     195.0   -6.7708      12.0      24.0
      4000     287.0       9.4     186.6   -6.6406      11.0      25.5
      4000     287.0       8.3     189.3   -6.5104       6.0      18.0
      4000     287.0       8.7     170.5   -6.1198      16.0      24.0
      4000     287.0       8.2     164.8   -5.9896      14.0      25.5
      4000     287.0       7.2     151.2   -5.8594      10.0      22.5
      4000     287.0       8.0     162.3   -5.7292      21.0      15.0
      4000     287.0       6.7     164.9   -5.5990      13.0      25.5
      4000     287.0       7.4     175.9   -5.4687      15.0      21.0
      4000     287.0       8.8     183.0   -5.3385      15.0      12.0
      4000     287.0       8.5     159.5   -5.2083      16.0      21.0
      4000     287.0      12.6     154.5   -5.0781      15.0      18.0
      4000     287.0      11.5     154.2   -4.9479      14.0      22.5
      4000     287.0       7.6     162.6   -4.8177      15.0      27.0
      4000     287.0       7.1     166.0   -4.6875      15.0      27.0
      4000     287.0       9.1     154.7   -4.5573      16.0      25.5
      4000     287.0      19.8     151.6   -4.4271      28.0      13.5
      4000     287.0       4.2      54.2   -4.2969       6.0      18.0
      4000     287.0       8.2     142.7   -4.1667      11.0      24.0
      4000     287.0       8.1     153.1   -4.0365      13.0      27.0
      4000     287.0       8.1     153.1   -3.9063      15.0      25.5
      4000     287.0       8.7     153.4   -3.7760      14.0      24.0
      4000     287.0       8.9     145.0   -3.6458      15.0      25.5
      4000     287.0       8.2     151.8   -3.5156      15.0      27.0
      4000     287.0       9.6     152.6   -3.3854      12.0      28.5
      4000     287.0       9.4     145.7   -3.2552      13.0      28.5
      4000     287.0       3.9      92.4   -3.1250      21.0      19.5
      4000     287.0      18.5      -9.0   -2.9948       6.0      13.5
      4000     287.0      11.3     180.2   -2.8646      12.0      16.5
      4000     287.0       9.9     148.4   -2.7344      12.0      24.0
      4000     287.0       5.9     155.2   -2.6042      10.0      24.0
      4000     287.0       6.2     145.0   -2.4740      13.0      25.5
      4000     287.0       7.0     133.8   -2.3437      14.0      31.5
      4000     287.0       6.6     134.0   -2.2135      15.0      30.0
      4000     287.0       7.0     127.1   -2.0833      12.0      31.5
      4000     287.0       5.8     126.4   -1.9531      12.0      34.5
      4000     287.0       5.4     133.0   -1.8229      14.0      31.5
      4000     287.0       2.1      14.9   -1.6927      17.0      21.0
      4000     287.0       9.9      99.8   -1.5625      14.0      25.5
      4000     287.0      13.4     109.8   -1.4323      14.0      28.5
      4000     287.0      14.8     118.1   -1.3021      12.0      27.0
      4000     287.0       8.6     115.5   -1.1719      14.0      28.5
      4000     287.0       4.8     102.5   -1.0417      16.0      31.5
      4000     287.0       4.8     102.5   -0.9115      17.0      28.5
      4000     287.0      17.6     115.9   -0.7812      14.0      25.5
      4000     287.0       7.0      93.6   -0.6510      13.0      28.5
      4000     287.0       6.0      88.8   -0.5208      14.0      31.5
      4000     287.0       4.8      84.8   -0.3906      15.0      31.5
      4000     287.0       3.8      53.0   -0.2604      17.0      30.0
      4000     287.0       5.0      19.0   -0.1302      16.0      25.5
      4000     287.0       6.5      62.1    0.1302      16.0      24.0
      4000     287.0      12.6     137.2    0.2604      21.0      18.0
      4000     287.0       8.4      97.5    0.3906      13.0      19.5
      4000     287.0      12.7     100.7    0.5208       6.0      19.5
      4000     287.0       7.8      23.9    0.7813       6.0      13.5
      4000     287.0      13.3      73.4    0.9115      12.0      21.0
      4000     287.0      17.5      80.0    1.0417      14.0      24.0
      4000     287.0      17.0      79.7    1.1719      12.0      22.5
      4000     287.0      14.0      69.3    1.3021      13.0      25.5
      4000     287.0      15.5      77.4    1.4323      13.0      21.0
      4000     287.0       9.2      30.1    1.5625       9.0      15.0
      4000     287.0      10.4      55.7    1.6927      16.0      18.0
      4000     287.0      10.0      63.8    1.8229      15.0      18.0
      4000     287.0       9.5      70.4    1.9531      13.0      13.5
      4000     287.0      11.8     204.6    7.0313      10.0      12.0
      4000     287.0      15.7     200.6    7.1615      10.0      15.0
      4000     287.0      12.5     200.2    7.2917      13.0      18.0
      4000     287.0      13.3     200.3    7.8125       8.0      13.5
      4000     287.0      13.4     197.5    7.9427      10.0      19.5
      4000     287.0      12.4     194.7    8.0729      11.0      21.0
      4000     287.0      12.2     194.6    8.2031      12.0      18.0
      4000     290.0      13.1     195.7   -7.9427       7.0      18.0
      4000     290.0      12.7     196.1   -7.8125      10.0      19.5
      4000     290.0      12.2     188.3   -7.6823      14.0      18.0
      4000     290.0      10.9     191.0   -7.5521      14.0      13.5
      4000     290.0      11.7     202.7   -7.4219      14.0      13.5
      4000     290.0      12.5     202.6   -7.2917      21.0      16.5
      4000     290.0      13.8     208.6   -7.1615      18.0      15.0
      4000     290.0      14.1     206.8   -7.0313      10.0      13.5
      4000     290.0      12.2     194.6   -6.9010      10.0      15.0
      4000     290.0      12.4     189.7   -6.7708       9.0      13.5
      4000     290.0       9.6     111.2   -1.3021      21.0      13.5
      4000     290.0       9.6     119.0   -1.1719      12.0      13.5
      4000     290.0      12.9     115.5   -1.0417      13.0      13.5
      4000     290.0      12.1      97.5   -0.6510       9.0      16.5
      4000     290.0      25.1     111.7   -0.3906      14.0      13.5
      4000     290.0      16.6     117.0   -0.2604      15.0      13.5
      4000     290.0      11.0      97.5   -0.1302      14.0      24.0
      4000     290.0      13.7     103.7    0.1302      14.0      22.5
      4000     290.0      10.9      84.8    0.3906      11.0      24.0
      4000     290.0      12.6      95.1    0.5208      13.0      28.5
      4000     290.0      13.8      98.8    0.6510      15.0      24.0
      4000     290.0      14.2      90.2    0.7813      16.0      19.5
      4000     290.0      15.2      99.5    0.9115      17.0      19.5
      4000     290.0      14.3      94.9    1.0417      16.0      21.0
      4000     290.0      13.2      88.5    1.1719      11.0      19.5
      4000     290.0      15.0      85.9    1.3021      14.0      19.5
      4000     290.0      14.2      80.7    1.4323      15.0      19.5
      4000     290.0      13.1      78.5    1.5625      13.0      18.0
      4000     290.0      11.7      77.1    1.6927      19.0      15.0
      4000     290.0       9.2      83.3    1.8229      17.0      12.0
      4000     290.0      11.0     184.0    7.5521      14.0      15.0
      4000     290.0      10.9     191.0    7.6823      14.0      16.5
      4000     290.0      12.2     201.4    7.8125      15.0      13.5
      4050     277.0      10.4     246.0   -5.3385      14.0      16.5
      4050     277.0       7.4     264.5   -5.2083      10.0      16.5
      4050     277.0       7.8     242.9   -5.0781      11.0      21.0
      4050     277.0       8.8     239.7   -4.9479      12.0      22.5
      4050     277.0       9.8     245.9   -4.8177      11.0      22.5
      4050     277.0       9.6     250.3   -4.6875      11.0      25.5
      4050     277.0       8.9     248.2   -4.5573      12.0      24.0
      4050     277.0       7.6     241.4   -4.4271      10.0      19.5
      4050     277.0       7.4     232.6   -4.2969       8.0      15.0
      4050     277.0       6.6     237.3   -4.1667      10.0      18.0
      4050     277.0       3.0     222.0   -4.0365      10.0      16.5
      4050     277.0       7.5     268.5   -3.9063      13.0      19.5
      4050     277.0       9.0     255.3   -3.7760      12.0      15.0
      4050     277.0       4.1     249.6   -3.6458      13.0      15.0
      4050     277.0       2.7     275.3   -3.5156      12.0      12.0
      4050     277.0       6.9     253.2   -3.3854      13.0      16.5
      4050     277.0       9.4     245.9   -3.2552      14.0      15.0
      4050     280.0      11.0     234.4   -7.4219      12.0      18.0
      4050     280.0      12.0     228.0   -7.2917      11.0      24.0
      4050     280.0      12.3     222.0   -7.1615      10.0      22.5
      4050     280.0      11.8     230.6   -7.0313      12.0      22.5
      4050     280.0      11.9     235.3   -6.9010      13.0      24.0
      4050     280.0      10.9     232.3   -6.7708      13.0      28.5
      4050     280.0      11.5     235.9   -6.6406      13.0      27.0
      4050     280.0      11.6     238.7   -6.5104      13.0      21.0
      4050     280.0      11.8     233.4   -6.3802      10.0      19.5
      4050     280.0      11.0     228.3   -6.2500      12.0      27.0
      4050     280.0      11.8     240.7   -6.1198      15.0      28.5
      4050     280.0      11.4     255.4   -5.9896      14.0      21.0
      4050     280.0      11.2     235.5   -5.8594      13.0      15.0
      4050     280.0       7.6     228.6   -5.5990      10.0      19.5
      4050     280.0       9.2     231.9   -5.4687      13.0      25.5
      4050     280.0       9.1     235.2   -5.3385      15.0      24.0
      4050     280.0       5.3     247.0   -5.2083      14.0      21.0
      4050     280.0       8.7     247.0   -5.0781      13.0      28.5
      4050     280.0      10.6     247.0   -4.9479      13.0      27.0
      4050     280.0       8.9     245.8   -4.8177      12.0      28.5
      4050     280.0       9.1     248.2   -4.6875      13.0      33.0
      4050     280.0       8.7     247.0   -4.5573      13.0      31.5
      4050     280.0       7.0     242.5   -4.4271      12.0      28.5
      4050     280.0       6.7     242.2   -4.2969      12.0      25.5
      4050     280.0       7.2     241.2   -4.1667      12.0      25.5
      4050     280.0       5.3     226.7   -4.0365      13.0      21.0
      4050     280.0       7.2     252.9   -3.9063      17.0      22.5
      4050     280.0       7.0     242.5   -3.7760      13.0      27.0
      4050     280.0       6.5     247.0   -3.6458      12.0      24.0
      4050     280.0       2.1     278.0   -3.5156      14.0      13.5
      4050     280.0       4.6     270.5   -2.8646      15.0      19.5
      4050     280.0       5.2     281.8   -2.7344      11.0      15.0
      4050     280.0       4.9     276.5   -2.6042       9.0      21.0
      4050     280.0       4.8     290.5   -2.4740      12.0      24.0
      4050     280.0       5.0     298.0   -2.3437      13.0      24.0
      4050     280.0       4.8     290.5   -2.2135      16.0      21.0
      4050     280.0       4.6     270.5   -2.0833      18.0      16.5
      4050     280.0       3.3     266.4   -1.8229       9.0      12.0
      4050     280.0       3.7     283.9   -1.6927       9.0      16.5
      4050     280.0       5.3     303.3   -1.5625       9.0      13.5
      4050     282.0       9.2     235.5   -8.2031      12.0      16.5
      4050     282.0       8.7     227.0   -8.0729      12.0      15.0
      4050     282.0      11.8     230.6   -7.9427      10.0      16.5
      4050     282.0      13.4     230.1   -7.8125      10.0      16.5
      4050     282.0      11.4     234.8   -7.6823      13.0      21.0
      4050     282.0      12.6     238.5   -7.5521      14.0      22.5
      4050     282.0      11.9     235.3   -7.4219      14.0      24.0
      4050     282.0      11.2     235.5   -7.2917      14.0      24.0
      4050     282.0      12.1     236.4   -7.0313      11.0      21.0
      4050     282.0      13.4     241.5   -6.9010      13.0      25.5
      4050     282.0      11.6     235.0   -6.7708      14.0      28.5
      4050     282.0      11.0     234.4   -6.6406      14.0      25.5
      4050     282.0      11.5     241.5   -6.5104      13.0      22.5
      4050     282.0      12.6     238.5   -6.3802      12.0      21.0
      4050     282.0      12.4     233.2   -6.2500      13.0      19.5
      4050     282.0      11.3     243.3   -6.1198      14.0      28.5
      4050     282.0      10.7     248.0   -5.9896      14.0      27.0
      4050     282.0       9.0     257.6   -5.8594      16.0      18.0
      4050     282.0       9.8     242.7   -5.7292      18.0      21.0
      4050     282.0       7.9     237.5   -5.5990      16.0      21.0
      4050     282.0       7.2     233.7   -5.4687      12.0      25.5
      4050     282.0       3.7     229.5   -5.3385      10.0      21.0
      4050     282.0       3.1     136.5   -5.2083      12.0      18.0
      4050     282.0       0.6     228.6   -5.0781      11.0      22.5
      4050     282.0       2.4     251.4   -4.9479      11.0      18.0
      4050     282.0       4.8     240.4   -4.8177      13.0      25.5
      4050     282.0       5.9     239.9   -4.6875      14.0      27.0
      4050     282.0       8.8     219.4   -4.5573      19.0      19.5
      4050     282.0       4.1     211.2   -4.4271      13.0      19.5
      4050     282.0       3.8     258.3   -4.2969      13.0      21.0
      4050     282.0       3.2     237.0   -4.1667      12.0      27.0
      4050     282.0       3.0     257.6   -4.0365      12.0      31.5
      4050     282.0       3.2     257.0   -3.9063      13.0      30.0
      4050     282.0       2.1     299.1   -3.7760      16.0      21.0
      4050     282.0       3.0     261.0   -3.6458      11.0      25.5
      4050     282.0       2.8     193.9   -3.5156      12.0      24.0
      4050     282.0      13.8     314.9   -3.3854      14.0      15.0
      4050     282.0       5.5     294.7   -3.2552      12.0      24.0
      4050     282.0       4.0     303.3   -3.1250      11.0      30.0
      4050     282.0       6.9     267.4   -2.9948      16.0      21.0
      4050     282.0       3.4     276.4   -2.8646      13.0      34.5
      4050     282.0       3.0     284.6   -2.7344      12.0      33.0
      4050     282.0       3.5     279.0   -2.6042      13.0      37.5
      4050     282.0       3.7     283.9   -2.4740      13.0      40.5
      4050     282.0       4.0     290.2   -2.3437      13.0      40.5
      4050     282.0       4.2     270.2   -2.2135      13.0      36.0
      4050     282.0       4.5     271.5   -2.0833      14.0      30.0
      4050     282.0       4.9     302.7   -1.9531      13.0      30.0
      4050     282.0       5.4     306.0   -1.8229      13.0      33.0
      4050     282.0       5.2     318.6   -1.6927      12.0      34.5
      4050     282.0       5.7     331.5   -1.5625      11.0      33.0
      4050     282.0       6.6     -23.0   -1.4323      12.0      30.0
      4050     282.0       5.7     331.5   -1.3021      12.0      30.0
      4050     282.0       7.3     329.7   -1.1719      13.0      27.0
      4050     282.0       6.9     -18.4   -1.0417      13.0      25.5
      4050     282.0       6.8     -12.0   -0.9115      12.0      28.5
      4050     282.0       8.9     -17.0   -0.7812      12.0      25.5
      4050     282.0       4.8      23.6   -0.5208      11.0      19.5
      4050     282.0       5.9      23.3   -0.3906       9.0      19.5
      4050     282.0       8.9      22.0   -0.2604       8.0      12.0
      4050     282.0       4.7      -9.5   -0.1302      18.0      12.0
      4050     282.0       5.0      16.0    0.1302      14.0      19.5
      4050     282.0       4.7      36.4    0.2604      13.0      18.0
      4050     282.0       4.6      69.3    0.3906       8.0      12.0
      4050     285.0      11.8     196.9   -7.5521      14.0      18.0
      4050     285.0      16.2     208.6   -7.4219      11.0      13.5
      4050     285.0       8.6     171.9   -7.0313      12.0      16.5
      4050     285.0      10.7     167.0   -6.9010      12.0      16.5
      4050     285.0       9.2     193.9   -6.5104      12.0      15.0
      4050     285.0       6.0     174.9   -6.3802      10.0      21.0
      4050     285.0       8.1     173.0   -6.2500       8.0      15.0
      4050     285.0       6.4     167.0   -6.1198      11.0      19.5
      4050     285.0       5.3     169.1   -5.9896      10.0      16.5
      4050     285.0       9.2     182.0   -5.7292      13.0      18.0
      4050     285.0       7.1     178.3   -5.5990      14.0      21.0
      4050     285.0       6.6     195.2   -5.4687      13.0      18.0
      4050     285.0       7.6     200.0   -5.3385      12.0      18.0
      4050     285.0       7.1     178.3   -5.2083      13.0      18.0
      4050     285.0       5.7     151.5   -5.0781      13.0      18.0
      4050     285.0       3.1     202.0   -4.9479      15.0      15.0
      4050     285.0       5.9     218.8   -4.8177      18.0      16.5
      4050     285.0       2.6     187.3   -4.6875      18.0      18.0
      4050     285.0       8.8     141.2   -4.4271      14.0      16.5
      4050     285.0       2.1     188.0   -4.2969       7.0      15.0
      4050     285.0       7.0     138.6   -4.1667      11.0      24.0
      4050     285.0       3.0     146.4   -4.0365      14.0      18.0
      4050     285.0       4.3     137.0   -3.9063      13.0      28.5
      4050     285.0       3.9     -23.0   -3.7760       5.0      22.5
      4050     285.0       0.8     112.0   -3.6458      14.0      28.5
      4050     285.0       3.4     147.5   -3.5156      13.0      31.5
      4050     285.0       5.4     133.0   -3.3854      12.0      30.0
      4050     285.0      14.4     106.2   -3.2552       5.0      16.5
      4050     285.0       9.1     135.6   -3.1250      13.0      25.5
      4050     285.0       5.5     137.4   -2.9948      13.0      33.0
      4050     285.0       2.1     188.0   -2.8646      15.0      33.0
      4050     285.0       3.3     150.7   -2.7344      13.0      33.0
      4050     285.0       2.3     112.0   -2.6042       9.0      28.5
      4050     285.0       2.3     323.0   -2.4740      13.0      34.5
      4050     285.0       7.5     301.0   -2.3437       8.0      31.5
      4050     285.0       2.9     117.2   -2.2135      14.0      33.0
      4050     285.0       0.7      10.7   -2.0833      14.0      36.0
      4050     285.0       1.9     128.0   -1.9531      15.0      37.5
      4050     285.0       3.8     128.0   -1.8229      15.0      34.5
      4050     285.0       9.1     155.8   -1.6927      13.0      28.5
      4050     285.0      13.6      -3.8   -1.5625      17.0      28.5
      4050     285.0      12.5       4.3   -1.4323      25.0      22.5
      4050     285.0      15.4     -11.1   -1.3021      30.0      24.0
      4050     285.0      26.4     122.6   -1.1719      16.0      27.0
      4050     285.0      13.4     335.4   -0.9115      12.0      28.5
      4050     285.0       4.8      73.6   -0.7812      10.0      33.0
      4050     285.0       5.9      91.2   -0.6510      13.0      36.0
      4050     285.0       4.3      76.9   -0.5208      13.0      36.0
      4050     285.0       4.2      67.0   -0.3906      15.0      31.5
      4050     285.0       3.5     154.0   -0.2604      22.0      22.5
      4050     285.0       6.7      52.6   -0.1302      11.0      30.0
      4050     285.0       6.2      49.7    0.1302      13.0      33.0
      4050     285.0       6.2      56.7    0.2604      14.0      30.0
      4050     285.0       9.8      62.7    0.3906      16.0      24.0
      4050     285.0       5.3      10.7    0.5208       6.0      19.5
      4050     285.0       9.5      71.5    0.6510       9.0      24.0
      4050     285.0       9.1      81.0    0.7813      15.0      25.5
      4050     285.0      10.9      91.0    0.9115      16.0      24.0
      4050     285.0       9.3      21.2    1.0417       9.0      22.5
      4050     285.0       9.8      57.2    1.1719      12.0      24.0
      4050     285.0      13.2      49.8    1.3021      13.0      21.0
      4050     285.0      11.3      66.1    1.4323      19.0      16.5
      4050     285.0       7.8      71.1    1.5625      20.0      16.5
      4050     290.0      15.8     199.1   -8.2031      15.0      15.0
      4050     290.0      15.5     196.6   -8.0729       8.0      15.0
      4050     290.0      12.8     195.5   -7.9427      10.0      21.0
      4050     290.0      12.9     194.4   -7.8125      14.0      24.0
      4050     290.0      13.4     190.7   -7.6823      15.0      24.0
      4050     290.0      13.3     198.0   -7.5521      17.0      18.0
      4050     290.0      10.3     196.2   -7.4219      10.0      21.0
      4050     290.0      11.6     192.2   -7.2917      12.0      24.0
      4050     290.0      12.3     196.5   -7.1615      13.0      22.5
      4050     290.0      12.9     194.4   -7.0313      15.0      21.0
      4050     290.0      12.9     192.1   -6.9010      16.0      18.0
      4050     290.0       9.7     180.6   -6.6406      10.0      13.5
      4050     290.0      12.6     197.2   -6.5104       6.0      16.5
      4050     290.0      11.6     195.5   -6.3802      13.0      16.5
      4050     290.0       8.0     161.0   -5.5990      12.0      15.0
      4050     290.0       7.5     148.5   -5.4687      10.0      13.5
      4050     290.0       9.7     150.4   -5.3385      16.0      12.0
      4050     290.0      10.0     153.8   -4.8177      10.0      13.5
      4050     290.0      12.3     154.4   -4.6875      17.0      13.5
      4050     290.0      12.3     159.6   -4.5573      20.0      12.0
      4050     290.0       6.9     182.2   -4.4271      16.0      12.0
      4050     290.0       5.5     135.6   -4.0365       7.0      15.0
      4050     290.0       5.5     157.0   -3.9063      10.0      19.5
      4050     290.0       7.2     189.5   -3.7760      15.0      15.0
      4050     290.0       7.8     118.8   -2.6042      14.0      13.5
      4050     290.0       9.6     108.1   -2.4740      15.0      15.0
      4050     290.0      10.6      99.9   -2.3437      17.0      15.0
      4050     290.0       7.8      68.4   -1.8229       8.0      15.0
      4050     290.0       6.8      65.5   -1.6927       7.0      13.5
      4050     290.0       7.2     104.8   -1.3021      10.0      18.0
      4050     290.0       8.2     109.3   -1.1719      14.0      22.5
      4050     290.0       6.9     106.6   -1.0417      19.0      15.0
      4050     290.0       5.3      42.2   -0.9115       7.0      13.5
      4050     290.0      15.4     123.9   -0.3906       9.0      15.0
      4050     290.0      16.3     106.0   -0.2604       7.0      22.5
      4050     290.0      12.6     103.0   -0.1302       9.0      25.5
      4050     290.0      13.5     102.5    0.1302      12.0      24.0
      4050     290.0      15.5     103.2    0.2604      12.0      27.0
      4050     290.0      14.6     102.1    0.3906      13.0      28.5
      4050     290.0      13.0      96.1    0.5208      13.0      30.0
      4050     290.0      13.2      97.6    0.6510      14.0      27.0
      4050     290.0      12.9      95.4    0.7813      17.0      24.0
      4050     290.0      13.5      89.7    0.9115      15.0      27.0
      4050     290.0      14.0      88.8    1.0417      13.0      27.0
      4050     290.0      13.2      81.6    1.1719      14.0      25.5
      4050     290.0      13.4      76.6    1.3021      14.0      25.5
      4050     290.0      14.3      79.1    1.4323      14.0      24.0
      4050     290.0      14.4      81.2    1.5625      14.0      24.0
      4050     290.0      14.9      80.0    1.6927      13.0      21.0
      4050     290.0      15.0      73.4    1.8229      14.0      18.0
      4050     290.0      12.8      77.0    1.9531      17.0      15.0
      4050     290.0      12.1      89.6    2.0833      24.0      12.0
      4050     290.0      12.5     205.0    7.2917      12.0      12.0
      4050     290.0      14.7     201.0    7.4219      19.0      15.0
      4050     290.0      13.1     196.8    7.5521      16.0      19.5
      4050     290.0      12.0     190.7    7.6823      10.0      16.5
      4050     290.0      11.0     200.6    7.8125      11.0      18.0
      4050     290.0      12.1     207.0    7.9427      10.0      16.5
      4050     290.0      12.4     208.1    8.0729      11.0      18.0
      4050     290.0      11.1     202.7    8.2031      12.0      18.0
      4100     277.0      11.9     257.8   -5.7292      10.0      12.0
      4100     277.0      10.2     257.5   -5.5990       9.0      15.0
      4100     277.0      10.4     247.0   -5.3385      13.0      16.5
      4100     277.0      10.4     253.1   -5.2083      14.0      12.0
      4100     277.0       9.8     250.2   -5.0781      12.0      24.0
      4100     277.0       9.2     245.9   -4.9479      12.0      22.5
      4100     277.0       8.7     245.8   -4.8177      12.0      24.0
      4100     277.0       9.5     253.7   -4.6875      10.0      24.0
      4100     277.0       8.9     254.1   -4.5573       8.0      19.5
      4100     277.0       8.0     251.0   -4.4271       6.0      18.0
      4100     277.0       7.0     248.5   -4.2969       8.0      16.5
      4100     277.0       7.0     257.7   -4.0365      14.0      19.5
      4100     277.0       7.4     260.0   -3.9063      12.0      24.0
      4100     277.0       8.2     262.6   -3.7760      10.0      21.0
      4100     277.0       8.4     266.2   -3.6458      12.0      13.5
      4100     277.0       8.3     281.1   -3.3854       6.0      13.5
      4100     277.0       8.4     275.8   -3.2552       8.0      13.5
      4100     280.0      10.2     224.6   -7.8125       1.0      13.5
      4100     280.0      12.0     230.0   -7.6823      21.0      12.0
      4100     280.0      10.6     233.9   -7.5521      15.0      19.5
      4100     280.0      10.5     224.1   -7.4219      13.0      19.5
      4100     280.0      13.9     230.7   -7.2917      15.0      16.5
      4100     280.0      13.2     227.3   -7.1615      13.0      24.0
      4100     280.0      12.2     231.1   -7.0313       7.0      18.0
      4100     280.0      11.9     232.5   -6.9010      14.0      22.5
      4100     280.0      12.1     228.3   -6.7708      12.0      24.0
      4100     280.0      11.3     223.8   -6.6406      10.0      19.5
      4100     280.0      11.6     238.7   -6.5104      13.0      24.0
      4100     280.0      10.2     240.8   -6.3802      14.0      25.5
      4100     280.0      11.8     233.4   -6.2500      12.0      25.5
      4100     280.0      10.2     236.5   -5.9896      13.0      24.0
      4100     280.0      13.6     246.2   -5.8594      19.0      16.5
      4100     280.0      10.0     248.1   -5.7292      13.0      27.0
      4100     280.0       9.6     245.9   -5.5990      13.0      30.0
      4100     280.0       9.6     245.9   -5.4687      14.0      24.0
      4100     280.0       8.2     252.2   -5.3385      12.0      24.0
      4100     280.0       9.6     248.1   -5.2083      14.0      27.0
      4100     280.0       9.2     247.0   -5.0781      13.0      33.0
      4100     280.0       8.5     243.3   -4.9479      11.0      31.5
      4100     280.0       8.2     239.2   -4.8177      11.0      31.5
      4100     280.0       8.1     245.7   -4.6875      11.0      28.5
      4100     280.0       7.1     253.0   -4.5573       9.0      21.0
      4100     280.0       7.8     252.4   -4.4271      12.0      27.0
      4100     280.0       8.1     248.3   -4.2969      13.0      28.5
      4100     280.0       8.2     241.8   -4.1667       8.0      21.0
      4100     280.0       8.5     263.5   -4.0365      13.0      22.5
      4100     280.0       7.5     256.9   -3.9063      12.0      30.0
      4100     280.0       7.4     252.7   -3.7760      12.0      27.0
      4100     280.0       4.1     214.7   -3.6458      10.0      13.5
      4100     280.0       8.9     250.6   -3.2552       9.0      19.5
      4100     280.0      10.4     248.0   -3.1250       9.0      18.0
      4100     280.0       8.1     267.1   -2.9948      12.0      15.0
      4100     280.0       4.6     261.0   -2.8646      18.0      16.5
      4100     280.0       5.2     238.9   -2.7344      15.0      13.5
      4100     280.0       6.0     280.7   -2.6042      11.0      18.0
      4100     280.0       5.9     298.3   -2.4740      13.0      19.5
      4100     280.0       5.0     298.0   -2.3437      13.0      21.0
      4100     280.0       4.9     284.3   -2.2135       9.0      19.5
      4100     280.0       4.7     303.3   -2.0833       8.0      12.0
      4100     280.0       6.9     277.7   -1.8229       7.0      13.5
      4100     282.0       9.4     236.8   -7.8125      15.0      18.0
      4100     282.0      13.6     222.9   -7.6823      12.0      18.0
      4100     282.0      12.7     234.4   -7.5521      14.0      22.5
      4100     282.0      12.0     233.6   -7.4219      11.0      24.0
      4100     282.0      11.3     246.1   -7.2917      16.0      21.0
      4100     282.0      11.7     235.2   -7.1615      16.0      25.5
      4100     282.0      12.1     235.5   -7.0313      16.0      21.0
      4100     282.0      10.6     234.9   -6.9010      13.0      25.5
      4100     282.0      10.8     224.8   -6.7708      12.0      24.0
      4100     282.0      12.4     230.5   -6.6406      15.0      19.5
      4100     282.0      13.8     243.9   -6.5104      14.0      22.5
      4100     282.0      11.3     243.3   -6.3802      13.0      25.5
      4100     282.0      11.3     243.3   -6.1198      15.0      25.5
      4100     282.0      10.8     241.1   -5.9896      14.0      28.5
      4100     282.0      16.0     247.0   -5.8594      20.0      16.5
      4100     282.0      12.3     243.5   -5.7292      14.0      24.0
      4100     282.0      10.6     246.0   -5.5990      14.0      25.5
      4100     282.0      14.1     246.3   -5.4687      12.0      19.5
      4100     282.0       7.4     241.3   -5.3385      12.0      18.0
      4100     282.0       7.2     227.6   -4.9479      12.0      19.5
      4100     282.0       4.0     231.1   -4.8177       9.0      22.5
      4100     282.0       4.1     220.4   -4.6875      12.0      19.5
      4100     282.0       9.3     240.2   -4.5573      12.0      15.0
      4100     282.0       3.4     234.5   -4.4271      15.0      21.0
      4100     282.0       4.7     237.9   -4.2969      14.0      25.5
      4100     282.0       2.4     242.6   -4.1667      12.0      22.5
      4100     282.0       2.6     247.0   -4.0365      13.0      28.5
      4100     282.0       0.8     233.0   -3.9063      16.0      21.0
      4100     282.0       3.3     250.2   -3.7760       9.0      24.0
